r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
8.754204793527635550e-04,2.096187578900424953e+01,9.617434577721188926e-01,1.726030760317678921e-06,2.726625134526677728e+08,4.009685484362756963e-04,0.000000000000000000e+00,8.441443124974228364e-08,3.029460997450406645e-01,9.196041563781431546e-04,3.974670987838086938e-07,6.842107742368754852e-01,1.214455516722435591e-03,1.066212588201362119e-08
9.891475062263007951e-04,2.051893672624575871e+01,9.454493015377042342e-01,1.942390620381755304e-06,2.259407076732265651e+08,4.195291034158299100e-04,1.149332533567674203e-02,8.743738356646191630e-08,3.065379614510581052e-01,9.621719926098063619e-04,4.638160588916249182e-07,6.862606370537694955e-01,1.320473481679134255e-03,1.264892913424693523e-08
1.102874533099838144e-03,2.013611594697860596e+01,9.311742638171577324e-01,2.158707003735682280e-06,1.911236332732098699e+08,4.369726764968727786e-04,2.955155814206493481e-02,9.026761269257342556e-08,3.097931588574558415e-01,1.002178078797791479e-03,5.321646162102947072e-07,6.880524406396617554e-01,1.423011146192735719e-03,1.472741653935951560e-08
1.798032387274224597e-03,1.854449227198647066e+01,8.697983020904944684e-01,3.483108119974440327e-06,9.027716181986373663e+07,5.272047983251152998e-04,4.329126309179650578e-01,1.047677722730345811e-07,3.250478760595307270e-01,1.209121577472870588e-03,9.855892781162817430e-07,6.956864071355860490e-01,1.995751843240359518e-03,2.912397551729873590e-08
2.749031893064669829e-03,1.731145884426418746e+01,8.199094937786296500e-01,5.307165400445922657e-06,4.714100670353668928e+07,6.241569089881173664e-04,3.672666343869815275e+00,1.201362191337592193e-07,3.391912973163054845e-01,1.431477082120387323e-03,1.681445380610858756e-06,7.017587285793119856e-01,2.685065516287833600e-03,5.257473123593293720e-08
4.251232562584292274e-03,1.616972345933227473e+01,7.717679349774128061e-01,8.221954232911711754e-06,2.422857234481709078e+07,7.461194276933418457e-04,3.100269658590556077e+01,1.392423244186290218e-07,3.546057817264019474e-01,1.711192884172867135e-03,2.907188482288952823e-06,7.074521118929892882e-01,3.650729984120523915e-03,9.628727703734046099e-08
6.567782380873887424e-03,1.513928076717424887e+01,7.266480803386781151e-01,1.279141130207105904e-05,1.248933233696571551e+07,8.957613925681189807e-04,2.646356756992241230e+02,1.624304178763757136e-07,3.709206847315585365e-01,2.054390308020955219e-03,5.016079742023195704e-06,7.125957119513350868e-01,4.971914528033753028e-03,1.758712730134786083e-07
1.015637362660364376e-02,1.420101446446497384e+01,6.841556277214045911e-01,2.002008091018369897e-05,6.436914298323550262e+06,1.080443483282191985e-03,2.260880603677780073e+03,1.907672937946747249e-07,3.882458005812635671e-01,2.477950756568849267e-03,8.659466929770377790e-06,7.172327737335130182e-01,6.790292281933232692e-03,3.212825777202096222e-07
1.571446811701327981e-02,1.334396643840725183e+01,6.441661727113152658e-01,3.150217881189642600e-05,3.318568979336849414e+06,1.308519611899387454e-03,1.935346064607614971e+04,2.254529038492979326e-07,4.066093251029734845e-01,3.001033568587313689e-03,1.495221127579233251e-05,7.213837469608960218e-01,9.295185643690454316e-03,5.867553583955419305e-07
2.432729835294706114e-02,1.255800856333157967e+01,6.065257547416050832e-01,4.982162879246012635e-05,1.711258042035135906e+06,1.590555264015845434e-03,1.659183512506009429e+05,2.680052754886546721e-07,4.260558659745841692e-01,3.647870231823342746e-03,2.582671784893721055e-05,7.250792597543116447e-01,1.275085858373299456e-02,1.071380514820924282e-06
