r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
4.691262191655464365e-04,1.933972355789984121e+01,1.012485782150099434e+00,1.757202603826705326e-06,4.800119536737923026e+08,2.027136227154218253e-04,0.000000000000000000e+00,8.535310430123022457e-08,3.283562216666766065e-01,4.224837111890191073e-04,4.689698263556331893e-07,6.842107832725684569e-01,1.100597251323395072e-03,1.275195804245752861e-08
5.300710236715634217e-04,1.893106172360069550e+01,9.953319339359968376e-01,1.977469889001941035e-06,3.977599979198882580e+08,2.120970956667714194e-04,9.895484813558208179e-03,8.840967151930629795e-08,3.322493569596229324e-01,4.420401890577674775e-04,5.473161174501897030e-07,6.862606472887232689e-01,1.196675766000577981e-03,1.512818503640825634e-08
5.910158281775802986e-04,1.857786586837481480e+01,9.803037344650644691e-01,2.197692912480109983e-06,3.364658672797725797e+08,2.209158673976631849e-04,2.544320165782874496e-02,9.127137251777896857e-08,3.357775896621272294e-01,4.604197501306134927e-04,6.280341931713790209e-07,6.880524520809574440e-01,1.289600267412839823e-03,1.761406674434436965e-08
9.635417017004914908e-04,1.710941140981551811e+01,9.156895303651904072e-01,3.546012526437043515e-06,1.589295015140381157e+08,2.665336151508322952e-04,3.727276428244836182e-01,1.059327731702750597e-07,3.523118228207170466e-01,5.554935547850710755e-04,1.163729463928438335e-06,6.956864261258940418e-01,1.808645099545857018e-03,3.483242589962360529e-08
1.473169344873117561e-03,1.597179807558093678e+01,8.631685820078937033e-01,5.403010655121003725e-06,8.298997876253356040e+07,3.155486902896096203e-04,3.162077294433552677e+00,1.214721072919907147e-07,3.676415388003810847e-01,6.576478677091223551e-04,1.986344940929762983e-06,7.017587544521272092e-01,2.433333475646606500e-03,6.287962823095807005e-08
2.278178658505723101e-03,1.491841684781033095e+01,8.124870322061837902e-01,8.370439830238322250e-06,4.265349325617931783e+07,3.772080649075632355e-04,2.669256893429584210e+01,1.407906752940010784e-07,3.843489416330706510e-01,7.861546797784684957e-04,3.436336152537098393e-06,7.074521552011727721e-01,3.308464489990624573e-03,1.151600454294775454e-07
3.519586760704964193e-03,1.396771601946154640e+01,7.649866193700167738e-01,1.302241997232893006e-05,2.198700185762818158e+07,4.528610663027744549e-04,2.278449061129157940e+02,1.642366263281026691e-07,4.020322864816206487e-01,9.438261789302878355e-04,5.932942563011007941e-06,7.125957812711316564e-01,4.505784673210717732e-03,2.103428820461211442e-07
5.442665417000090017e-03,1.310205838495538266e+01,7.202522242789285434e-01,2.038163960162177787e-05,1.133194545626740530e+07,5.462289987143782895e-04,1.946563992823525268e+03,1.928886305043760739e-07,4.208105826673966265e-01,1.138418086779897486e-03,1.024989249928986389e-05,7.172328841782127373e-01,6.153685521582214803e-03,3.842555306751858034e-07
8.421178322938559224e-03,1.231133345534548162e+01,6.781528551115264536e-01,3.207111905147025241e-05,5.842212179223324172e+06,6.615353863834456255e-04,1.666289003758510444e+04,2.279600213373639398e-07,4.407144052979206084e-01,1.378732822088119068e-03,1.771337985071936482e-05,7.213839235348564749e-01,8.423742356166110182e-03,7.017626713807687388e-07
1.303670775022067706e-02,1.158619529183237695e+01,6.385263342471169112e-01,5.072153463429910313e-05,3.012594865492479876e+06,8.041222582998105734e-04,1.428528340268787579e+05,2.709858728430859070e-07,4.617921643645712115e-01,1.675903924883847965e-03,3.062575518923452383e-05,7.250795474018588704e-01,1.155545658086616807e-02,1.281380398178820690e-06
2.019101620710474221e-02,1.091880437675817106e+01,6.012276874497203272e-01,8.059426853400831082e-05,1.553826347137333127e+06,9.806208672309788422e-04,1.226294707623098744e+06,3.238698944610950774e-07,4.840914121078676025e-01,2.043751858940163254e-03,5.297966903107584872e-05,7.283534287753701264e-01,1.588077736342228402e-02,2.339249178036058479e-06
3.128193126420310971e-02,1.030251340536581850e+01,5.661229290327048913e-01,1.286052608942942388e-04,8.016632603829260916e+05,1.199268046066860691e-03,1.053672979635671899e+07,3.889751067595501285e-07,5.076605522041655050e-01,2.499443342907535330e-03,9.170483147016032972e-05,7.312412969789734429e-01,2.185984172502141235e-02,4.269320500278617271e-06
4.846937666115740118e-02,9.731811172931056575e+00,5.330954511491261538e-01,2.059680244503666756e-04,4.138362501276604598e+05,1.470210681593032455e-03,9.054684335078293085e+07,4.692102985634266493e-07,5.325425184098577791e-01,3.064125916496223973e-03,1.588158903942971144e-04,7.337792143856927130e-01,3.012767428193123542e-02,7.787829610181037037e-06
7.505708306528803553e-02,9.202454017621226612e+00,5.020624939398066200e-01,3.307286948550643515e-04,2.139485540286707983e+05,1.805632616133312279e-03,7.764638307413033247e+08,5.680642845161117281e-07,5.587551291373524798e-01,3.763192421354245604e-03,2.750126018955270060e-04,7.360017523851434262e-01,4.154824080677461950e-02,1.418692973815813655e-05
