r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
9.849882921201147824e-04,2.128423022252695773e+01,9.524487168617097321e-01,1.720187096941491786e-06,2.450368481271144450e+08,4.561892053666721466e-04,0.000000000000000000e+00,8.424546728839747112e-08,2.983579128513933476e-01,1.076310349016128525e-03,3.852335139717402323e-07,6.842107725609900548e-01,1.237320653106311306e-03,1.030659832856975650e-08
1.112949417848341444e-03,2.083447958161628222e+01,9.363120349736088199e-01,1.935814447316738394e-06,2.030488098453653157e+08,4.773058859165639294e-04,1.182215981658048948e-02,8.726236882131111327e-08,3.018953749949892518e-01,1.126132005349377149e-03,4.495317882254029352e-07,6.862606351553395267e-01,1.345334668887482625e-03,1.222715182424164916e-08
1.240910543576567888e-03,2.044577173111093771e+01,9.221749578914343326e-01,2.151398468141410677e-06,1.717593374457599819e+08,4.971517558396884020e-04,3.039705508229714054e-02,9.008693291522244407e-08,3.051012716951608805e-01,1.172955373662789994e-03,5.157663854527071691e-07,6.880524385174010549e-01,1.449802858890442744e-03,1.423633227509601136e-08
2.023074500793824518e-03,1.882967184300641250e+01,8.613921622167444170e-01,3.471315677374194300e-06,8.113044533035862446e+07,5.998104789821557961e-04,4.452986598972521470e-01,1.045580686130221863e-07,3.201249526893227282e-01,1.415163310271479180e-03,9.551377997582992298e-07,6.956864036129228879e-01,2.033326815722888339e-03,2.815283943489833890e-08
3.093101447495446958e-03,1.757767651379787566e+01,8.119854973995936920e-01,5.289197650942686531e-06,4.236476324303510785e+07,7.101146675099188378e-04,3.777745243754782489e+00,1.198957552221836127e-07,3.340541701020512955e-01,1.675409581458085556e-03,1.629357609291817761e-06,7.017587237615120488e-01,2.735618609213224996e-03,5.082163541168441218e-08
4.783317902506839699e-03,1.641838337301541983e+01,7.643092022333891622e-01,8.194118194339203412e-06,2.177377643159637228e+07,8.488736353140049519e-04,3.188971809950835024e+01,1.389636165245044362e-07,3.492351982829189350e-01,2.002790657795243141e-03,2.816856039732858376e-06,7.074521038364937064e-01,3.719464097634992989e-03,9.307659272150784847e-08
7.389807643196954004e-03,1.537209436546967645e+01,7.196254073309078514e-01,1.274810493872825340e-05,1.122393536580987461e+07,1.019124007525884154e-03,2.722071899515196947e+02,1.621052946372037378e-07,3.653030080553351655e-01,2.404471003098916995e-03,4.859687134626161008e-06,7.125956990426325355e-01,5.065523200778746654e-03,1.700068727436219311e-07
1.142754752050729496e-02,1.441939927004948530e+01,6.775436239690957319e-01,1.995230063201175187e-05,5.784737757983049378e+06,1.229240143660346139e-03,2.325566660455549936e+03,1.903854457308191733e-07,3.823657296318581644e-01,2.900208668866413684e-03,8.388436262985453858e-06,7.172327531112397958e-01,6.918136249975704276e-03,3.105694510944929058e-07
1.768129215744643559e-02,1.354917156425613278e+01,6.379406555268486434e-01,3.139552041045540437e-05,2.982338050315137953e+06,1.488726377186928287e-03,1.990717501361027098e+04,2.250016108073275170e-07,4.004511286479064402e-01,3.512427711505514485e-03,1.448217563351732371e-05,7.213837138012128003e-01,9.470189458064317764e-03,5.671899908062161786e-07
2.737209161204321936e-02,1.275112778621065068e+01,6.006640502450398822e-01,4.965291945312782276e-05,1.537877801108785439e+06,1.809602967343283816e-03,1.706651136033368239e+05,2.674687406286003366e-07,4.196031241573345838e-01,4.269488138800586578e-03,2.501078660213205561e-05,7.250792051392634940e-01,1.299091879363146150e-02,1.035654650324295371e-06
4.239298514758652742e-02,1.201664793253494423e+01,5.655778193375574636e-01,7.889545876185879254e-05,7.932130414127992699e+05,2.206786151852676344e-03,1.464998427544855280e+06,3.196649429889713423e-07,4.398646528036967984e-01,5.206582587580967786e-03,4.320974935214676638e-05,7.283528457660587430e-01,1.785341705376285865e-02,1.890634900671429170e-06
6.567701758423942493e-02,1.133844292487821548e+01,5.325572646346619088e-01,1.258894591408999558e-04,4.092637055515556131e+05,2.698781500577099226e-03,1.258624980443382636e+07,3.839185768499239588e-07,4.612786453826253075e-01,6.367372188190360480e-03,7.467865023616802921e-05,7.312402273596179114e-01,2.457450617905113099e-02,3.450390334981765729e-06
1.017488192689854076e-01,1.071053476721753661e+01,5.014971374108355695e-01,2.015893767166712690e-04,2.113132979315595585e+05,3.308289022566971577e-03,1.081117947143577039e+08,4.630832766184445498e-07,4.838801963908720416e-01,7.805414224265249702e-03,1.290849012836709723e-04,7.337770422275732285e-01,3.386574521932590731e-02,6.292841277277445470e-06
1.574908480836451352e-01,1.012851670020313222e+01,4.723331023694841146e-01,3.235367097329418240e-04,1.093216054023749457e+05,4.062174946634652603e-03,9.256509877567325830e+08,5.605315483209144804e-07,5.076719930787262358e-01,9.584095553209541485e-03,2.229531865421542733e-04,7.359968920806314596e-01,4.668756224808526256e-02,1.145638315049808776e-05
2.429509169251693468e-01,9.590390375734076045e+00,4.450921391270684646e-01,5.188468852868401452e-04,5.687520196827778273e+04,4.988911501324419864e-03,7.828086373456347466e+09,6.798254570344029359e-07,5.325563774619641588e-01,1.177059214911741793e-02,3.836631743089696724e-04,7.379281123445846635e-01,6.426231948857238918e-02,2.075066980507708070e-05
