r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
5.195004480670117669e-04,1.959562081249897147e+01,1.004004699226570985e+00,1.752077141721847944e-06,4.375895948690884113e+08,2.266158644758147964e-04,0.000000000000000000e+00,8.519393401346419804e-08,3.240682502160563416e-01,4.775617847331643990e-04,4.564539958250917505e-07,6.842107817757557831e-01,1.118422262688813186e-03,1.238484942014649637e-08
5.869894349784184106e-04,1.918155168755747297e+01,9.869945401115252093e-01,1.971701944552589860e-06,3.626068787192143798e+08,2.371057555277533300e-04,1.014124627389436685e-02,8.824480117131517950e-08,3.279105454323794633e-01,4.996677882294679957e-04,5.326988438149260945e-07,6.862606455933164540e-01,1.216056841956847856e-03,1.469266861810000040e-08
6.544784218898250542e-04,1.882368245057054068e+01,9.720922242546182757e-01,2.191282614757821238e-06,3.067297830785593390e+08,2.469643606539121327e-04,2.607510182235055207e-02,9.110116550187299609e-08,3.313927032846569198e-01,5.204434434110600301e-04,6.112500340902358907e-07,6.880524501857666619e-01,1.310486326270433009e-03,1.710698574656784915e-08
1.067005690724022677e-03,1.733579784032512805e+01,9.080192606717544246e-01,3.535669405336974866e-06,1.448836753043783009e+08,2.979609588890373998e-04,3.819846058336293648e-01,1.057352245968897370e-07,3.477110174486368055e-01,6.279117644168284327e-04,1.132528174401161459e-06,6.956864229802947053e-01,1.837937481916063036e-03,3.382965573361882729e-08
1.631356628566937687e-03,1.618313182544946116e+01,8.559382484892034126e-01,5.387251210925596852e-06,7.565550886992067099e+07,3.527554736405150528e-04,3.240610217710729213e+00,1.212455814739278129e-07,3.628405456693340470e-01,7.433836724354132537e-04,1.932918290521778030e-06,7.017587501777706738e-01,2.472743231678631044e-03,6.106942750805056317e-08
2.522806926438835636e-03,1.511581257972904879e+01,8.056812333289553596e-01,8.346024950148556333e-06,3.888387259254099429e+07,4.216851871690525401e-04,2.735550309162162463e+01,1.405281223226557792e-07,3.793297678334707212e-01,8.886435689125517755e-04,3.343567647060769647e-06,7.074521480410361773e-01,3.362047657002520049e-03,1.118447770431536470e-07
3.897516035227547183e-03,1.415253233539331390e+01,7.585787073491199184e-01,1.298443617940365248e-05,2.004383951674263179e+07,5.062585339487141178e-04,2.335036394997213449e+02,1.639303487098487927e-07,3.967821874531404780e-01,1.066870272159368971e-03,5.772107226290715185e-06,7.125957698173627231e-01,4.578759355692172718e-03,2.042874574174210110e-07
6.027092640304381084e-03,1.327542055217059946e+01,7.142190305673850048e-01,2.032219010907800879e-05,1.033045339926265739e+07,6.106355957712423415e-04,1.994908599891767835e+03,1.925289172184666382e-07,4.153152588658673983e-01,1.286830582724873221e-03,9.970714433845277304e-06,7.172328659593161237e-01,6.253349140467091144e-03,3.731934448483672041e-07
9.325434294502851426e-03,1.247423301150983832e+01,6.724723115301356469e-01,3.197757125958481132e-05,5.325890911435461603e+06,7.395378796776642255e-04,1.707672422334850489e+04,2.275348932973072819e-07,4.349591560108745369e-01,1.558474427699820452e-03,1.722831979917544107e-05,7.213838945112969192e-01,8.560170802077552571e-03,6.815600285601408949e-07
1.443656981017732086e-02,1.173950033195898790e+01,6.331777439451565792e-01,5.057357087625336575e-05,2.746349711395359132e+06,8.989372162253821521e-04,1.464005579623770609e+05,2.704804650877530534e-07,4.557616484304784499e-01,1.894386619121593476e-03,2.978194802710864054e-05,7.250795004486663142e-01,1.174260286165964250e-02,1.244491041830319200e-06
