r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
7.482867576366039782e-04,2.054082389641313711e+01,9.742558602134987478e-01,1.733831211085657537e-06,3.143236656179595590e+08,3.377261350768436432e-04,0.000000000000000000e+00,8.464314162326909797e-08,3.091559791401646828e-01,7.505382949396220173e-04,4.143524502951375079e-07,6.842107764827984884e-01,1.184707240536480828e-03,1.115389775140893490e-08
8.454976752962093181e-04,2.010678195918285027e+01,9.577497150273783788e-01,1.951168866303773104e-06,2.604630559356080592e+08,3.533592429631706084e-04,1.106946117468197294e-02,8.767428430762241417e-08,3.128214679085619676e-01,7.852801905733173974e-04,4.835327986315089884e-07,6.862606395978774199e-01,1.288128279309262063e-03,1.323233881390379712e-08
9.427085929558145496e-04,1.973165073593164820e+01,9.432889573353656631e-01,2.168462848375420233e-06,2.203261471858644783e+08,3.680515439623124668e-04,2.846172154659355052e-02,9.051218164625664306e-08,3.161433913328511869e-01,8.179313045835689099e-04,5.548002705036690755e-07,6.880524434836920999e-01,1.388154268201956471e-03,1.540669279797519580e-08
1.536911527649193181e-03,1.817199732323027206e+01,8.811144868185745160e-01,3.498849336057204046e-06,1.040709562543765754e+08,4.440518852092364727e-04,4.169471705582922239e-01,1.050516280809921196e-07,3.317108043843239873e-01,9.868290018888634628e-04,1.027632644822061099e-06,6.956864118561469912e-01,1.946865598137978697e-03,3.046726776116470415e-08
2.349801134694542732e-03,1.696373149176589834e+01,8.305766263674215777e-01,5.331149756317922962e-06,5.434386764856693149e+07,5.257122989356993389e-04,3.537220766620478685e+00,1.204617121372392141e-07,3.461441396580421381e-01,1.168305237562416695e-03,1.753376538664305318e-06,7.017587350262185497e-01,2.619294320205890324e-03,5.499964345447156881e-08
3.633843335267092182e-03,1.584492964124456726e+01,7.818087385620657859e-01,8.259111331191209179e-06,2.793055144430829585e+07,6.284383924215949371e-04,2.985933534528674116e+01,1.396195846191569989e-07,3.618745952933223875e-01,1.396596326237474700e-03,3.031964877177759084e-06,7.074521226774487248e-01,3.561304695467669510e-03,1.007283506750375070e-07
5.613970068145245768e-03,1.483518504160473661e+01,7.361018687798390747e-01,1.284921903592343221e-05,1.439762670607092232e+07,7.544782197975007793e-04,2.548760734611689998e+02,1.628705059857858982e-07,3.785239264720520747e-01,1.676698181877615303e-03,5.232165865297702237e-06,7.125957292235518548e-01,4.850126633415837753e-03,1.839830117263702458e-07
8.681405105581241344e-03,1.391576530279434465e+01,6.930565814621467702e-01,2.011055769069399848e-05,7.420435571233241819e+06,9.100315221698746697e-04,2.177500915192589673e+03,1.912841644568743451e-07,3.962041795714408288e-01,2.022388663629123406e-03,9.034067651939067423e-06,7.172328012967833510e-01,6.623963140075783511e-03,3.361011559681850288e-07
1.343232226569695577e-02,1.307593230089303482e+01,6.525468468942283717e-01,3.164455170891694531e-05,3.825625348781161942e+06,1.102134656363873465e-03,1.863972698231017057e+04,2.260637737791282505e-07,4.149441323558087924e-01,2.449304865295646571e-03,1.560210282338160174e-05,7.213837911796447955e-01,9.067499885092243986e-03,6.138184974615230808e-07
2.079435978414559752e-02,1.230576085971864586e+01,6.144166753264984626e-01,5.004682753011346653e-05,1.972725778217415791e+06,1.339686935962260909e-03,1.597997692373797763e+05,2.687315215556460001e-07,4.347893234228876191e-01,2.977223981914284452e-03,2.695533722891191485e-05,7.250793322664758067e-01,1.243853166308146220e-02,1.120797070215364787e-06
3.220574633226502836e-02,1.159692890185339742e+01,5.785267968640939173e-01,7.952170891024182872e-05,1.017494487087992486e+06,1.633733277339055427e-03,1.371748040971289854e+06,3.211747597320098583e-07,4.557843618061591107e-01,3.630691441990948742e-03,4.659004087237318020e-05,7.283530648672343899e-01,1.709432432733672125e-02,2.046077726938610416e-06
4.989528557672639336e-02,1.094239120099388352e+01,5.447490837572717126e-01,1.268908520738347477e-04,5.249710795405132230e+05,1.997983246319997869e-03,1.178570054202446900e+07,3.857345184721336548e-07,4.779741879075922184e-01,4.440174399501960016e-03,8.056312994926268910e-05,7.312406364432155748e-01,2.352991483945626044e-02,3.734150711544113426e-06
7.730359377568815638e-02,1.033634352690203784e+01,5.129739882914264859e-01,2.032052090802502682e-04,2.710332455579009256e+05,2.449283625768656093e-03,1.012539687921527177e+08,4.652851814668350043e-07,5.013968546511814450e-01,5.443111934140583939e-03,1.393475671239871008e-04,7.337778903934240038e-01,3.242754417664538147e-02,6.810884109938978521e-06
1.196762013105122369e-01,9.774428588727932521e+00,4.831300247112667035e-01,3.261972652308364469e-04,1.401774304946287884e+05,3.007692592382628805e-03,8.674941738266847134e+08,5.632445850675813861e-07,5.260609027930670534e-01,6.684079896498862881e-03,2.408984845469216529e-04,7.359988224252125288e-01,4.471109425013439914e-02,1.240271162000368298e-05
1.847204858976741193e-01,9.254473007796914175e+00,4.552313752021616700e-01,5.234357915852154994e-04,7.286648812314138922e+04,3.694857214380174813e-03,7.351520935710803986e+09,6.832903607052265640e-07,5.518809874728287657e-01,8.211185175512936835e-03,4.151606644019450575e-04,7.379325881036251644e-01,6.156743195461242962e-02,2.248200606266553944e-05
2.828544567731013371e-01,8.777310711120515307e+00,4.294300043230856456e-01,8.347595954699973345e-04,3.835217734717566054e+04,4.528825423094894401e-03,6.033196351257722473e+10,8.284640109941945285e-07,5.785701827828708677e-01,1.006453619692612364e-02,7.089694254027408601e-04,7.396016423284211827e-01,8.434687189108885930e-02,4.029332187788192790e-05
4.269347855928369850e-01,8.344638452621047975e+00,4.059041338729317272e-01,1.313188360870477887e-03,2.063630812471001991e+04,5.519991107234814044e-03,4.631275509086429443e+11,1.000485584023420464e-06,6.056793727516578407e-01,1.226723159213969315e-02,1.190254321487744810e-03,7.410301278540161185e-01,1.144049031268656036e-01,7.078189463065414331e-05
6.333552900217320758e-01,7.954060677853222572e+00,3.845877542635744439e-01,2.030386789856545963e-03,1.140049620196961041e+04,6.679299894408882547e-03,3.252618734441197266e+12,1.201191300433132656e-06,6.329215461347130756e-01,1.484359613744255964e-02,1.957588507123634875e-03,7.422575479548386701e-01,1.532794208238660583e-01,1.213954502276222999e-04
9.248373452624184532e-01,7.599443487583934065e+00,3.651892363468644542e-01,3.089337690928085738e-03,6.451659526337815805e+03,8.027488894057230318e-03,2.101205878307381250e+13,1.434124783678774477e-06,6.602927541941961964e-01,1.783971449476836474e-02,3.160363400061975536e-03,7.433329108142588959e-01,2.030566485221880213e-01,2.036935330344751634e-04
1.333615807066892200e+00,7.274160517430997785e+00,3.473731092888773242e-01,4.641203269604619007e-03,3.721619269329806684e+03,9.596297987156268347e-03,1.270963902183176406e+14,1.704732545579007331e-06,6.879416339068609165e-01,2.132612309489763380e-02,5.029667449804773975e-03,7.443036517394620022e-01,2.666010820956011274e-01,3.358883701410443948e-04
1.905603149003576080e+00,6.972564954709698171e+00,3.308461857772727055e-01,6.909374582295475103e-03,2.177014089215012973e+03,1.142838077477811333e-02,7.332938130666711250e+14,2.020344187616374274e-06,7.160698721122747967e-01,2.539761223593512210e-02,7.926961612510869878e-03,7.452134679156432462e-01,3.477789242528152025e-01,5.468844880993754560e-04
2.705968164091410166e+00,6.690365521018420303e+00,3.153820626963458884e-01,1.022399722432495994e-02,1.285821454466240311e+03,1.357723049508317327e-02,4.097219393661324500e+15,2.390164840893080561e-06,7.448764542373855768e-01,3.017306144655745176e-02,1.242126171289276507e-02,7.461045707110423031e-01,4.517119862264437624e-01,8.826469688665660287e-04
