r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
9.068734918343141502e-04,2.105782846378189532e+01,9.589515629355644943e-01,1.724279904036357302e-06,2.640810088617470264e+08,4.167561868213024118e-04,0.000000000000000000e+00,8.436360057111386237e-08,3.015656871841294051e-01,9.635074246978021567e-04,3.937648813247408623e-07,6.842107737341567297e-01,1.221253487585614514e-03,1.055446345199831557e-08
1.024686620981707591e-03,2.061286185285186434e+01,9.427047078381813883e-01,1.940420292323057103e-06,2.188296779830852449e+08,4.360475405371660334e-04,1.159081462526626895e-02,8.738473258579642423e-08,3.051411821114886069e-01,1.008107512532073480e-03,4.594931876836868923e-07,6.862606364842973594e-01,1.327864892928142231e-03,1.252120465924868655e-08
1.142499750129100707e-03,2.022828871601717893e+01,9.284711098518728667e-01,2.156517247990964183e-06,1.851084010012204349e+08,4.541779325748916576e-04,2.980222192836617240e-02,9.021325745838128387e-08,3.083815467929386100e-01,1.050023548558482681e-03,5.272019304233121491e-07,6.880524400030495480e-01,1.430976516670307485e-03,1.457870422522410290e-08
1.862633954358496133e-03,1.862937940178409590e+01,8.672733195506651116e-01,3.479574912993621051e-06,8.743586954029177129e+07,5.479628315707631321e-04,4.365847067576617557e-01,1.047046855696113589e-07,3.235667539049034702e-01,1.266846836045277353e-03,9.763730047823299983e-07,6.956864060788787718e-01,2.006923155055196847e-03,2.882989178338637452e-08
2.847801993189843367e-03,1.739070173599658986e+01,8.175293344043493837e-01,5.301781971904049840e-06,4.565733722779188305e+07,6.487323138988580328e-04,3.703818998529346818e+00,1.200638785975613789e-07,3.376457293008373051e-01,1.499817929159978419e-03,1.665679811494334701e-06,7.017587271347367484e-01,2.700095317414438496e-03,5.204385100438547488e-08
4.403975290973970690e-03,1.624374007379425322e+01,7.695275285182926472e-01,8.213614105340177155e-06,2.346602625877772644e+07,7.754969534771733852e-04,3.126567112223289868e+01,1.391584786641117565e-07,3.529899755277289830e-01,1.792887774995809017e-03,2.879845305208375887e-06,7.074521094770924723e-01,3.671165134610252304e-03,9.531500341099869099e-08
6.803756523606304361e-03,1.520858053506432839e+01,7.245386547054666337e-01,1.277843601609062545e-05,1.209625545955864340e+07,9.310308818037306292e-04,2.668803963828474366e+02,1.623326086576564271e-07,3.692305374923654515e-01,2.152469946716058149e-03,4.968736606326951732e-06,7.125957080809497413e-01,4.999745065809936377e-03,1.740953894079194800e-07
1.052128233384603401e-02,1.426601932798505779e+01,6.821695562657140721e-01,1.999977285032781860e-05,6.234325288750424050e+06,1.122984590914033682e-03,2.280058029426123085e+03,1.906524196562927908e-07,3.864767088025218844e-01,2.596251778334941144e-03,8.577412902760018769e-06,7.172327675524913237e-01,6.828301223371360633e-03,3.180383814816843018e-07
1.627907322408540802e-02,1.340504820944548214e+01,6.422961915320707371e-01,3.147022227702349676e-05,3.214123807763533201e+06,1.360040900670268478e-03,1.951762001550596324e+04,2.253171381858414667e-07,4.047565558780630846e-01,3.144307264358308946e-03,1.480989360199724349e-05,7.213837370291977802e-01,9.347215559667507515e-03,5.808304881075009388e-07
2.520135026770762426e-02,1.261549281232030495e+01,6.047650530094688115e-01,4.977108101614297406e-05,1.657400034275338287e+06,1.653181223250671733e-03,1.673256240182439506e+05,2.678438664201280140e-07,4.241144792911907269e-01,3.822024563383395312e-03,2.557963926311772538e-05,7.250792434186257296e-01,1.282223028811941244e-02,1.060561855393242743e-06
3.903106464540827963e-02,1.188882379981250459e+01,5.694391711451151084e-01,7.908332237674946957e-05,8.548590419093297096e+05,2.016033266592567874e-03,1.436338181306954240e+06,3.201134653547282879e-07,4.445939139716900135e-01,4.660909861027680116e-03,4.419826852968654357e-05,7.283529120881672148e-01,1.762160577904611086e-02,1.936107593942100425e-06
6.046888402441451260e-02,1.121782614445990234e+01,5.361928174931195334e-01,1.261898913928601810e-04,4.410671359207666828e+05,2.465506694841800538e-03,1.234021809638100863e+07,3.844580888404289380e-07,4.662383930121244968e-01,5.700056966738683249e-03,7.639880394691588483e-05,7.312403521463886058e-01,2.425551528430743009e-02,3.533401199171625952e-06
9.368187349410415921e-02,1.059657410865424332e+01,5.049194381364254802e-01,2.020743272746480324e-04,2.277281818937873177e+05,3.022355496804748822e-03,1.060046375846052319e+08,4.637376629832639408e-07,4.890839079650204924e-01,6.987447465287971275e-03,1.320835472040509675e-04,7.337773032370902282e-01,3.342658364494833362e-02,6.444392311749915785e-06
1.450131526431738260e-01,1.002067421586170504e+01,4.755525053622735587e-01,3.243360882545813701e-04,1.178031762304620061e+05,3.711188951526532293e-03,9.077944657247729301e+08,5.613386345053185652e-07,5.131349380395081594e-01,8.579976068322859098e-03,2.281940670804355031e-04,7.359974901615304876e-01,4.608415894194707596e-02,1.173324484250426538e-05
2.237416858400185782e-01,9.488071790894673896e+00,4.481151006266146375e-01,5.202289681184885540e-04,6.127159072390361689e+04,4.558236209003200395e-03,7.682085116992629051e+09,6.808586558168502664e-07,5.382975678064370051e-01,1.053828250133239525e-02,3.928570275905399699e-04,7.379295008310137183e-01,6.344001860911212265e-02,2.125725013720134357e-05
3.423079631008367762e-01,8.999819488750006258e+00,4.227673514756148943e-01,8.288504308847011908e-04,3.229160558462125482e+04,5.584731788182716906e-03,6.281177660857410431e+10,8.251844609342541668e-07,5.642752765058548503e-01,1.291145929686492513e-02,6.697193756190553257e-04,7.395952615258242213e-01,8.685625437422946071e-02,3.805296147323953334e-05
5.160119831491113418e-01,8.557493839470122765e+00,3.996763546144603829e-01,1.302044455046255482e-03,1.740871828110107526e+04,6.802753383398613997e-03,4.791404360581557007e+11,9.959273138987008375e-07,5.906302535066203507e-01,1.572742913137150852e-02,1.121728903561698991e-03,7.410195892213652380e-01,1.176965390866093336e-01,6.672956868673584957e-05
7.645069706855908143e-01,8.158203061207018436e+00,3.787541770888348536e-01,2.010240665377169104e-03,9.636193862050524331e+03,8.226217197135345452e-03,3.342262950223433105e+12,1.194976196393239111e-06,6.171055372928645477e-01,1.901836516710233085e-02,1.840330972632962933e-03,7.422432412592582240e-01,1.575368822058175189e-01,1.142427272035191849e-04
1.115133561953929542e+00,7.795462497825733195e+00,3.597032251288313498e-01,3.054945905792613107e-03,5.462122491663594701e+03,9.881301753351834360e-03,2.146845353838984766e+13,1.425945638901737656e-06,6.437136782651469158e-01,2.284479008614264881e-02,2.964142325815408846e-03,7.433154744069648823e-01,2.085268389011495915e-01,1.914077666767138332e-04
1.606706475026613345e+00,7.462472394268691467e+00,3.421928285722425356e-01,4.585274752609944278e-03,3.154668478569368745e+03,1.180751931532317972e-02,1.293087284820992500e+14,1.694311773690498567e-06,6.706058660050583375e-01,2.729805312393523975e-02,4.707262633032955300e-03,7.442833464024914969e-01,2.736144564322496864e-01,3.152781233743654106e-04
2.294504376381770516e+00,7.153506005021275982e+00,3.259376838081796124e-01,6.821618973856087564e-03,1.846945630884130651e+03,1.405758670503582004e-02,7.438761640309841250e+14,2.007390318942460387e-06,6.979792616138529304e-01,3.250003141391348549e-02,7.403719982210720321e-03,7.451899752739955529e-01,3.567724131995655967e-01,5.129288457809971650e-04
3.256961443830142411e+00,6.864238596176022611e+00,3.107189557544620673e-01,1.008963122953670383e-02,1.091488140848809735e+03,1.669735554128395569e-02,4.148309534116767500e+15,2.374332141465818454e-06,7.260256336340581429e-01,3.860296870348402937e-02,1.157741601071282309e-02,7.460769196987369067e-01,4.632565744168668509e-01,8.274188045099182230e-04
4.604898909086536207e+00,6.591601213440636542e+00,2.963786461996753552e-01,1.486972829492932795e-02,6.490673974705007367e+02,1.980663091450637209e-02,2.266907622084234400e+16,2.806251752373649554e-06,7.549108295812432257e-01,4.579136806566164869e-02,1.805390002660230142e-02,7.469882455120662179e-01,5.999385789189661811e-01,1.327192058261198425e-03
6.494453995305936367e+00,6.333497421221675694e+00,2.828055598479892185e-01,2.186986835004102805e-02,3.875619763569704332e+02,2.348121503455779732e-02,1.222891931130700000e+17,3.316535951820359033e-06,7.847716018950205985e-01,5.428671665148668973e-02,2.814228899710323820e-02,7.479754731886103514e-01,7.757522440421844578e-01,2.120915865483833165e-03
9.145319883163740116e+00,6.088533337521797151e+00,2.699212734021996241e-01,3.213305225335162663e-02,2.320502502798950388e+02,2.783641765381721783e-02,6.543692957223870720e+17,3.921361017090578096e-06,8.157195690056582293e-01,6.435560151130294282e-02,4.393838736005769435e-02,7.491037442459468343e-01,1.002299601493977121e+00,3.380895383645474844e-03
1.286651497797331167e+01,5.855814989153638628e+00,2.576693986438331474e-01,4.719550557481733827e-02,1.392082803906091044e+02,3.301232788901771464e-02,3.483866887173488640e+18,4.640409168149676524e-06,8.478422422956649607e-01,7.632189763091730417e-02,6.884631917390640621e-02,7.504610975508587689e-01,1.294672654990292937e+00,5.379902866732929993e-03
