r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
4.859814712128209002e-04,2.116713549976050146e+01,1.028962006090870185e+00,1.722297212106404975e-06,5.732796351106657982e+08,2.598109240181018550e-04,0.000000000000000000e+00,1.051866089142112973e-07,3.000083484694514024e-01,4.315289454740650122e-04,3.896106166002479034e-07,6.842105263157893802e-01,1.229005966622489111e-03,1.043372725345275369e-08
5.491159575929807982e-04,2.071985863468166755e+01,1.011529008803301322e+00,1.938189024907432246e-06,4.750458720037567019e+08,2.718373721305917829e-04,0.000000000000000000e+00,1.089534222824479059e-07,3.035653771170712667e-01,4.515040889034450228e-04,4.546425624143706646e-07,6.862603558804827308e-01,1.336294084302585335e-03,1.237797065177590530e-08
6.122504439731404251e-04,2.033328874308940470e+01,9.962562508036927333e-01,2.154037449782225445e-06,4.018421032572824955e+08,2.831400611002394814e-04,0.000000000000000000e+00,1.124800878193214802e-07,3.067890062310033028e-01,4.702771157518218751e-04,5.216334627251324701e-07,6.880521261027744417e-01,1.440060197709851697e-03,1.441193438479352608e-08
9.981607002213909591e-04,1.872607704321387345e+01,9.305905603243590507e-01,3.475573128612280046e-06,1.898098986298126280e+08,3.416065603154513669e-04,0.000000000000000000e+00,1.305482902823207452e-07,3.218957822317455308e-01,5.673861455097190930e-04,9.660324731454915666e-07,6.956858855286476295e-01,2.019662335537350268e-03,2.850010373477017184e-08
1.526104368339942230e-03,1.748095625139152887e+01,8.772144457893555902e-01,5.295702107016334276e-06,9.911452642988489568e+07,4.044277949470010845e-04,0.000000000000000000e+00,1.496985724180505222e-07,3.359021544813211579e-01,6.717281058656381044e-04,1.647999805463619851e-06,7.017579698713203307e-01,2.717240301762629748e-03,5.144878462063254517e-08
2.360038498704683085e-03,1.632803762674860693e+01,8.257081912609997021e-01,8.204189434505167642e-06,5.094086418880763650e+07,4.834539320214060239e-04,0.000000000000000000e+00,1.735059846638304809e-07,3.511671260891260360e-01,8.029853488991560775e-04,2.849183653541206689e-06,7.074508889905806175e-01,3.694473230062129705e-03,9.422517219593200878e-08
3.646055135383020375e-03,1.528749609746566307e+01,7.774346818841948448e-01,1.276377748987580121e-05,2.625891671795357764e+07,5.804149767083347780e-04,0.000000000000000000e+00,2.023997463159138460e-07,3.673238117546808179e-01,9.640313000035785791e-04,4.915659974940675058e-06,7.125937891770416366e-01,5.031486975741470205e-03,1.721051080300394804e-07
5.638243878854054883e-03,1.434002786528723128e+01,7.319720751609586351e-01,1.997685471690416252e-05,1.353360287910114042e+07,7.000800661230434071e-04,0.000000000000000000e+00,2.377090414576803740e-07,3.844809371669265508e-01,1.162787183884700848e-03,8.485459680116295685e-06,7.172297711250720242e-01,6.871652931321732202e-03,3.144037659719420988e-07
8.723829864110889398e-03,1.347456133572292281e+01,6.891870239342893223e-01,3.143431022562983678e-05,6.977210040534738451e+06,8.478626040304360284e-04,0.000000000000000000e+00,2.809291479307328167e-07,4.026665312991080103e-01,1.408244309999286126e-03,1.465055443059205066e-05,7.213790933409629513e-01,9.406580268233552880e-03,5.741983629542503055e-07
1.350543390888986513e-02,1.268085534218911725e+01,6.489141779201259563e-01,4.971509055006594752e-05,3.597772345240069553e+06,1.030611544602322294e-03,0.000000000000000000e+00,3.339523545313157216e-07,4.219251121849286190e-01,1.711778343102505996e-03,2.530366039346690265e-05,7.250721055349710342e-01,1.290378755569361081e-02,1.048480213314440554e-06
2.091788056329867140e-02,1.195029849750038053e+01,6.110046907011019712e-01,7.899855435525761241e-05,1.855512027249888983e+06,1.256837449172965113e-03,0.000000000000000000e+00,3.991277573093405791e-07,4.423010901133253014e-01,2.087524768728105367e-03,4.372175647670011218e-05,7.283420693960861447e-01,1.773429088413436966e-02,1.914200501829035872e-06
3.241237899028225067e-02,1.127552993185582331e+01,5.753179724485794067e-01,1.260765393300134060e-04,9.571084257178734988e+05,1.537147536874547199e-03,0.000000000000000000e+00,4.793812674270662154e-07,4.638419269486391272e-01,2.553101483828732182e-03,7.558594091485946987e-05,7.312242163944122630e-01,2.441342225713439423e-02,3.494245840869210165e-06
5.024188628729021194e-02,1.065027044283794666e+01,5.417222357744992944e-01,2.020081303991675325e-04,4.937613253665383672e+05,1.884757025801671489e-03,0.000000000000000000e+00,5.783560842020486794e-07,4.865978509849454015e-01,3.130458100993333947e-03,1.307562366430836209e-04,7.337542336230009621e-01,3.365705290737684013e-02,6.377731728465785796e-06
7.790453125344684593e-02,1.006915332879422031e+01,5.100937400238841901e-01,3.248332416074421270e-04,2.547555873785701406e+05,2.316132779507097585e-03,0.000000000000000000e+00,7.005896021384058065e-07,5.106221544522822064e-01,3.846945003163054506e-03,2.263694883235447684e-04,7.359671873960655919e-01,4.645992643314126452e-02,1.163946265151696226e-05
1.208323608854572490e-01,9.527583009568365568e+00,4.803162854879873267e-01,5.240251986728193100e-04,1.314541246708754334e+05,2.851794360485672072e-03,0.000000000000000000e+00,8.517335465326960191e-07,5.359713778346889557e-01,4.736643841055450561e-03,3.922590358981831345e-04,7.378967162873173447e-01,6.420460305697797687e-02,2.124025613115252179e-05
1.874612620841137611e-01,9.021613966844375554e+00,4.522807154817384268e-01,8.478028454262590951e-04,6.783636397618078627e+04,3.517312824409734359e-03,0.000000000000000000e+00,1.038828436926086886e-06,5.627055041817696779e-01,5.842026465038807972e-03,6.804646238846236324e-04,7.395744793452303512e-01,8.881303223829033200e-02,3.875717946474468230e-05
