r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
4.522033921219094127e-04,2.096552905389466304e+01,1.035027610878090032e+00,1.725963919648967799e-06,6.115684536150710583e+08,2.399739925050958106e-04,0.000000000000000000e+00,1.052517510987262611e-07,3.028932562010677176e-01,3.958700862993370234e-04,3.973251756263616926e-07,6.842105263157893802e-01,1.214714213618017140e-03,1.065799768533104650e-08
5.109497242191682678e-04,2.052251227866537420e+01,1.017491848210286598e+00,1.942315358194501251e-06,5.067737480007952452e+08,2.510822042945604548e-04,0.000000000000000000e+00,1.090208972586936601e-07,3.064844895616544718e-01,4.141946085270251012e-04,4.636503565933496702e-07,6.862603558804827308e-01,1.320754708975812675e-03,1.264403212304274972e-08
5.696960563164268519e-04,2.013962427317071402e+01,1.002129059176015691e+00,2.158623316442498324e-06,4.286807670030763149e+08,2.615219169753894108e-04,0.000000000000000000e+00,1.125497468634775530e-07,3.097391173881293702e-01,4.314163495863704355e-04,5.319744059748735748e-07,6.880521261027744417e-01,1.423314156424307277e-03,1.472171541224080698e-08
9.287836702848310854e-04,1.854772046597096491e+01,9.360762775073671049e-01,3.482972496226261255e-06,2.024871268333717585e+08,3.155244162834389501e-04,0.000000000000000000e+00,1.306291389845173222e-07,3.249911615293047396e-01,5.205008951168762577e-04,9.852361817655436828e-07,6.956858855286666143e-01,1.996176269534682014e-03,2.911270653896884074e-08
1.420032682262327471e-03,1.731445883088405324e+01,8.823855173256857087e-01,5.306976462413511032e-06,1.057342943077215850e+08,3.735491607995078617e-04,0.000000000000000000e+00,1.497912809113882385e-07,3.391322203361035736e-01,6.162206869963458844e-04,1.680849303719898258e-06,7.017579698713352077e-01,2.685642304438990314e-03,5.255466374388545539e-08
2.196004329116478526e-03,1.617252118315668241e+01,8.305756397459582718e-01,8.221655852661487770e-06,5.434315756166254729e+07,4.465415405375130304e-04,0.000000000000000000e+00,1.736134371142059333e-07,3.545439813077378433e-01,7.366316505530092103e-04,2.906154428822927748e-06,7.074508889905946063e-01,3.651511275184699326e-03,9.625051937536412787e-08
3.392636546350066840e-03,1.514189029480582782e+01,7.820175639538408108e-01,1.279095110363445329e-05,2.801272556573183462e+07,5.360994723255539446e-04,0.000000000000000000e+00,2.025250927052042532e-07,3.708560311410984967e-01,8.843697692367205208e-04,5.014297684147202538e-06,7.125937891770544041e-01,4.972977276805538513e-03,1.758044655052384736e-07
5.246358469734348218e-03,1.420344622666067025e+01,7.362869607415784001e-01,2.001938470731083042e-05,1.443749974303571135e+07,6.466279629148991709e-04,0.000000000000000000e+00,2.378562549329531412e-07,3.881781410413011058e-01,1.066701707174580157e-03,8.656408673377653291e-06,7.172297711250836816e-01,6.791744477589912662e-03,3.211617985207321483e-07
8.117481201505693383e-03,1.334622283566583612e+01,6.932496968870329734e-01,3.150123271825085424e-05,7.443211469051769935e+06,7.831270950365610845e-04,0.000000000000000000e+00,2.811031276663006902e-07,4.065386095107640929e-01,1.291875788118536849e-03,1.494704037972278702e-05,7.213790933409737205e-01,9.297193881632224294e-03,5.865406172345875463e-07
1.256674047766718344e-02,1.256007649725967568e+01,6.527394473865052449e-01,4.982093215297770462e-05,3.838064244525886141e+06,9.519228955245172914e-04,0.000000000000000000e+00,3.341591715980653798e-07,4.259823826726780727e-01,1.570327662876231604e-03,2.581836295395724610e-05,7.250721055349816924e-01,1.275373316249991083e-02,1.071017040716994517e-06
