r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
9.694221143293515986e-04,3.189089119031087449e+01,1.043841216697906971e+00,1.572358339407822583e-06,6.713556365956238508e+08,1.210681635824467205e-03,0.000000000000000000e+00,2.275717360572306709e-07,1.991263988195969004e-01,1.541788939193579344e-03,1.693841100744230198e-07,6.842107320561328088e-01,2.028220310283821055e-03,4.196370040919907382e-09
1.095361018093073471e-03,3.121701425784995365e+01,1.026156133756132904e+00,1.769455189819604467e-06,5.563161730772945881e+08,1.266723232368804734e-03,4.361016063347589004e-03,2.357212699216566756e-07,2.014873285078083998e-01,1.613157258601487058e-03,1.975911630071153097e-07,6.862605892592794632e-01,2.205277249277600576e-03,4.978330622553773713e-09
1.221299921856795452e-03,3.063459983480300863e+01,1.010662528337710642e+00,1.966512433533948218e-06,4.705888028540085554e+08,1.319392220330835351e-03,1.121301424318865009e-02,2.433512437020996025e-07,2.036269688279129242e-01,1.680230600325282762e-03,2.266366599671900768e-07,6.880523872020283260e-01,2.376521856444490776e-03,5.796376014519527930e-09
1.991102978942213553e-03,2.821314135462975514e+01,9.440472992813472297e-01,3.172999017744836812e-06,2.222824022300736010e+08,1.591838331522164472e-03,1.642639532678503711e-01,2.824420053754528071e-07,2.136538893622081936e-01,2.027187544522293314e-03,4.190940801205336416e-07,6.956863184059823846e-01,3.333036187020830838e-03,1.146253431099926901e-08
3.044222675191148725e-03,2.633722900575090975e+01,8.898996814308166581e-01,4.834660940568857835e-06,1.160714340770360827e+08,1.884575398388981405e-03,1.393557425443171294e+00,3.238736613088200533e-07,2.229503773300488545e-01,2.399984784054113706e-03,7.139091560097134832e-07,7.017586048970130275e-01,4.484238010287210086e-03,2.069224811053854134e-08
4.707727741508559507e-03,2.460022077235628402e+01,8.376486337378984404e-01,7.489938997651998496e-06,5.965605288284908980e+07,2.252827584840459696e-03,1.176367619787520091e+01,3.753814517938572640e-07,2.330823041263536677e-01,2.868949647404084747e-03,1.232189709557696314e-06,7.074519052064837110e-01,6.096959856884939626e-03,3.789652126945174327e-08
7.273022255517290133e-03,2.303253078518928021e+01,7.886772611591967852e-01,1.165256003849033734e-05,3.075149977189277112e+07,2.704653999487944670e-03,1.004132241945418542e+02,4.378936805110567669e-07,2.438060645486021527e-01,3.444345315369750412e-03,2.121879819287324294e-06,7.125953768582424797e-01,8.303419970202641567e-03,6.921894795288141261e-08
1.124692033855489992e-02,2.160508078127986309e+01,7.425577713242468292e-01,1.823758890085481004e-05,1.584916948498651572e+07,3.262276303827521887e-03,8.578597663474803312e+02,5.142858662040945678e-07,2.551937774639298495e-01,4.154470814624491512e-03,3.655020350185928888e-06,7.172322248588446358e-01,1.134020404557640332e-02,1.264490917035820501e-07
1.740163805129408409e-02,2.030121305148319522e+01,6.991556312430790010e-01,2.869706000087132990e-05,8.171207619971452281e+06,3.950905729577199217e-03,7.343155941235618229e+03,6.077912357050771056e-07,2.672638082109329294e-01,5.031432354642443629e-03,6.295339355792086164e-06,7.213828201553469377e-01,1.552340856353852383e-02,2.309295932270351343e-07
2.693814857175904492e-02,1.910556613825587746e+01,6.583054385939245412e-01,4.538340715573022170e-05,4.213816887433432974e+06,4.802388504595087385e-03,6.294549317343289295e+04,7.224948145058960383e-07,2.800448304063717364e-01,6.115785735077112345e-03,1.084281189228643533e-05,7.250775967701786895e-01,2.129394882216901000e-02,4.216418982257307452e-07
