r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
6.676137149614495879e-04,3.036975661222638223e+01,1.076257840630607809e+00,1.589528325910921180e-06,9.398388593087344170e+08,8.038136331232881814e-04,0.000000000000000000e+00,2.286809767064831031e-07,2.091000734685941609e-01,9.198609371001953937e-04,1.869733609263656280e-07,6.842107365739915625e-01,1.910614370135379310e-03,4.677795262001663444e-09
7.543442920424110873e-04,2.972802233654824278e+01,1.058023545247875008e+00,1.788777453435713728e-06,7.787937265170433521e+08,8.410215986148847226e-04,3.994649780114625966e-03,2.368702337174949820e-07,2.115792554250180979e-01,9.624406503500229203e-04,2.181151509280774628e-07,6.862605943798731900e-01,2.077404699952378753e-03,5.549465645454806446e-09
8.410748691233725866e-04,2.917338798284798429e+01,1.042048784004211637e+00,1.987986541850596469e-06,6.587829467082645893e+08,8.759903720886888468e-04,1.027101579169320544e-02,2.445373982029298530e-07,2.138260642588207250e-01,1.002457897397541261e-03,2.501835794842024075e-07,6.880523929281561202e-01,2.238719725007756213e-03,6.461360638746474024e-09
1.371216563686825703e-03,2.686742851368987672e+01,9.733648105742447321e-01,3.207647845187655727e-06,3.111758192454118133e+08,1.056876827498980575e-03,1.504642444820752656e-01,2.838187005664928348e-07,2.243552048815035671e-01,1.209459094597841681e-03,4.626901039139648280e-07,6.956863279200342642e-01,3.139770786255199030e-03,1.277756441055519233e-08
2.096470275705500548e-03,2.508099402942543321e+01,9.175356426845580060e-01,4.887454555009646653e-06,1.624898242095462084e+08,1.251235117616213274e-03,1.276485182638570137e+00,3.254522999718537019e-07,2.341173256980745576e-01,1.431877067512475881e-03,7.882617781818151820e-07,7.017586184630665302e-01,4.224220191054315482e-03,2.306614692940057817e-08
3.242079496112064332e-03,2.342683765077656233e+01,8.636619245785281951e-01,7.571728278620656774e-06,8.351323301026187837e+07,1.495730608318798565e-03,1.077541459092429577e+01,3.772111669825299179e-07,2.447567336654195846e-01,1.711670594179318366e-03,1.360696199087650365e-06,7.074519279408122419e-01,5.743428928572080414e-03,4.224416751451799557e-08
5.008726470413292324e-03,2.193392310074978369e+01,8.131697208995105619e-01,1.177980688984623776e-05,4.304938723641657084e+07,1.795714065695541792e-03,9.197760540848646826e+01,4.400281393894148503e-07,2.560176219238049500e-01,2.054962935645245764e-03,2.343511056898316946e-06,7.125954144325115092e-01,7.821949015586360243e-03,7.716005061870145878e-08
7.745443711864963103e-03,2.057455814307983388e+01,7.656179183801445909e-01,1.843675745656550891e-05,2.218741799901412800e+07,2.165939655830910818e-03,7.857934533591391073e+02,5.167928420667630807e-07,2.679757324042724709e-01,2.478638330347289909e-03,4.037443825600260624e-06,7.172322887364288579e-01,1.068265144638156673e-02,1.409560116133350171e-07
1.198405649419307176e-02,1.933287660644063166e+01,7.208676911112911201e-01,2.901052682339733035e-05,1.143891830350367352e+07,2.623147829654283360e-03,6.726330835129246225e+03,6.107546377596467009e-07,2.806503900814075192e-01,3.001854063313752659e-03,6.955297704349460661e-06,7.213829353349722195e-01,1.462332182738628784e-02,2.574239096400137310e-07
1.855176319743928257e-02,1.819423971971399467e+01,6.787481112564022201e-01,4.587956218722782692e-05,5.898869126821819693e+06,3.188490472687545776e-03,5.765969093243663519e+04,7.260200976204384717e-07,2.940718554394015638e-01,3.648815736982598344e-03,1.198205513751296338e-05,7.250778248163460837e-01,2.005939770224644814e-02,4.700219632623023304e-07
2.872930557167426360e-02,1.714646322091030228e+01,6.391100599472554489e-01,7.289155175189751122e-05,3.043028192553769331e+06,3.888126432469051017e-03,4.947824112912371056e+05,8.676623341988235389e-07,3.082682450536172181e-01,4.449458775460274872e-03,2.064072496657182659e-05,7.283501685121395175e-01,2.756547526141565896e-02,8.579223002624637208e-07
4.449181602173560290e-02,1.617952212922392263e+01,6.018275997927513554e-01,1.162619495248019965e-04,1.570966385628239019e+06,4.754124523430707829e-03,4.245525115516477264e+06,1.041893953492391807e-06,3.232623334615845057e-01,5.440481797032725025e-03,3.554421880787353010e-05,7.312344255642412305e-01,3.793220367208272742e-02,1.564888817751145035e-06
6.883891981420245387e-02,1.528603086203597172e+01,5.668278872264045365e-01,1.859118769012450606e-04,8.127127690230325097e+05,5.824260176050762017e-03,3.630863333201484382e+07,1.256019162607742934e-06,3.390532503849940649e-01,6.665113905371735335e-03,6.112170177017685444e-05,7.337632222102623558e-01,5.222400063843748302e-02,2.848999707378944809e-06
1.061267063715684578e-01,1.446261422061168922e+01,5.341567289480497749e-01,2.970790304817544423e-04,4.229894414782323875e+05,7.137901254864536908e-03,3.064393676719259024e+08,1.517615331999940510e-06,3.555674157812052094e-01,8.168406539356723797e-03,1.046185925590922957e-04,7.359631557048240680e-01,7.178444415856087557e-02,5.158428983750377408e-06
1.621124000272392562e-01,1.371086847530480668e+01,5.040280890222063048e-01,4.713078613879474266e-04,2.233448410873268440e+05,8.725101407225687930e-03,2.489973332613066196e+09,1.832391951213788729e-06,3.725900587844047651e-01,9.984752218694768408e-03,1.770235151834915186e-04,7.378534521149799907e-01,9.809030621932271488e-02,9.218432788562493877e-06
2.438352311641331371e-01,1.303226907289417191e+01,4.766252388742189816e-01,7.369449040388669978e-04,1.207594652718719153e+05,1.060243069846849781e-02,1.879722268185682678e+10,2.203415925871374564e-06,3.898320486640683424e-01,1.213311324409602557e-02,2.938561935844225806e-04,7.394593248011742670e-01,1.326122611446807209e-01,1.612256489579039846e-05
3.604570211131775115e-01,1.242074041132807594e+01,4.517968914787401924e-01,1.132820277377699462e-03,6.704237784937776451e+04,1.279233356195426732e-02,1.296670784336739807e+11,2.634959487143865869e-06,4.071486065900080664e-01,1.463917437214292024e-02,4.774671338143383274e-04,7.408255179787840428e-01,1.771064439916507915e-01,2.752783827527566362e-05
5.248048567115630725e-01,1.186541081121449537e+01,4.291666869496684189e-01,1.715161571482120293e-03,3.809428482662526221e+04,1.533664091285744276e-02,8.252285353498615723e+11,3.135129627118952926e-06,4.245649930769335723e-01,1.755080568521090803e-02,7.613952144294586699e-04,7.420040691866519600e-01,2.339897203397322267e-01,4.601977149774662956e-05
7.551081385260398626e-01,1.135552440648980621e+01,4.083391739236015838e-01,2.566634347321886025e-03,2.203968029549578205e+04,1.829702456965008953e-02,4.937051914804130859e+12,3.715919354180536579e-06,4.421864696172705389e-01,2.093858261819521796e-02,1.196714654230833768e-03,7.430420013592904382e-01,3.065685093426246399e-01,7.568224991911460327e-05
1.077319127677835775e+00,1.088222938851490085e+01,3.889806621552756583e-01,3.809352206470337579e-03,1.291760231223762457e+04,2.175459407669371598e-02,2.827230473879219531e+13,4.393111353203089192e-06,4.601420837034300160e-01,2.489532457401421109e-02,1.861706668908979069e-03,7.439792594075932408e-01,3.992826216713081244e-01,1.230054574165062619e-04
1.528230874320281707e+00,1.043889968577521898e+01,3.708381225546116267e-01,5.623537118234001216e-03,7.638391194436740079e+03,2.580964335799882867e-02,1.572079253959979062e+14,5.186227893086799555e-06,4.785541977055136065e-01,2.953580500154221605e-02,2.876480204928311135e-03,7.448506547594323512e-01,5.179862331398505937e-01,1.983173707838650833e-04
