r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
8.911624047694980061e-04,3.154100676150234861e+01,1.051069748331562748e+00,1.576217765934480636e-06,7.243036727146331072e+08,1.103788515513209239e-03,0.000000000000000000e+00,2.278201270409100456e-07,2.013353083680866351e-01,1.365213965474595557e-03,1.732024000520543170e-07,6.842107330673707910e-01,2.001056417658309168e-03,4.300517072930099064e-09
1.006934486588914037e-03,3.087452313618603839e+01,1.033262197376585423e+00,1.773798399803638262e-06,6.001913523544563055e+08,1.154882105435751797e-03,4.275533848808093021e-03,2.359785560637626574e-07,2.037224278582442649e-01,1.428408754628616691e-03,2.020464360189487638e-07,6.862605904054674966e-01,2.175742038774474557e-03,5.101884634560608104e-09
1.122706568408329744e-03,3.029849855784714663e+01,1.017661299782008255e+00,1.971339329778517217e-06,5.077028922031515241e+08,1.202900860092840718e-03,1.099322296488146333e-02,2.436168579158565325e-07,2.058858032169169350e-01,1.487800452894362481e-03,2.317480428342118977e-07,6.880523884837836945e-01,2.344693172491113097e-03,5.940232572069292332e-09
1.830364805789382607e-03,2.790360663277648356e+01,9.505847646900715819e-01,3.180787294372234949e-06,2.398132251841791570e+08,1.451292248225848807e-03,1.610441440131922253e-01,2.827502871466421517e-07,2.160239524389933052e-01,1.795021797578434230e-03,4.285566938202534600e-07,6.956863205359448132e-01,3.288396940297746637e-03,1.174701563092585375e-08
2.798467987568367156e-03,2.604827557191282139e+01,8.960621805250247318e-01,4.846527761377274727e-06,1.252256835901556164e+08,1.718183058703527796e-03,1.366241609234067012e+00,3.242271641278504862e-07,2.254235659992604723e-01,2.125124037817407129e-03,7.300461010353463081e-07,7.017586079432676094e-01,4.424180704233087423e-03,2.120579524177504854e-08
4.327681312567172554e-03,2.433032454022040625e+01,8.434492960533008787e-01,7.508323399977506128e-06,6.436096795617290586e+07,2.053921658898042683e-03,1.153309064638346371e+01,3.757911780169429258e-07,2.356678866900968616e-01,2.540380238885353841e-03,1.260076915228703578e-06,7.074519103157961286e-01,6.015303476985272950e-03,3.883705052795975374e-08
6.685884488637814684e-03,2.277983404431699910e+01,7.941387954307758124e-01,1.168116232619668612e-05,3.317678715138808638e+07,2.465855621542312713e-03,9.844499003368375156e+01,4.383716482509480920e-07,2.465106070282120088e-01,3.049878200452537606e-03,2.169970453322967148e-06,7.125953853300517338e-01,8.192212823159615923e-03,7.093685226286968815e-08
1.033897871075211382e-02,2.136804460831438135e+01,7.476999154043896256e-01,1.828235782052544626e-05,1.709914647325019166e+07,2.974244764008671018e-03,8.410449975096986464e+02,5.148472538759934494e-07,2.580246484250736660e-01,3.678676151723140643e-03,3.737989662462334320e-06,7.172322393463511636e-01,1.118832678829153465e-02,1.295873849561775870e-07
1.599684752190545442e-02,2.007848051890981367e+01,7.039971639868614073e-01,2.876752200978564505e-05,8.815638881458170712e+06,3.602074989680798933e-03,7.199237563318132743e+03,6.084548418862654588e-07,2.702285892737761874e-01,4.455204064442122580e-03,6.438500842463125156e-06,7.213828465330949236e-01,1.531551295288298940e-02,2.366611360532591762e-07
2.476355132021392652e-02,1.889594632020405740e+01,6.628639010754400207e-01,4.549494132334979546e-05,4.546129872827894054e+06,4.378383462738009817e-03,6.171224783872055559e+04,7.232842922368738295e-07,2.831514565583008181e-01,5.415376374661525286e-03,1.108990245741058252e-05,7.250776496887173517e-01,2.100880403387032566e-02,4.321080499162400252e-07
