r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
7.802811351346786942e-04,3.099658784687530044e+01,1.062583130821932231e+00,1.582328271720435439e-06,8.165182049862703085e+08,9.539366982729992729e-04,0.000000000000000000e+00,2.282145211179424477e-07,2.048715284853707685e-01,1.134103201864256668e-03,1.794065059729286362e-07,6.842107346735009088e-01,1.958922709076878470e-03,4.470173415191948186e-09
8.816484851714212262e-04,3.034160818089618417e+01,1.044580516589411756e+00,1.780674864361269754e-06,6.766045573253211975e+08,9.980937539513395386e-04,4.143961042729737976e-03,2.363870738331430474e-07,2.073005749547225107e-01,1.186600037681943614e-03,2.092856457224552802e-07,6.862605922258893099e-01,2.129930196943213838e-03,5.303155101280056421e-09
9.830158352081637581e-04,2.977552617794459167e+01,1.028808727322901850e+00,1.978981599219491098e-06,5.723409532761149406e+08,1.039593418181767757e-03,1.065492387663220970e-02,2.440385989598230107e-07,2.095019474876671506e-01,1.235937590336355640e-03,2.400534562024029419e-07,6.880523905194885215e-01,2.295323941312535452e-03,6.174576046610346586e-09
1.602624978523837021e-03,2.742197171715569937e+01,9.609974381946917443e-01,3.193118221980662030e-06,2.703449834962458014e+08,1.254262860453889909e-03,1.560882665967436578e-01,2.832397755446174274e-07,2.198181615493478569e-01,1.491150857908492841e-03,4.439333920542244566e-07,6.956863239183426195e-01,3.219157341857047713e-03,1.221043795914385926e-08
2.450273603295169671e-03,2.559866506868062430e+01,9.058776193963680168e-01,4.865316111373459712e-06,1.411687656010092199e+08,1.484920203395497310e-03,1.324197556360182215e+00,3.247884542058698115e-07,2.293828677570757535e-01,1.765371601944400312e-03,7.562702735428170601e-07,7.017586127696978648e-01,4.331026268761887718e-03,2.204236753493873211e-08
3.789217378621136285e-03,2.391036697870606176e+01,8.526884125406513082e-01,7.537430816916577752e-06,7.255506904621309042e+07,1.775078504148053194e-03,1.117817712751396364e+01,3.764417392059647528e-07,2.398071186379176212e-01,2.110331030097977508e-03,1.305399872789794473e-06,7.074519184055618748e-01,5.888646874414932807e-03,4.036918002530322350e-08
5.854005763142263591e-03,2.238663884556527606e+01,8.028377596148112971e-01,1.172644733533433698e-05,3.740067837939923257e+07,2.131087838426541561e-03,9.541551422508422320e+01,4.391305622607430679e-07,2.508402805722654283e-01,2.533578533448823614e-03,2.248135100182379295e-06,7.125953987103855747e-01,8.019720214145185239e-03,7.373533155058008569e-08
9.052572691561974402e-03,2.099921724970520742e+01,7.558901660190483485e-01,1.835323863108259158e-05,1.927611169553519413e+07,2.570457709321697683e-03,8.151639062832219906e+02,5.157386184536621652e-07,2.625565595971866006e-01,3.055930570315613416e-03,3.872857519495097923e-06,7.172322621243303331e-01,1.095275091051322106e-02,1.346996873755666379e-07
1.400648498155208921e-02,1.973190974759583582e+01,7.117086144138120574e-01,2.887908014099760718e-05,9.937982630686800927e+06,3.113054213663525756e-03,6.977718362232095387e+03,6.095084944534196478e-07,2.749748745458945876e-01,3.701005273918551303e-03,6.671236592823423108e-06,7.213828876974683890e-01,1.499304660586481090e-02,2.459978524595967381e-07
2.168248400874491291e-02,1.856977945669899910e+01,6.701245001061573170e-01,4.567151797671315400e-05,5.124886420093069784e+06,3.783975862052417483e-03,5.981398271656653378e+04,7.245377416865167223e-07,2.881248157576318247e-01,4.498641417926225149e-03,1.149164128138030545e-05,7.250777314430457698e-01,2.056651303356525629e-02,4.491574195224781794e-07
3.357714086166464079e-02,1.750040389765750248e+01,6.309911036219056912e-01,7.256008132171571528e-05,2.643804780489716213e+06,4.614250492943648869e-03,5.132481577099900460e+05,8.658863311368321491e-07,3.020337133151951292e-01,5.485726954131202662e-03,1.979367510085302295e-05,7.283499633642758209e-01,2.826209871651151617e-02,8.198250406846849582e-07
