r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
5.693367563089079013e-04,2.974292693746636473e+01,1.090404235504264463e+00,1.596912326398224643e-06,1.085017176765157461e+09,6.748799550545202513e-04,0.000000000000000000e+00,2.291612750609576142e-07,2.135068401733820620e-01,7.482464940407815290e-04,1.950312404670963104e-07,6.842107385319973201e-01,1.862527231194364540e-03,4.899697019430296628e-09
6.433000442414453296e-04,2.911443801907956797e+01,1.071930267539126236e+00,1.797087046676037468e-06,8.990951612981191874e+08,7.061196719898161752e-04,3.847685015580683005e-03,2.373677320930092392e-07,2.160382706920523366e-01,7.828822962995303112e-04,2.275178377722028047e-07,6.862605965989658774e-01,2.025119712974771807e-03,5.812717049060685598e-09
7.172633321739826495e-04,2.857125128609110121e+01,1.055745533158362282e+00,1.997221541884637628e-06,7.605461367089610100e+08,7.354793688295720644e-04,9.893141006355811104e-03,2.450510000589150210e-07,2.183324308439325567e-01,8.154337005335956070e-04,2.609715498178660503e-07,6.880523954095807415e-01,2.182374694828194059e-03,6.767869832743255978e-09
1.169364819738477178e-03,2.631288668995613378e+01,9.861587737236149342e-01,3.222548669750233496e-06,3.592436152017927766e+08,8.873511965378355756e-04,1.449286060835071610e-01,2.844148060550984944e-07,2.290834723069404832e-01,9.838155909352649942e-04,4.826669717687538589e-07,6.956863320421073915e-01,3.060747735061723242e-03,1.338369694308136320e-08
1.787856533853701907e-03,2.456332428114677668e+01,9.295957892725283944e-01,4.910158580491772195e-06,1.875898829224359989e+08,1.050533929471417563e-03,1.229522629921733445e+00,3.261358462007350031e-07,2.390513281677758006e-01,1.164738000752107159e-03,8.223378913546157066e-07,7.017586243099553922e-01,4.117903167202249456e-03,2.416034017392080039e-08
2.764824869100511538e-03,2.294330953503585135e+01,8.750139490394263087e-01,7.606901944020288371e-06,9.641365035591155291e+07,1.255811763873856653e-03,1.037898157736311511e+01,3.780034282939172208e-07,2.499149614856585599e-01,1.392331691667850506e-03,1.419602683463285754e-06,7.074519377258219333e-01,5.598875911518387365e-03,4.424811350400009491e-08
4.271410502924634020e-03,2.148120851469220938e+01,8.238580660607114359e-01,1.183452955727428315e-05,4.969928772526655346e+07,1.507677199774825174e-03,8.859372159701860028e+01,4.409523519422181617e-07,2.614131739823036260e-01,1.671577545647508559e-03,2.445127334247918439e-06,7.125954305160380198e-01,7.625083332805412083e-03,8.082031573618841210e-08
6.605267379635059236e-03,2.014990020165927476e+01,7.756812154926839842e-01,1.852240943274893829e-05,2.561473126266945526e+07,1.818517934492467529e-03,7.568844620557174494e+02,5.178783449504225869e-07,2.736233079677520830e-01,2.016209932808492051e-03,4.212824903984517351e-06,7.172323158023372613e-01,1.041378844148081045e-02,1.476426323827724244e-07
1.021993958200754019e-02,1.893384481921845719e+01,7.303427037417634660e-01,2.914532848856853981e-05,1.320588254529520124e+07,2.202389780773259323e-03,6.478890583706615871e+03,6.120377345104941632e-07,2.865651106740754184e-01,2.441812680362848327e-03,7.258040107952618693e-06,7.213829833090164012e-01,1.425528849788754507e-02,2.696358125656372461e-07
1.582089509850027539e-02,1.781870210735681326e+01,6.876692104093472535e-01,4.609290348437086656e-05,6.810032164537679404e+06,2.677054319675676013e-03,5.553915028078517935e+04,7.275463239714953621e-07,3.002695372811290953e-01,2.968078239769669693e-03,1.250481787265559814e-05,7.250779175442784164e-01,1.955459710590422284e-02,4.923214136020716486e-07
2.450055531328255987e-02,1.679252730967573015e+01,6.475091691871370791e-01,7.323138946829557661e-05,3.513006357847755775e+06,3.264485456822145779e-03,4.766036708937418880e+05,8.694905206801281947e-07,3.147655105747922399e-01,3.619369310971698363e-03,2.154382837715435080e-05,7.283503690878525560e-01,2.687200602532341040e-02,8.986390695762382243e-07
3.794444839327620889e-02,1.584546424166117617e+01,6.097334165396360861e-01,1.168089986441392901e-04,1.813484114781833254e+06,3.991655128531016762e-03,4.090082018291881308e+06,1.044107195002759673e-06,3.300770606854965261e-01,4.425589963035654432e-03,3.710563152734585777e-05,7.312349085242281221e-01,3.697901876964335144e-02,1.639247578551233074e-06
5.871641715315539106e-02,1.497016908353992548e+01,5.742635382309853043e-01,1.868133811526041636e-04,9.379883684857010376e+05,4.890466425595585247e-03,3.499512772024679184e+07,1.258760233685515598e-06,3.462058865207224279e-01,5.422111487783681794e-03,6.382565768340500310e-05,7.337644555006814784e-01,5.091663213566474666e-02,2.984915895897560324e-06
9.055566964593150803e-02,1.416309033096929859e+01,5.411355669341327834e-01,2.986435673877459651e-04,4.879110575025803992e+05,5.994579082366023604e-03,2.957750061522080898e+08,1.521186078372755105e-06,3.630836825116403599e-01,6.646252786198438879e-03,1.093147280731009445e-04,7.359661909108553557e-01,7.000707383998046318e-02,5.407340627566138164e-06
1.384394499060565276e-01,1.342556691262436352e+01,5.105565536840094287e-01,4.742121080270471118e-04,2.573097213387101947e+05,7.330400121490624789e-03,2.411819214901945114e+09,1.837381520637818417e-06,3.805003938964103827e-01,8.127291601627695608e-03,1.851867108603556041e-04,7.378597272402179774e-01,9.571908270240442329e-02,9.673997484920486607e-06
2.084611320854767580e-01,1.275935832455020602e+01,4.827250523055158227e-01,7.424010495316321146e-04,1.388903290968737565e+05,8.912453456471366650e-03,1.830910646087030411e+10,2.210559989762615608e-06,3.981579688669450445e-01,9.881330749507314520e-03,3.078884146581348452e-04,7.394693131395592145e-01,1.295137679684245369e-01,1.694517820967368006e-05
3.084983458818573721e-01,1.215906811343583804e+01,4.575112236329283988e-01,1.142584780499027912e-03,7.698268683628000144e+04,1.075899649313377671e-02,1.270226567154682465e+11,2.644861182905758887e-06,4.158948775213988092e-01,1.192861240742297720e-02,5.010374692317432713e-04,7.408384480886305301e-01,1.731079678084229967e-01,2.897523701941406754e-05
4.495547098572545974e-01,1.161424080001963866e+01,4.345422036260331855e-01,1.731669460154658868e-03,4.368429913395673066e+04,1.290455304941812327e-02,8.121652796248078613e+11,3.148267856911123978e-06,4.337288001732865217e-01,1.430741349490865025e-02,8.000296375476050482e-04,7.420189959171032967e-01,2.288587464597892085e-01,4.849811950726590188e-05
6.472614055459947613e-01,1.111432383719087014e+01,4.134167805804984108e-01,2.593271854655138185e-03,2.524892504898115294e+04,1.540057176623611107e-02,4.875436680020344727e+12,3.732721112898477275e-06,4.517644069182210065e-01,1.707477566047830783e-02,1.258752182991199151e-03,7.430583036386471107e-01,2.999943211071557370e-01,7.982951978981516416e-05
9.238752180279268256e-01,1.065055834026342119e+01,3.937931515655740400e-01,3.850906720390540917e-03,1.478847991320142501e+04,1.831509710184296008e-02,2.798457621825762109e+13,4.414025140665241610e-06,4.701335941677624586e-01,2.030614050963089681e-02,1.959816412936651962e-03,7.439967621182539403e-01,3.908553193064095432e-01,1.298263754934889634e-04
1.310959688893648334e+00,1.021635837675852088e+01,3.754108407579605511e-01,5.686893118878877385e-03,8.740749854623365536e+03,2.173251725970638121e-02,1.558461513993106562e+14,5.211787450574143303e-06,4.889627381239113335e-01,2.409507012983131552e-02,3.030037315316308402e-03,7.448696276857966758e-01,5.071710326259596391e-01,2.093998794159594116e-04
1.853088919096861797e+00,9.807027477364909984e+00,3.580822269959057502e-01,8.369872468165085247e-03,5.197376879154482594e+03,2.575439862067306282e-02,8.509903035347872500e+14,6.149628299296864521e-06,5.083600976638180668e-01,2.855417223421694017e-02,4.664024003173550086e-03,7.457103222998734404e-01,6.564151430739713078e-01,3.359053067351414133e-04
2.613034174264314835e+00,9.419302980139645953e+00,3.416750875629504525e-01,1.229520096838362941e-02,3.102560394415559131e+03,3.050170313596176422e-02,4.588940956149449000e+15,7.255729289762176859e-06,5.284143792753623892e-01,3.381755860849706280e-02,7.160316041752192752e-03,7.465541023327858516e-01,8.482802289777591209e-01,5.369222228000467565e-04
3.679074494596505485e+00,9.050935973250945565e+00,3.260956076575684537e-01,1.804455260015946916e-02,1.856813248751567244e+03,3.611854971168627915e-02,2.455193568223292800e+16,8.563763523696059479e-06,5.491983768569501656e-01,4.004501539747713085e-02,1.097694337028702789e-02,7.474419670691134776e-01,1.095315409814583418e+00,8.562390531495332356e-04
5.175308027922358889e+00,8.700378878374683822e+00,3.112753345020093931e-01,2.647402257188052888e-02,1.113180472687757629e+03,4.277763688489508859e-02,1.307166361580691840e+17,1.011423912264595824e-05,5.707736493613395634e-01,4.742801528293514451e-02,1.681697340616119044e-02,7.484251724687664975e-01,1.413778105904438087e+00,1.363318846421500462e-03
7.276194059550673110e+00,8.366580224020234269e+00,2.971623356518638404e-01,3.884430177303205972e-02,6.681980146300260230e+02,5.068770143464704225e-02,6.938251298901152000e+17,1.195631443089375552e-05,5.931935986440706188e-01,5.619798692405468532e-02,2.576026406662534907e-02,7.495713228450038290e-01,1.824770244764692073e+00,2.168237700763115013e-03
1.022707121931717644e+01,8.048860686052616842e+00,2.837159254829921262e-01,5.701119091926867832e-02,4.015084060828268093e+02,6.010386051422754450e-02,3.675642722258803712e+18,1.415000328661969301e-05,6.164993587341897063e-01,6.663778138803043427e-02,3.946584787498612357e-02,7.509751746903174929e-01,2.355762907215156687e+00,3.445144016154015436e-03
1.437316668243624918e+01,7.746828439406992395e+00,2.709052259447274902e-01,8.368768700287952667e-02,2.415266170012685905e+02,7.134276591962797343e-02,1.944722437069436928e+19,1.676730247818746983e-05,6.406806211502754644e-01,7.909847384668776404e-02,6.047757493770924975e-02,7.527882701773810359e-01,3.042677742019655796e+00,5.468531195067075773e-03
2.020090127281137171e+01,7.460221239446038766e+00,2.587171732020049908e-01,1.226677578853847539e-01,1.455632076823321768e+02,8.480852565761332063e-02,1.027737509826089452e+20,1.988130276155056621e-05,6.654491693561759291e-01,9.402810309123849075e-02,9.264116552039645958e-02,7.553395282056709625e-01,3.932872660160718681e+00,8.665466534796677570e-03
2.839840123093553004e+01,7.188244405543922966e+00,2.472032138387331712e-01,1.779222781334100778e-01,8.822040045844877909e+01,1.010561211152595090e-01,5.418795553742338785e+20,2.347546210218534173e-05,6.890551982977131118e-01,1.120419828141805824e-01,1.413132797390531104e-01,7.597030897055496723e-01,5.090178507283598108e+00,1.366165761878255190e-02
3.995111130075576256e+01,6.927809278209553057e+00,2.366524566976142829e-01,2.452580762901881151e-01,5.460029331088863813e+01,1.210201211606268118e-01,2.831903506202435256e+21,2.697273376569214672e-05,7.036829206298035322e-01,1.341762793347659743e-01,2.109890709311282864e-01,7.699064187137834026e-01,6.606903735493712126e+00,2.113169582988818143e-02
5.623128454757225114e+01,6.682487842649567078e+00,2.276625090083382874e-01,2.931057006389251041e-01,3.565992960948590706e+01,1.466736951093540742e-01,1.429939960004024363e+22,2.850631369612214284e-05,6.940735372691969607e-01,1.626186661962936708e-01,2.973431175216659228e-01,7.942508249394089059e-01,8.629186871932684966e+00,3.112643234575986767e-02
5.693367563089078942e+01,6.674215102430256508e+00,2.273649001836930417e-01,2.940841087495904005e-01,3.515049237579009400e+01,1.477512966924275362e-01,1.515439051743784285e+22,2.850771474250769221e-05,6.932827386158513239e-01,1.638134143888702043e-01,3.007312077631518199e-01,7.954266166312340403e-01,8.714751685908023404e+00,3.153626941021166197e-02
