r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
2.604310220651234785e-04,2.685447434872996908e+01,1.162706284457693195e+00,1.633580036029110106e-06,2.198588764364086151e+09,2.861415366661181851e-04,0.000000000000000000e+00,2.316935519563709470e-07,2.364715209542588015e-01,2.899555109604784616e-04,2.398859657159951374e-07,6.842107483895454312e-01,1.643903191545334876e-03,6.148407822426117094e-09,9.868463465939085744e-01,1.216479523670986572e+12,6.083083268790055731e-03,0.000000000000000000e+00
2.942639591551932153e-04,2.628702048924351331e+01,1.143007352917483344e+00,1.838351094800586205e-06,1.821851825655915499e+09,2.993868272614164431e-04,3.198476213783458828e-03,2.399906926273634120e-07,2.392752308205529088e-01,3.033773477449123123e-04,2.798627350994017393e-07,6.862606077698618634e-01,1.787410518227857022e-03,7.294115280212485846e-09,9.868463465939085744e-01,1.322674173881468018e+12,6.321498646096358753e-03,1.827758008437846110e-14
3.280968962452628979e-04,2.579658478344359551e+01,1.125749448455835910e+00,2.043081005068085773e-06,1.541107582967341900e+09,3.118350104752730455e-04,8.223899828686900143e-03,2.477588629405346289e-07,2.418161496480660533e-01,3.159914525210219603e-04,3.210327807724203919e-07,6.880524079003536020e-01,1.926206862793906818e-03,8.492693217358762504e-09,9.868463465939085744e-01,1.425382722653286621e+12,6.540432694605925398e-03,3.750833386390359568e-14
5.349011342769524656e-04,2.375753898773787753e+01,1.051548561027191075e+00,3.296543668090541597e-06,7.279414568798820972e+08,3.762269702992107286e-04,1.204752218814087728e-01,2.875576525762810045e-07,2.537235677495262021e-01,3.812416913714630545e-04,5.939266694923393950e-07,6.956863527861423258e-01,2.701476229153380697e-03,1.679459482114970368e-08,9.868463465939085744e-01,1.999077885699432373e+12,7.602906560428204265e-03,1.744502322753612390e-13
8.178168793766427570e-04,2.217788439571583581e+01,9.912350533381569795e-01,5.022902841028388568e-06,3.801167040531156659e+08,4.454145938214871961e-04,1.022068119309064160e+00,3.297397049643802812e-07,2.647635556514291166e-01,4.513515152169653459e-04,1.012189098268705397e-06,7.017586534967091838e-01,3.634541939215972170e-03,3.031770673219106832e-08,9.868463465939085744e-01,2.689541494729642090e+12,8.639998558929084735e-03,4.017237692042250322e-13
1.264710361584065043e-03,2.071519552864217317e+01,9.330340113596145013e-01,7.781568149999590079e-06,1.953646628951233029e+08,5.324501320528807419e-04,8.627759700641425056e+00,3.821804612751949460e-07,2.767956788445348759e-01,5.395471482370357407e-04,1.747926599501809906e-06,7.074519864964491367e-01,4.941677919649583271e-03,5.552494200769554970e-08,9.868463465939085744e-01,3.656815092730461914e+12,9.827067181678013005e-03,8.377818127379804548e-13
1.953866403944689613e-03,1.939508456671653036e+01,8.784860797545649413e-01,1.210627173800054232e-05,1.007065021600126326e+08,6.392383578948546835e-04,7.364556504185267727e+01,4.458250533282481540e-07,2.895306410849325940e-01,6.477587520095506738e-04,3.011757928869737631e-06,7.125955100666547803e-01,6.730049750990691609e-03,1.014177621018389157e-07,9.868463465939085744e-01,4.980200633147454102e+12,1.114766413194190342e-02,1.656512535638633825e-12
3.021442610896703067e-03,1.819306308748211620e+01,8.271146422825826905e-01,1.894773556221591708e-05,5.190349306189117581e+07,7.710317415802831137e-04,6.291794117092798615e+02,5.236013422414790888e-07,3.030541213948627632e-01,7.813088068284310865e-04,5.191281665943108976e-06,7.172324477276539323e-01,9.191422547006848978e-03,1.852702866553171734e-07,9.868463465939085744e-01,6.801603269186978516e+12,1.262231175416452314e-02,3.202735604475537472e-12
4.674915002915177621e-03,1.709509674032288729e+01,7.787695019421673193e-01,2.981469124336357351e-05,2.675913529563184828e+07,9.337907205295785905e-04,5.385800257444306226e+03,6.188021827907764960e-07,3.173880543275684474e-01,9.462371966543211372e-04,8.948020919591340695e-06,7.213832112285410991e-01,1.258204009729102860e-02,3.383557107217868665e-07,9.868463465939085744e-01,9.310642027511232422e+12,1.426691056917258824e-02,6.126112319681088675e-12
7.237052204560834312e-03,1.608822533678172917e+01,7.332652487379873740e-01,4.715209768365161879e-05,1.379894618753319234e+07,1.135050099551993897e-03,4.617064924779644934e+04,7.355912230856716922e-07,3.325669667512524130e-01,1.150179157545254491e-03,1.542487883652888335e-05,7.250783416531005887e-01,1.725948356367232664e-02,6.178055892148317866e-07,9.868463465939085744e-01,1.277192504541975586e+13,1.610056785055639927e-02,1.166212392636695861e-11
