r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
2.423297976725780046e-04,2.660352772349881789e+01,1.169607476337782392e+00,1.636991830425013992e-06,2.346471473283378601e+09,2.644115294971659887e-04,0.000000000000000000e+00,2.319399381554086663e-07,2.387021174026972281e-01,2.666509513246331136e-04,2.445005757911938556e-07,6.842107493181330824e-01,1.625147250526700476e-03,6.278033286772271825e-09,9.916016732123308364e-01,1.128006486160901611e+12,6.153288569241378674e-03,0.000000000000000000e+00
2.738111808573793636e-04,2.604137654474137165e+01,1.149791622681985981e+00,1.842190561440467592e-06,1.944394244034732103e+09,2.766509534008503219e-04,3.144337204976564888e-03,2.402459021872603578e-07,2.415322742009670398e-01,2.789940364911135898e-04,2.852483347878486723e-07,6.862606088220816192e-01,1.767017245618139609e-03,7.447895429150921442e-09,9.916016732123308364e-01,1.226477732137470215e+12,6.394455514726011224e-03,1.837352457121754960e-14
3.052925640421806142e-04,2.555552380911748145e+01,1.132431284712297259e+00,2.047348058030446939e-06,1.644766425149610043e+09,2.881538034304116950e-04,8.084697983974100180e-03,2.480223333514732106e-07,2.440971610964909333e-01,2.905943094034186603e-04,3.272127196618495152e-07,6.880524090768408429e-01,1.904230008084135386e-03,8.671742706529440031e-09,9.916016732123308364e-01,1.321716416506247314e+12,6.615916295948385054e-03,3.770522633475085229e-14
4.977229005724852131e-04,2.353553226836711332e+01,1.057789981243510757e+00,3.303428628229175438e-06,7.769046637034466267e+08,3.476557441773912502e-04,1.184359978586676659e-01,2.878634461347556278e-07,2.561168999263155333e-01,3.506001992222819116e-04,6.053784973279568494e-07,6.956863547396056058e-01,2.670654022973765855e-03,1.714867137453048826e-08,9.916016732123308364e-01,1.853687448463377930e+12,7.690652243923189017e-03,1.753659740531076755e-13
7.609746076189217393e-04,2.197063914378855287e+01,9.971184884632180445e-01,5.033393266039795180e-06,4.056843409220726490e+08,4.115891557802260864e-04,1.004768013069212262e+00,3.300903541025054128e-07,2.672610256666236306e-01,4.150750920446388305e-04,1.031736742852871850e-06,7.017586562272402073e-01,3.593073969527499096e-03,3.095688696617247291e-08,9.916016732123308364e-01,2.493934467519395996e+12,8.739713330778031350e-03,4.038325230209033885e-13
1.176806817655732260e-03,2.052161863727697622e+01,9.385719957267487645e-01,7.797820168000763608e-06,2.085053954967292845e+08,4.920150907206114138e-04,8.481721258040437306e+00,3.825868790015512294e-07,2.794066461444014715e-01,4.961821909060621857e-04,1.781744747776533793e-06,7.074519910552645729e-01,4.885296339617144212e-03,5.669556026599400685e-08,9.916016732123308364e-01,3.390859478192072754e+12,9.940481996946571447e-03,8.421795660112488202e-13
1.818063181178913206e-03,1.921384368406308596e+01,8.837002954744562766e-01,1.213155623688695709e-05,1.074802797587418109e+08,5.906936697626585190e-04,7.239900179810823033e+01,4.462991571987435015e-07,2.922617357519152193e-01,5.956965238361127757e-04,3.070147300523870077e-06,7.125955174603906261e-01,6.653264017171640725e-03,1.035559290054075227e-07,9.916016732123308364e-01,4.617996900329029297e+12,1.127632006717439392e-02,1.665208086033495245e-12
2.811437827057986730e-03,1.802305460718790187e+01,8.320239382450873578e-01,1.898731006528401170e-05,5.539465010603416711e+07,7.124784983710956985e-04,6.185297189586599416e+02,5.241581734727694210e-07,3.059127830390421243e-01,7.185128036976731183e-04,5.292157159922824655e-06,7.172324598527005657e-01,9.086554516269801374e-03,1.891763122202826370e-07,9.916016732123308364e-01,6.306931527518572266e+12,1.276798687538271276e-02,3.219548085595648532e-12
4.349986974538453538e-03,1.693534794074042082e+01,7.833918229533549660e-01,2.987697015294967781e-05,2.855901079992564395e+07,8.628774320700547144e-04,5.294642541892209010e+03,6.194603239991737461e-07,3.203819340664470494e-01,8.701855345551514362e-04,9.122347078725663911e-06,7.213832317528809934e-01,1.243848958629370678e-02,3.454893229812471517e-07,9.916016732123308364e-01,8.633492704637605469e+12,1.443156699828177653e-02,6.158273035726220136e-12
6.734049777301699333e-03,1.593788370388834430e+01,7.376173955313422015e-01,4.725063602953222692e-05,1.472707299257141724e+07,1.048853346717569567e-03,4.538931385232313914e+04,7.363738569996914525e-07,3.357040591229987769e-01,1.057736564037623991e-03,1.572627535529566125e-05,7.250783786352091864e-01,1.706257835299859402e-02,6.308316405219210141e-07,9.916016732123308364e-01,1.184304932772908398e+13,1.628639050779458197e-02,1.172336283227509656e-11
1.042897344693135414e-02,1.501993356503335342e+01,6.945359139885098898e-01,7.507453107795130276e-05,7.596535487182158977e+06,1.279033262750746023e-03,3.895636636187877739e+05,8.800579277505869218e-07,3.519124832442125372e-01,1.289865978752607239e-03,2.711334391897690126e-05,7.283513192912820511e-01,2.344827040497292348e-02,1.151536992029342539e-06,9.916016732123308364e-01,1.627532588046526172e+13,1.835371266108343918e-02,2.227444863583098933e-11
