r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
5.738627348285698648e-01,1.092963677922507237e+01,4.174272590796953564e-01,2.614180324737920384e-03,2.807777271846725125e+04,1.346157680145232231e-02,4.827129321100662109e+12,3.745879621309046831e-06,4.593838632573006842e-01,1.462053453234086510e-02,1.309483311271163099e-03,7.430709762651465100e-01,2.949545346354798259e-01,8.322127994100257046e-05,9.207308236012227143e-01,3.916696964010833750e+14,3.869740656261222433e-02,2.577719100958058566e-09
8.194075951707581185e-01,1.047316562416647301e+01,3.975935991290476812e-01,3.883579489244145481e-03,1.643641168714350351e+04,1.601214575596648232e-02,2.775889378883866406e+13,4.430424799714699965e-06,4.780828598762669190e-01,1.739069155232441169e-02,2.040145296379009595e-03,7.440104141204006982e-01,3.843951140917153397e-01,1.354093372294829358e-04,9.207308236012227143e-01,5.104377114270401250e+14,4.239855351373872372e-02,4.348966755746201126e-09
1.163003842730873760e+00,1.004595399717080184e+01,3.790215127654302241e-01,5.736764567370308820e-03,9.711275014724331413e+03,1.900229602907496651e-02,1.547786489051626562e+14,5.231847559539811424e-06,4.972443826403507017e-01,2.063827509841795194e-02,3.155897303814969232e-03,7.448844686105968727e-01,4.988807122105587410e-01,2.184760556508555602e-04,9.207308236012227143e-01,6.624629702111442500e+14,4.636746471864575808e-02,7.274615704953464935e-09
1.644203871033036224e+00,9.643320417511915821e+00,3.615187421691435921e-01,8.444846452025424680e-03,5.773149128609936270e+03,2.252087882015296402e-02,8.458212273585930000e+14,6.173874655444767206e-06,5.169798518830588385e-01,2.445978590362363203e-02,4.859920480296658560e-03,7.457269040822946948e-01,6.457636559559742917e-01,3.505373346767553795e-04,9.207308236012227143e-01,8.575086170067170000e+14,5.064201544846270303e-02,1.210111571633076126e-08
2.318713509205706735e+00,9.262012093417212100e+00,3.449497557847148177e-01,1.240685161747672946e-02,3.445783966658078498e+03,2.667376383439188856e-02,4.563289485508571000e+15,7.284828953270119235e-06,5.373806821308381165e-01,2.897020839387532895e-02,7.464074179409382545e-03,7.465733397368259361e-01,8.345815813488685064e-01,5.603818167794349806e-04,9.207308236012227143e-01,1.108239664776888750e+15,5.525953300435879761e-02,2.006059581156794911e-08
3.264879728963202332e+00,8.899789410072132867e+00,3.292184931996768316e-01,1.820988795603117189e-02,2.062054964971108802e+03,3.158711286214917896e-02,2.442200583522922000e+16,8.598559724934512122e-06,5.585218454212952377e-01,3.430656610213568547e-02,1.144711168367109309e-02,7.474652056161471547e-01,1.077684554928168614e+00,8.937174226631104928e-04,9.207308236012227143e-01,1.431055748868215000e+15,6.025657501408859806e-02,3.318729488689075664e-08
4.592841847505901853e+00,8.555114514772634848e+00,3.142550086497998274e-01,2.671808276935255452e-02,1.236169650534517814e+03,3.741212701843808081e-02,1.300485196731213280e+17,1.015579341124940478e-05,5.804666172859994644e-01,4.063307761557206910e-02,1.754440989278838528e-02,7.484543211854448597e-01,1.391073394580243150e+00,1.423050690296818110e-03,9.207308236012227143e-01,1.847204332017514250e+15,6.566899357692290717e-02,5.484131911004809576e-08
6.457438445314163111e+00,8.226945799267234349e+00,3.000063805315587584e-01,3.920398217562449938e-02,7.420090311274090027e+02,4.433159615327424141e-02,6.903540378709360640e+17,1.200596108933907375e-05,6.032696807325073074e-01,4.814826984925039965e-02,2.688633438123996106e-02,7.496090956143852679e-01,1.795518650309317898e+00,2.263276109508661517e-03,9.207308236012227143e-01,2.384266597285059000e+15,7.153181891352379529e-02,9.057714377942054762e-08
9.076420002309536272e+00,7.914613222059631248e+00,2.864312847512423543e-01,5.754073345228202102e-02,4.458602411811719435e+02,5.256900015783193270e-02,3.657485804027044352e+18,1.420940739644352932e-05,6.269726037595100276e-01,5.709486291793796492e-02,4.121106434433037535e-02,7.510256135629762575e-01,2.318063077555768459e+00,3.596151199870223792e-03,9.207308236012227143e-01,3.078152580182832500e+15,7.787862025716837944e-02,1.495876174708315648e-07
1.275620178821126238e+01,7.617732299238658022e+00,2.734985578479310897e-01,8.446542055196791521e-02,2.682126351706454557e+02,6.240188570254830841e-02,1.935178115121912218e+19,1.683842217402975095e-05,6.515619839315529571e-01,6.777429852785633868e-02,6.318625595808560758e-02,7.528583653389395725e-01,2.994074800703235173e+00,5.708106225130905355e-03,9.207308236012227143e-01,3.975827561501435000e+15,8.473984173808113418e-02,2.471175090994283491e-07
1.792854634798754176e+01,7.336041783332757582e+00,2.611956926221040143e-01,1.237953472124659338e-01,1.616590058742995097e+02,7.418490254393517169e-02,1.022691500506081526e+20,1.996558803888272344e-05,6.767284985408591469e-01,8.057175956570925002e-02,9.684604767221299815e-02,7.554459818770262736e-01,3.870199952686054878e+00,9.044453825504901456e-03,9.207308236012227143e-01,5.139232873138867000e+15,9.213838357612331997e-02,4.085608839105995147e-07
2.520437645137823779e+01,7.068727497023293616e+00,2.495779455401617442e-01,1.794491048849032044e-01,9.800360365848739264e+01,8.840680308082993211e-02,5.391685371227104870e+20,2.356851912585122193e-05,7.006134986396574948e-01,9.601807696091617383e-02,1.477860964939426702e-01,7.599024781300562914e-01,5.009379345503733205e+00,1.425543253384263173e-02,9.207308236012227143e-01,6.651947527560727000e+15,1.000739289700896539e-01,6.768498507066376741e-07
3.545888070044669860e+01,6.812696188888732074e+00,2.389474388456258314e-01,2.467503024455361127e-01,6.071555438721352260e+01,1.058967580628658728e-01,2.816453156913836720e+21,2.704281217350467461e-05,7.150167894796155554e-01,1.150138078886894788e-01,2.205168098249484510e-01,7.703836289764843803e-01,6.502898007790331114e+00,2.203021086105192566e-02,9.207308236012227143e-01,8.635188781166390000e+15,1.084543545224335714e-01,1.128639733619375172e-06
4.990567554651063631e+01,6.572180416446617102e+00,2.299054255808426761e-01,2.936157142511458540e-01,3.972054604491069796e+01,1.284050699651362870e-01,1.419852475462750673e+22,2.850758680439784503e-05,7.045840073975241369e-01,1.394599449412478320e-01,3.101281574658989459e-01,7.951557065646575051e-01,8.495112884262747244e+00,3.240039084844468370e-02,9.207308236012227143e-01,1.128064801032520400e+16,1.168448831398276599e-01,1.915095070055939114e-06
5.027720031487137220e+01,6.567341637752519112e+00,2.297261275756810328e-01,2.941887338307618283e-01,3.938112301039891605e+01,1.289691763987773909e-01,1.469952608163070162e+22,2.850771460330738186e-05,7.040997378705236009e-01,1.400726174174822258e-01,3.122256729153347621e-01,7.958626055558908341e-01,8.545384431716025020e+00,3.265416134750087629e-02,9.207308236012227143e-01,1.134740352487585000e+16,1.170222367396977214e-01,1.937783969145069297e-06
