r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
6.513522968887395116e-04,3.027181932158366351e+01,1.078436354897706284e+00,1.590669677931938982e-06,9.609781299719448090e+08,7.823424075343217172e-04,0.000000000000000000e+00,2.287550899223163004e-07,2.097765672020197036e-01,8.905212795663308267e-04,1.881989210200136494e-07,6.842107368760493857e-01,1.903086463617051013e-03,4.711492651826862968e-09,8.785218562270735720e-01,3.181078624771944824e+12,5.254622000197387705e-03,0.000000000000000000e+00
7.359703317286379019e-04,2.963215453058527871e+01,1.060165150454652316e+00,1.790061875214648844e-06,7.963106989891664982e+08,8.185564852189408875e-04,3.971532651316114597e-03,2.369470010104233371e-07,2.122637699653676380e-01,9.317428808593769193e-04,2.195452342059694813e-07,6.862605947222135683e-01,2.069219632117199042e-03,5.589442278693313030e-09,8.785218562270735720e-01,3.458776291843261230e+12,5.460567354216941741e-03,1.711018417116640256e-14
8.205883665685361839e-04,2.907930877912284018e+01,1.044158053801133468e+00,1.989414004643506961e-06,6.736005837610937357e+08,8.525911835082827708e-04,1.021157719013550229e-02,2.446166503694786306e-07,2.145178478179423365e-01,9.704837477462957204e-04,2.518243391878688946e-07,6.880523933109697898e-01,2.229899068815538368e-03,6.507906280927007758e-09,8.785218562270735720e-01,3.727357846750656738e+12,5.649684561902511802e-03,3.511266243722677058e-14
1.337817121534912819e-03,2.678078564093459235e+01,9.753350532753488622e-01,3.209951079898990653e-06,3.181749232829987407e+08,1.028645855472235492e-03,1.495935047245457450e-01,2.839106835895124801e-07,2.250810529912266045e-01,1.170882486509657256e-03,4.657282778700587690e-07,6.956863285559652388e-01,3.127399949590047544e-03,1.286961002793228805e-08,8.785218562270735720e-01,5.227563392913528320e+12,6.567459087879668270e-03,1.633080266261006012e-13
2.045405436072398383e-03,2.500011213320844305e+01,9.193928792012288076e-01,4.890963938537112593e-06,1.661446187081074715e+08,1.217812504097129898e-03,1.269098110161788417e+00,3.255577756899464921e-07,2.348747567105629042e-01,1.386206268478264430e-03,7.934439966741331208e-07,7.017586193662512795e-01,4.207576559790155400e-03,2.323230811015243743e-08,8.785218562270735720e-01,7.033118101739208984e+12,7.463309120020008257e-03,3.760656744151465114e-13
3.163110457008313798e-03,2.335129012029732110e+01,8.654101118079748911e-01,7.577165107320505209e-06,8.539164991840654612e+07,1.455777109181656667e-03,1.071305683939382014e+01,3.773334181723024518e-07,2.455485860715282131e-01,1.657075574002997301e-03,1.369654099762805929e-06,7.074519294527972235e-01,5.720799560620509587e-03,4.254848125033942557e-08,8.785218562270735720e-01,9.562525690139423828e+12,8.488709614049346625e-03,7.842724835815575620e-13
4.886726331166574289e-03,2.186318994456905784e+01,8.148157029101833482e-01,1.178826543209180083e-05,4.401767262664898485e+07,1.747747510805716317e-03,9.144533057167670620e+01,4.401707516015598094e-07,2.568459065734033930e-01,1.989418360416945596e-03,2.358962932690805333e-06,7.125954169209732791e-01,7.791130249996408401e-03,7.771588845482602404e-08,8.785218562270735720e-01,1.302315915482486523e+13,9.629452702488421750e-03,1.550709905454880219e-12
7.556784228349417917e-03,2.050820861581204468e+01,7.671676442130623830e-01,1.844999680165778895e-05,2.268646569766435772e+07,2.108083791420588098e-03,7.812461603792698952e+02,5.169603427552885999e-07,2.688427058412412585e-01,2.399580359302645478e-03,4.064110712983424392e-06,7.172322929342299647e-01,1.064056171784335918e-02,1.419714236739103651e-07,8.785218562270735720e-01,1.778608806447236719e+13,1.090326374992328651e-02,2.998169461638649750e-12
1.169215673395109303e-02,1.927053095140453109e+01,7.223268219792647882e-01,2.903136345096096456e-05,1.169620427623479068e+07,2.553079342355902941e-03,6.687409424671783199e+03,6.109526298498161477e-07,2.815583737353347660e-01,2.906107940581506132e-03,7.001326656419696692e-06,7.213829428062354943e-01,1.456570733955546426e-02,2.592783769194355913e-07,8.785218562270735720e-01,2.434711252397800781e+13,1.232386975541110812e-02,5.734788122248545827e-12
1.809990078163620925e-02,1.813556479449935566e+01,6.801219392381822049e-01,4.591253970858987551e-05,6.031542814237399027e+06,3.103321513116002843e-03,5.732614282572241791e+04,7.262556121472510237e-07,2.950232776200599205e-01,3.532435182026797717e-03,1.206152951973047749e-05,7.250778393424522905e-01,1.998037305763680077e-02,4.734083043070851683e-07,8.785218562270735720e-01,3.339792430020005469e+13,1.390774286184202208e-02,1.091692829843582432e-11
