r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
3.664560863291124542e-04,2.807747476595423564e+01,1.130542990306684148e+00,1.617492705048583565e-06,1.614848124166774273e+09,4.161280887931716383e-04,0.000000000000000000e+00,2.305418774477405351e-07,2.261712788065165236e-01,4.341796871071471986e-04,2.191709168868939048e-07,6.842107440371625326e-01,1.735864073965693319e-03,5.569058762168107032e-09,9.584236691627612270e-01,1.740173209715287842e+12,5.760819726601263888e-03,0.000000000000000000e+00
4.140628791820234961e-04,2.748417803739603471e+01,1.111388979194066540e+00,1.820247198870507258e-06,1.338137466975703716e+09,4.353903650294341601e-04,3.467921813388417495e-03,2.387977753877064316e-07,2.288528644747840624e-01,4.542775591193119939e-04,2.556876439292351208e-07,6.862606028378124279e-01,1.887399281366932682e-03,6.606809083859745397e-09,9.584236691627612270e-01,1.892084590452520508e+12,5.986604574377002094e-03,1.783028973374812558e-14
4.616696720349344838e-04,2.697140700642601985e+01,1.094608470396428501e+00,2.022960949328030931e-06,1.131932776428562641e+09,4.534934289839772097e-04,8.916696489403689446e-03,2.465273322902519143e-07,2.312831057732777917e-01,4.731659323273287843e-04,2.932930205341921255e-07,6.880524023857039762e-01,2.033959971451319241e-03,7.692448034149427835e-09,9.584236691627612270e-01,2.039009105054390869e+12,6.193940156071463254e-03,3.659042700759415942e-14
7.526667685846754295e-04,2.483949938442339089e+01,1.022460160408407148e+00,3.264079627189525011e-06,5.346679240440466404e+08,5.471369530506452802e-04,1.306242791879202170e-01,2.861282922994925132e-07,2.426718595998994532e-01,5.708717038766386457e-04,5.425320306692662817e-07,6.956863436286861990e-01,2.852598333100185481e-03,1.521208230775428116e-08,9.584236691627612270e-01,2.859679667198144531e+12,7.200127358557500273e-03,1.701810712959521653e-13
1.150761528436611671e-03,2.318790407660543096e+01,9.638150580368203268e-01,4.973438248780999465e-06,2.791930252999423146e+08,6.477547066046593924e-04,1.108169392588781887e+00,3.281006774602697632e-07,2.532309692474669638e-01,6.758542463486014954e-04,9.244762221435922385e-07,7.017586406573925739e-01,3.837860504574179543e-03,2.746094919293002498e-08,9.584236691627612270e-01,3.847387668682389648e+12,8.182277604744037786e-03,3.918928177550653727e-13
1.779591499862126589e-03,2.165860180817459124e+01,9.072240040246515314e-01,7.704936399358348431e-06,1.434939677677236795e+08,7.743281715032982338e-04,9.354581494074585279e+00,3.802807561479792539e-07,2.647389951285768483e-01,8.079184565419997603e-04,1.596209947533980413e-06,7.074519650537008930e-01,5.218118300608956886e-03,5.029297082056125799e-08,9.584236691627612270e-01,5.231071837957878906e+12,9.306458879348404947e-03,8.172796078839351571e-13
2.749312280918991477e-03,2.027837075320709914e+01,8.541850109895576804e-01,1.198704976541306892e-05,7.396822462430222332e+07,9.296274114349608979e-04,7.984960775421015455e+01,4.436089630749604407e-07,2.769192440451996862e-01,9.699545632538942403e-04,2.749866511872029196e-06,7.125954752018576199e-01,7.106532164503304681e-03,9.186141979023441418e-08,9.584236691627612270e-01,7.124173529553128906e+12,1.055709444676110505e-02,1.615974093197190077e-12
4.251511975204539003e-03,1.902160774622746686e+01,8.042346686995746063e-01,1.876113232848840279e-05,3.812277295102736354e+07,1.121290827429210265e-03,6.821819334155396746e+02,5.209985533288443541e-07,2.898536563788859932e-01,1.169932320649721665e-03,4.738941807744507437e-06,7.172323902652473215e-01,9.705592824724568884e-03,1.678126556542911174e-07,9.584236691627612270e-01,9.729686138042863281e+12,1.195361874242706693e-02,3.124356059970076555e-12
6.578126548209601090e-03,1.787364076675275015e+01,7.572269999389371620e-01,2.952102708442749872e-05,1.965444505651588365e+07,1.357986005005546587e-03,5.839479862971385955e+03,6.157258048071411839e-07,3.035631880175601593e-01,1.416895313313606226e-03,8.166537642894380010e-06,7.213831130580141693e-01,1.328586969442268652e-02,3.064726383291537255e-07,9.584236691627612270e-01,1.331885074226124023e+13,1.351108718124437516e-02,5.976178374474364645e-12
1.018329181531975672e-02,1.682092445179001317e+01,7.129819472366620836e-01,4.668743530173013610e-05,1.013532444835914485e+07,1.650668316227764561e-03,5.005913317879204260e+04,7.319327615065102178e-07,3.180807726983388983e-01,1.722274156344364088e-03,1.407418094056916439e-05,7.250781621288803214e-01,1.822490326093356011e-02,5.595865662876075828e-07,9.584236691627612270e-01,1.827014504187276172e+13,1.524758343008518480e-02,1.137661912288711853e-11
1.577047358253224132e-02,1.585215611169319416e+01,6.713411675608648155e-01,7.417809805650685034e-05,5.228171927175087854e+06,2.012902845769291849e-03,4.296152759691698593e+05,8.747427671225374921e-07,3.334375848653214347e-01,2.100222386544021297e-03,2.425613924637904810e-05,7.283508828644478239e-01,2.504522882894677852e-02,1.021456369466253415e-06,9.584236691627612270e-01,2.510740149126648828e+13,1.718295260121381271e-02,2.161498807856321122e-11
2.442632617508809501e-02,1.495794560851976485e+01,6.321668569287843820e-01,1.183311090413074259e-04,2.698501968688618392e+06,2.461389455863210052e-03,3.687996308745786082e+06,1.050457146770124812e-06,3.496610384890831980e-01,2.568164304637193460e-03,4.179705482631524728e-05,7.312361145791543837e-01,3.446755469707871167e-02,1.863525697608553541e-06,9.584236691627612270e-01,3.455311748645482031e+13,1.933863157139412842e-02,4.103389255824839870e-11
3.781003892880530071e-02,1.413110674474441275e+01,5.953661075716014661e-01,1.893126773953564344e-04,1.395079551372401882e+06,3.016077749165124722e-03,3.158900555995543301e+07,1.266591863766015830e-06,3.667595677193652981e-01,3.146914925212399971e-03,7.195280673212320712e-05,7.337674941322304134e-01,4.746965311015533678e-02,3.394779235223000316e-06,9.584236691627612270e-01,4.758749250916455469e+13,2.173547458723550443e-02,7.780894178649360480e-11
5.836731810369487350e-02,1.336769484487664172e+01,5.609488733448158015e-01,3.029478610784762881e-04,7.246526202308232896e+05,3.698658062536896302e-03,2.679108903922960162e+08,1.531290424998656767e-06,3.846790629851981058e-01,3.859105509954578826e-03,1.234334544414928412e-04,7.359737056278876643e-01,6.531278310311885993e-02,6.157718274748361594e-06,9.584236691627612270e-01,6.547491656321875000e+13,2.438650759116766861e-02,1.469616826140855523e-10
8.941722085841824486e-02,1.266832111361557622e+01,5.290989642359120726e-01,4.821500190195286109e-04,3.809603796581226052e+05,4.527390498839284176e-03,2.204150685438245773e+09,1.851342917158872146e-06,4.032249734673828412e-01,4.723788283311307172e-03,2.097534969189876974e-04,7.378756588115684689e-01,8.943876440872955413e-02,1.104799585561744788e-05,9.584236691627612270e-01,8.966078857691959375e+13,2.728182618413451874e-02,2.745291951665153491e-10
1.350525151924723555e-01,1.203525664609110990e+01,5.000494103345931585e-01,7.573579865050445977e-04,2.046990844851487782e+05,5.512569346036969194e-03,1.698462512198144913e+10,2.230485975728666149e-06,4.220795384895298930e-01,5.751704098514719664e-03,3.502406805582889034e-04,7.394954692860882250e-01,1.212884932117015840e-01,1.943226486605503225e-05,9.584236691627612270e-01,1.215895816378932500e+14,3.038513266915887981e-02,5.023488024223481285e-10
2.004700983936058001e-01,1.146488436256640853e+01,4.737341086770327503e-01,1.169548853252990470e-03,1.129418740551007504e+05,6.664584964845661139e-03,1.197289158402582550e+11,2.672541184225701810e-06,4.410321143689953094e-01,6.953694049175103940e-03,5.724550296530307161e-04,7.408730433698160756e-01,1.624810009192783622e-01,3.336614765239162084e-05,9.584236691627612270e-01,1.628843462619189375e+14,3.366860159918658862e-02,8.963761115171608105e-10
2.928708406002130116e-01,1.094794354573424755e+01,4.497956641719952353e-01,1.777563253341374371e-03,6.384717672029388632e+04,8.003622565197505284e-03,7.757410310321262207e+11,3.185113778808245202e-06,4.600748874723739057e-01,8.350818977779559879e-03,9.175321137990877576e-04,7.420594801392743634e-01,2.152150292076526472e-01,5.604023774581935453e-05,9.584236691627612270e-01,2.157492823154377500e+14,3.713484352521959769e-02,1.563017206481890660e-09
