r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
4.224694788657697431e-01,1.047446576396635365e+01,4.278184463610802957e-01,2.667712453772858733e-03,3.679835073376020591e+04,9.560771811978627591e-03,4.702582087488326172e+12,3.779975689620150119e-06,4.793090318841692898e-01,9.975517216024638867e-03,1.448050638141909745e-03,7.431029393093515623e-01,2.825110084861132687e-01,9.248207256988770747e-05,9.584236691627612270e-01,2.832123181707709375e+14,4.080731537503060752e-02,2.676033910808602712e-09
6.038143944286927800e-01,1.003596295473592548e+01,4.074380844971853266e-01,3.967460452512763282e-03,2.151055527464314582e+04,1.137783528505946842e-02,2.717533901731241016e+13,4.472971202374868542e-06,4.988738534103977496e-01,1.187140473586036256e-02,2.260007368588435022e-03,7.440450339077246955e-01,3.684450970034122697e-01,1.506733353829506448e-04,9.584236691627612270e-01,3.693597307947741875e+14,4.472071528795947687e-02,4.521196507593656350e-09
8.575549851222493691e-01,9.625965651895510788e+00,3.883727021132384882e-01,5.865035624421918031e-03,1.269724353182976120e+04,1.350712201111302184e-02,1.520151488535539688e+14,5.283936224886891392e-06,5.189071779501240878e-01,1.409305972473768112e-02,3.500987400325564474e-03,7.449222733932275853e-01,4.784137232837242792e-01,2.433131882045839632e-04,9.584236691627612270e-01,4.796013448890200625e+14,4.891436364426375583e-02,7.569830382949602137e-09
1.212872774003955545e+00,9.239831055785906244e+00,3.704177912502421566e-01,8.637914054305147193e-03,7.543692921873166597e+03,1.601186140132625224e-02,8.324369308298758750e+14,6.236870921327217538e-06,5.395288016201499337e-01,1.670645447989983767e-02,5.397897689009690907e-03,7.457693103088747222e-01,6.194692657613807274e-01,3.906017983830043167e-04,9.584236691627612270e-01,6.210070458208348750e+14,5.342856918729216309e-02,1.259989016083760381e-08
1.710879841436581339e+00,8.874330750545890822e+00,3.534290221567348289e-01,1.269458858729730424e-02,4.500886759677690861e+03,1.896749542159359425e-02,4.496882853993107000e+15,7.360464564688702028e-06,5.608373819895594581e-01,1.979030363280030735e-02,8.299550656066852911e-03,7.466227075047612294e-01,8.007666509470695582e-01,6.246410546024111325e-04,9.584236691627612270e-01,8.027544864316740000e+14,5.830309262643007528e-02,2.089560157479207386e-08
2.409406909836762090e+00,8.527247566270792944e+00,3.373043460622396350e-01,1.863618795440378714e-02,2.692868168260150469e+03,2.246397500920305212e-02,2.408574156634262800e+16,8.689025141358310800e-06,5.829137361959493280e-01,2.343846018413405646e-02,1.274234801563605551e-02,7.475250156497721399e-01,1.034164460264942464e+00,9.963989162157544256e-04,9.584236691627612270e-01,1.036731686071112250e+15,6.357679101776536612e-02,3.457737047894151007e-08
3.389758128784213564e+00,8.197067089977169374e+00,3.219698346740086370e-01,2.734756842286520384e-02,1.614138574714171455e+03,2.660914362348101164e-02,1.283198662688089120e+17,1.026384820031986783e-05,6.058257388992756010e-01,2.776344583259890073e-02,1.955183152123482829e-02,7.485295212958059663e-01,1.335030026777857648e+00,1.586721733445659380e-03,9.584236691627612270e-01,1.338344125906614750e+15,6.928763503735205220e-02,5.714790584164029488e-08
4.766240008476084533e+00,7.882771559341061440e+00,3.073699338357047672e-01,4.013186874885964206e-02,9.688331845794427863e+02,3.153344324595199616e-02,6.813749328355184640e+17,1.213507518578650075e-05,6.296314658466630743e-01,3.290136112091043147e-02,2.999985153359254961e-02,7.497067368697905021e-01,1.723315844971442745e+00,2.523706114339776922e-03,9.584236691627612270e-01,1.727593830803849500e+15,7.547256108899290383e-02,9.439797840995977309e-08
6.699610413454819557e+00,7.583713381530588826e+00,2.934616322504463581e-01,5.890694846880532159e-02,5.821546925909655101e+02,3.739649215782175212e-02,3.610523487533482496e+18,1.436390740541181079e-05,6.543734694184276668e-01,3.901874855666884884e-02,4.604730102470355746e-02,7.511562537089332414e-01,2.225007285151083813e+00,4.009953425243376231e-03,9.584236691627612270e-01,2.230530677552223000e+15,8.216676195183721110e-02,1.559128521317625861e-07
9.416102256811333504e+00,7.299525565096753432e+00,2.802130458699492732e-01,8.647158221913832377e-02,3.502237914789492947e+02,4.439683124232693401e-02,1.910493305040593715e+19,1.702336295436962613e-05,6.800292745396749883e-01,4.632276170841038293e-02,7.071198008329342144e-02,7.530404839191608968e-01,2.874106121140201697e+00,6.364570590588507736e-03,9.584236691627612270e-01,2.881240846502908000e+15,8.940183387635092238e-02,2.575919301683394658e-07
1.323454869727713756e+01,7.029947799298657429e+00,2.676132873444554972e-01,1.266998495577474904e-01,2.111340059962888915e+02,5.278901041975365971e-02,1.009638837803693343e+20,2.018449495533722589e-05,7.062294086535680915e-01,5.507899284860934969e-02,1.085626538336397356e-01,7.557245109252952453e-01,3.715502501472102370e+00,1.008267775206672830e-02,9.584236691627612270e-01,3.724725922186273500e+15,9.720075519111762152e-02,4.259356132419851193e-07
1.860631991301814026e+01,6.774114360647224053e+00,2.557282252912702614e-01,1.833539385787422149e-01,1.280970410052538853e+02,6.292709741361306175e-02,5.321496825108450509e+20,2.380867795295797315e-05,7.308092409965603053e-01,6.565686912613868942e-02,1.658627684541932323e-01,7.604307524159465981e-01,4.809947336158651332e+00,1.588056570715521559e-02,9.584236691627612270e-01,4.821887623610166000e+15,1.055597184988703724e-01,7.058377357623467673e-07
2.617854460443302145e+01,6.528942285930479983e+00,2.448948535927035208e-01,2.504503741168733755e-01,7.957012325849676415e+01,7.542326228212037353e-02,2.776334333889408926e+21,2.721846713398336337e-05,7.445280415861047496e-01,7.869511648017517291e-02,2.470737168949847518e-01,7.716512044975826212e-01,6.246210774378774033e+00,2.448251504077752355e-02,9.584236691627612270e-01,6.261716464340942000e+15,1.143686313786462377e-01,1.177958384313050469e-06
3.664560863291124804e+01,6.303476229045655188e+00,2.358471207958618976e-01,2.943967694915270439e-01,5.259084544037958153e+01,9.127633083723882268e-02,1.360879378463640361e+22,2.850772109891812602e-05,7.323184691485498110e-01,9.523588969476724786e-02,3.439536199546353035e-01,7.969916267415173561e-01,8.129826661052412362e+00,3.567359097118096706e-02,9.584236691627612270e-01,8.150008268142830000e+15,1.230038525656030751e-01,1.985053370174530609e-06
