r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
4.831374406454413246e-05,2.157350111413791893e+01,1.335453915108828271e+00,1.715034524902499389e-06,1.009001351586449051e+10,4.519439810988559443e-05,0.000000000000000000e+00,2.378652532099242094e-07,2.943573444759313151e-01,4.346894291996429468e-05,3.747338639743462394e-07,6.842107710880155347e-01,1.257904771063683832e-03,1.000200725229097331e-08,1.039693976297013656e+00,2.082311240561494141e+11,7.949727380033707810e-03,0.000000000000000000e+00
5.459024616177355244e-05,2.111763797379323648e+01,1.312828240183603112e+00,1.930015994651893861e-06,8.361049574968801498e+09,4.728641530017246028e-05,2.142611304357538299e-03,2.463834092783284534e-07,2.978473741208809700e-01,4.548108999206508339e-05,4.372725607439939496e-07,6.862606334867358271e-01,1.367715712296637938e-03,1.186580260212900585e-08,1.039693976297013656e+00,2.264090149844636841e+11,8.261302450188405533e-03,2.068238663650455991e-14
6.086674825900297242e-05,2.072364724774418576e+01,1.293006264840783848e+00,2.144954264607002348e-06,7.072626211778656960e+09,4.925253402230158077e-05,5.509067282870789596e-03,2.543585047433168157e-07,3.010102841576342558e-01,4.737214521307509159e-05,5.016933672469295585e-07,6.880524366520446300e-01,1.473921839201587343e-03,1.381560571449789151e-08,1.039693976297013656e+00,2.439901719176446228e+11,8.547418184087126822e-03,4.244335743990040310e-14
9.923194456682876447e-05,1.908558316341554928e+01,1.207781075147458916e+00,3.460917848821930411e-06,3.340751787350625992e+09,5.942287359629454832e-05,8.070453851860151517e-02,2.952174422400077429e-07,3.158325182269220432e-01,5.715419628373317909e-05,9.290085821812372276e-07,6.956864005166991660e-01,2.067153321353814611e-03,2.732083813873092556e-08,1.039693976297013656e+00,3.421925646548925781e+11,9.935920730712390764e-03,1.974028994852644778e-13
1.517168465684748087e-04,1.781657201064122731e+01,1.138506657448784765e+00,5.273354824170888696e-06,1.744476428142245770e+09,7.035064599019711436e-05,6.846668349656284125e-01,3.385230713943267250e-07,3.295749652830850529e-01,6.766476251094462498e-05,1.584670495948529580e-06,7.017587195219336937e-01,2.781128542381690241e-03,4.931970570414794159e-08,1.039693976297013656e+00,4.603826425072528687e+11,1.129125071545528450e-02,4.545786823965046042e-13
2.346220822269486973e-04,1.664152308349638076e+01,1.071658445317777542e+00,8.169574132772908530e-06,8.965904008763893843e+08,8.409741530900121049e-05,5.779593836411290653e+00,3.923607620202476465e-07,3.445524364538664619e-01,8.088670053521283061e-05,2.739372931229613840e-06,7.074520967487206713e-01,3.781341318010366000e-03,9.032590329583811842e-08,1.039693976297013656e+00,6.259559318019287109e+11,1.284258090105953529e-02,9.480093927256985416e-13
3.624705868935343585e-04,1.558101408448280445e+01,1.009006097330955809e+00,1.270992011149866848e-05,4.621739710817231536e+08,1.009640192375232948e-04,4.933398780657576310e+01,4.577007839872624913e-07,3.604047987061659297e-01,9.710936250406868183e-05,4.725569756497461706e-06,7.125956876816779140e-01,5.149793498921984188e-03,1.649826651844426599e-07,1.039693976297013656e+00,8.524868603771960449e+11,1.456841357697652613e-02,1.874461941769034288e-12
5.605219971539513379e-04,1.461537104253840624e+01,9.500021022462650233e-01,1.989253619448825639e-05,2.382012387139142454e+08,1.217800988907801976e-04,4.214784621455392539e+02,5.375491636042416207e-07,3.772387312973111695e-01,1.171307150634012844e-04,8.156066637180621020e-06,7.172327349443515798e-01,7.033226524128984199e-03,3.013911934224345088e-07,1.039693976297013656e+00,1.164266722370797119e+12,1.649557129292855695e-02,3.624128959766430239e-12
8.672685035311783735e-04,1.373331631903035444e+01,8.944737301198174562e-01,3.130147537348896289e-05,1.228053476112053692e+08,1.474872370402689162e-04,3.607913116724801512e+03,6.352871084615305820e-07,3.950816245974664853e-01,1.418563927489136780e-04,1.407930260832836774e-05,7.213836845315723112e-01,9.627734842259842371e-03,5.504277475630541594e-07,1.039693976297013656e+00,1.593756613724477783e+12,1.864484422543902925e-02,6.932180782081323684e-12
1.342602213417647518e-03,1.292442708958882314e+01,8.422072518750013392e-01,4.950415999095512134e-05,6.332606884495503455e+07,1.792762470703228013e-04,3.093075719324474267e+04,7.551919477337943797e-07,4.139767966230176732e-01,1.724317454534412067e-04,2.431167068824718292e-05,7.250791567502171686e-01,1.320703014811413362e-02,1.005047193859727958e-06,1.039693976297013656e+00,2.186266239263695068e+12,2.104124800472611037e-02,1.319688128116918787e-11
2.079373994928107594e-03,1.217996759505532012e+01,7.930120908524412870e-01,7.865894033108704862e-05,3.266267009061391279e+07,2.186247521851835231e-04,2.655097587243343005e+05,9.025660298998808776e-07,4.339665607003898584e-01,2.102779829155498480e-04,4.199524710013460458e-05,7.283527614755682666e-01,1.815039508782106958e-02,1.834755220447287154e-06,1.039693976297013656e+00,3.004581315010252441e+12,2.371241739463530659e-02,2.507586887599876527e-11
3.221433697109078904e-03,1.149255442795193716e+01,7.467137349113500688e-01,1.255111754438390881e-04,1.685269352512297034e+07,2.673655534827303363e-04,2.281027060155962594e+06,1.083981443504100901e-06,4.550930896906617562e-01,2.571579326014589943e-04,7.256601410603052158e-05,7.312400675303946107e-01,2.498316400902398857e-02,3.348380655299736390e-06,1.039693976297013656e+00,4.135664673311606445e+12,2.668892392956283277e-02,4.762089098119541559e-11
4.990625672585805028e-03,1.085614370146729435e+01,7.031656925932973090e-01,2.009785296482017203e-04,8.701781882943728939e+06,3.277452062492724897e-04,1.959176596767026186e+07,1.307486815954717203e-06,4.773903361534131418e-01,3.152323796436463607e-04,1.254035466651136810e-04,7.337767050106757116e-01,3.442831643690379140e-02,6.106600201122119595e-06,1.039693976297013656e+00,5.699196947122744141e+12,3.000326487101407161e-02,9.040984216216047471e-11
7.724079829959895963e-03,1.026631402638015622e+01,6.622809687470029294e-01,3.225286721446695521e-04,4.502345461806753650e+06,4.024159921519229440e-04,1.676990833924877346e+08,1.582570126626278952e-06,5.008586858656312035e-01,3.870523455230283003e-04,2.165218916731352671e-04,7.359961143796482919e-01,4.746036853475353590e-02,1.111612617834086390e-05,1.039693976297013656e+00,7.856497658208262695e+12,3.368565163807830248e-02,1.714233408021596173e-10
1.191269452411746615e-02,9.721142818607379610e+00,6.241047554193859259e-01,5.170998605224418542e-04,2.343182930954310112e+06,4.941678353694795370e-04,1.416988324534221411e+09,1.919176440289444989e-06,5.253957136814085827e-01,4.753012392449492860e-04,3.723863776726209825e-04,7.379263054464567650e-01,6.531491313488253792e-02,2.012803153352354531e-05,1.039693976297013656e+00,1.081210445541572070e+13,3.775086936086612804e-02,3.234254897816722001e-10
1.820934673240000995e-02,9.221895048310962295e+00,5.888736129371378025e-01,8.230590328239497299e-04,1.236564638761876384e+06,6.051927868723168185e-04,1.154161311199765015e+10,2.325043375205830363e-06,5.506964057356700248e-01,5.820874225200174668e-04,6.337516067027646307e-04,7.395887363273945247e-01,8.936432268253227673e-02,3.598779837538888397e-05,1.039693976297013656e+00,1.479319722029900586e+13,4.217542844774797156e-02,6.023852674344350654e-10
2.741503401509188739e-02,8.769984088108019549e+00,5.568061543964240023e-01,1.291138180458942112e-03,6.679102092006853782e+05,7.367315896686707890e-04,8.749245469860482788e+10,2.804467506888228895e-06,5.763358742668341916e-01,7.086042686258726790e-04,1.059112891462110151e-03,7.410090035331566849e-01,1.209815527588172651e-01,6.299933315995707159e-05,1.039693976297013656e+00,2.002705236559712891e+13,4.690281841399570467e-02,1.097479525350639868e-09
4.056630429242204933e-02,8.362015164618725294e+00,5.277489519610918389e-01,1.990612281339179061e-03,3.704033968131520669e+05,8.903421686069435325e-04,6.063021778134154053e+11,3.362956535645025558e-06,6.020855516322463075e-01,8.563502231473887763e-04,1.733580354857250328e-03,7.422290629308738730e-01,1.617824124638071459e-01,1.076719122621764240e-04,1.039693976297013656e+00,2.678114780609941016e+13,5.189953209343418222e-02,1.949889183396440655e-09
5.910975471590026314e-02,7.991169718092239194e+00,5.012747476723633522e-01,3.021580499314602958e-03,2.102848008361759130e+05,1.068922843761006087e-03,3.873331862622145996e+12,4.010918408775192557e-06,6.279722811745709343e-01,1.028112952590236589e-03,2.786201636278903566e-03,7.432983485139987856e-01,2.139798464322505422e-01,1.801432323141443075e-04,1.039693976297013656e+00,3.542181011864050000e+13,5.717623990222140545e-02,3.388068360519385466e-09
8.510029248780094646e-02,7.650483603995884785e+00,4.769230342164557102e-01,4.531195073060241031e-03,1.215920182721292367e+05,1.276792330111155760e-03,2.323639029502067188e+13,4.763914611718350846e-06,6.541489631463009990e-01,1.228046289792496856e-03,4.416057003633296930e-03,7.442635308654543813e-01,2.806052373525905197e-01,2.964102642228626000e-04,1.039693976297013656e+00,4.645084853328246094e+13,6.277180048905346699e-02,5.785738251643753233e-09
1.214640314739628829e-01,7.334155008185239133e+00,4.543011635079954313e-01,6.736963967533801667e-03,7.124528463355396525e+04,1.519673874002485867e-03,1.333030455398512969e+14,5.642592430183852576e-06,6.808081439807799340e-01,1.461654976029556604e-03,6.933076728757143863e-03,7.451671629627262261e-01,3.657372188480398356e-01,4.818787007009326978e-04,1.039693976297013656e+00,6.054343217531338281e+13,6.873973271426848941e-02,9.758185444152090306e-09
