r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
1.463822248712917939e-01,1.352567511890927499e+01,5.082394386533818365e-01,4.731878759881332354e-04,2.447517327402018418e+05,7.795748335220757316e-03,2.439243114512914181e+09,1.835620422887091694e-06,3.776867428345079825e-01,8.734030961877662855e-03,1.822603611774362728e-04,7.378575417251710400e-01,9.655083533080148495e-02,9.510616083278651867e-06,8.925716395153251437e-01,1.505362419942467500e+14,2.517248345364429818e-02,2.633699406887317051e-10
2.203345676756647831e-01,1.285511316475855281e+01,4.805601082036564664e-01,7.404756720669886366e-04,1.321900204940358817e+05,9.476429101963173771e-03,1.848098834590963364e+10,2.208038338330423129e-06,3.951964215588906759e-01,1.061699552442531627e-02,3.028556169117866694e-04,7.394658155992668291e-01,1.306010402336408305e-01,1.665003343891765199e-05,8.925716395153251437e-01,2.036252688022032500e+14,2.801107378356843675e-02,4.795048500446977837e-10
3.259444726013902560e-01,1.225087764926317213e+01,4.554832464016898563e-01,1.139134686317705555e-03,7.331118964520264126e+04,1.143767307237722984e-02,1.279562747278151093e+11,2.641363438295274799e-06,4.127836404886505717e-01,1.281429138683814160e-02,4.925782687826460145e-04,7.408339040295522926e-01,1.745113218135036781e-01,2.845562989482630198e-05,8.925716395153251437e-01,2.720875327618503125e+14,3.101085700702432488e-02,8.513295667497486138e-10
4.748281526694556609e-01,1.170236503293153518e+01,4.326346349034684846e-01,1.725830061144225346e-03,4.162055939611354552e+04,1.371643182598572541e-02,8.167847191835462646e+11,3.143623147815829592e-06,4.304688516006285881e-01,1.536731755608309290e-02,7.861555267319559823e-04,7.420137381875555604e-01,2.306597214406404805e-01,4.760794488981121025e-05,8.925716395153251437e-01,3.596307326202556875e+14,3.417892924888697032e-02,1.478302085092565683e-09
6.834896087563387956e-01,1.119895044415913254e+01,4.116150680168778053e-01,2.583841061695682766e-03,2.406454733452527580e+04,1.636755954673228819e-02,4.897241728786379883e+12,3.726777494644098609e-06,4.483569712043169453e-01,1.833753036968554032e-02,1.236461934303344657e-03,7.430525522533838467e-01,3.023019031340423157e-01,7.833928998275546955e-05,8.925716395153251437e-01,4.713309034519543750e+14,3.753918078847556794e-02,2.523112194353039237e-09
9.754271878450712085e-01,1.073184186401418572e+01,3.920856139569048326e-01,3.836185685570112167e-03,1.409820341282988738e+04,1.946345967736014607e-02,2.808641540074986719e+13,4.406623518429749212e-06,4.665788972924501676e-01,2.180604762204744682e-02,1.924549809995823894e-03,7.439905796740178268e-01,3.938133246594886505e-01,1.273747072042818475e-04,8.925716395153251437e-01,6.140099952360250000e+14,4.112427038207985136e-02,4.253540964717490765e-09
1.383961551998351247e+00,1.029443906182181401e+01,3.737884461630935351e-01,5.664439516917357288e-03,8.334093927358549990e+03,2.309383103662755385e-02,1.563280356636659688e+14,5.202738809432482139e-06,4.852595794213234170e-01,2.587336412477515141e-02,2.974819006602912302e-03,7.448629190363756924e-01,5.109671295193899399e-01,2.054156582964270514e-04,8.925716395153251437e-01,7.966691452942605000e+14,4.497019989652927680e-02,7.111324445336678284e-09
1.956144160014692046e+00,9.882038820611928287e+00,3.565380084748833722e-01,8.336133092592776239e-03,4.956076065377148552e+03,2.736657675843908247e-02,8.533251199882210000e+14,6.138695418238154629e-06,5.045058707060088299e-01,3.066037004413381742e-02,4.578131232252089129e-03,7.457028386999832170e-01,6.612925420626796225e-01,3.294836999619895636e-04,8.925716395153251437e-01,1.031047466341084625e+15,4.911351174197775560e-02,1.182553572738805633e-08
2.758231665229129437e+00,9.491373954871702878e+00,3.402035481240867631e-01,1.224497198194250160e-02,2.958700547237113824e+03,3.241017866662571772e-02,4.600534492754450000e+15,7.242611290823724290e-06,5.244052779064549696e-01,3.631101105142076069e-02,7.027208156318812994e-03,7.465454324250004881e-01,8.545530742866734863e-01,5.266279318290839444e-04,8.925716395153251437e-01,1.332367637700875500e+15,5.359020951072623190e-02,1.959957207640080619e-08
3.883402473712224356e+00,9.120191255873271174e+00,3.246922468367028358e-01,1.797018676791568847e-02,1.770781144378043109e+03,3.837770231357418016e-02,2.461068808032466800e+16,8.548080274434504785e-06,5.450296311482255573e-01,4.299677540103519213e-02,1.077103708032158859e-02,7.474315064513554763e-01,1.103388986451419918e+00,8.397946291582841088e-04,8.925716395153251437e-01,1.720337591167879500e+15,5.843560086837337048e-02,3.242015593967318049e-08
5.462640355920539648e+00,8.766938648680694612e+00,3.099363143556857492e-01,2.636426126127217398e-02,1.061624403046762609e+03,4.545255597915182078e-02,1.310188558035998080e+17,1.009551232903005304e-05,5.664397293083219820e-01,5.092314607243513674e-02,1.649860354488360409e-02,7.484120642685757607e-01,1.424175196847274671e+00,1.337111532624101276e-03,8.925716395153251437e-01,2.220488112197730750e+15,6.368438317301344798e-02,5.356876481652494370e-08
7.680083017372821175e+00,8.430560107629162303e+00,2.958842576325688700e-01,3.868255581726779552e-02,6.372564486161451214e+02,5.385640123765601806e-02,6.953956380951441920e+17,1.193394314741009452e-05,5.886884043627493845e-01,6.033846343908098181e-02,2.526778225846205289e-02,7.495543501015101695e-01,1.838165372343198989e+00,2.126540624347995293e-03,8.925716395153251437e-01,2.865956636920207000e+15,6.937054234224071525e-02,8.846960263522966842e-08
1.079467750606946552e+01,8.110372023229814431e+00,2.824956754984656593e-01,5.677306817078713735e-02,3.829161020029794145e+02,6.386011112756226349e-02,3.683859113891880448e+18,1.412323747257301707e-05,6.118165866583266110e-01,7.154620234431705028e-02,3.870321333340633052e-02,7.509525286346594442e-01,2.373026725800227332e+00,3.378891434796344947e-03,8.925716395153251437e-01,3.699880215742849000e+15,7.552675029731631406e-02,1.460992212734905782e-07
1.517079544308801786e+01,7.805979162469454558e+00,2.697398193370659780e-01,8.333793395965806428e-02,2.303400576232809840e+02,7.579980540349412488e-02,1.949041751050480435e+19,1.673525778278708509e-05,6.358152871926490146e-01,8.492293732820610508e-02,5.929504367385918240e-02,7.527568377317510606e-01,3.064934374418594842e+00,5.363418113655032439e-03,8.925716395153251437e-01,4.778660910629875000e+15,8.218279899208026651e-02,2.413417153963684753e-07
2.132181759060372173e+01,7.517118712573842565e+00,2.576033873548020381e-01,1.221603976769390226e-01,1.388164871906731150e+02,9.010419655929288729e-02,1.030020958918127616e+20,1.984330793588748884e-05,6.604054018863334541e-01,1.009489799700787199e-01,9.080734958585193195e-02,7.552919239751286762e-01,3.961572236550393367e+00,8.499171300549463598e-03,8.925716395153251437e-01,6.176644612506937000e+15,8.936148969910517881e-02,3.989823985408505016e-07
2.997394640106656283e+01,7.243004659607017004e+00,2.461361659695476545e-01,1.772333822091318456e-01,8.412082648416421193e+01,1.073611504477084699e-01,5.431057694790835241e+20,2.343339455378333608e-05,6.838843749304157615e-01,1.202829506279256139e-01,1.384926141214808948e-01,7.596143798282750659e-01,5.127179236600521328e+00,1.340102334191711070e-02,8.925716395153251437e-01,7.993988779738157000e+15,9.706422300733763553e-02,6.608788242202096618e-07
4.216698490512663966e+01,6.980551886316157528e+00,2.356215064441713192e-01,2.445766250754715099e-01,5.204008502604006026e+01,1.285573058758616716e-01,2.838879476545245151e+21,2.694059684803901225e-05,6.986057500654615504e-01,1.440302382290227223e-01,2.068340137349039820e-01,7.696943989300633060e-01,6.654533471129321143e+00,2.073685992623850935e-02,8.925716395153251437e-01,1.037534742746200000e+16,1.052079820079868111e-01,1.101511687817219399e-06
5.935146262900091330e+01,6.733039860391816234e+00,2.266550301492775699e-01,2.928672038703183933e-01,3.396196152203912533e+01,1.557755735505461370e-01,1.434482809932645558e+22,2.850539641910563316e-05,6.893649484169039887e-01,1.745244489676299193e-01,2.917554049575000197e-01,7.938439048855603364e-01,8.690571776276630800e+00,3.056600356521047349e-02,8.925716395153251437e-01,1.354981561267337200e+16,1.133905419513114438e-01,1.867502018716599431e-06
6.022908205048147323e+01,6.723163669143191079e+00,2.263044346165928589e-01,2.940348529185872750e-01,3.338854502465969176e+01,1.571283604846748783e-01,1.536474229639151511e+22,2.850771480333702789e-05,6.884405115120696417e-01,1.760400549697020145e-01,2.956979888500501086e-01,7.952301612875819492e-01,8.792520102190135134e+00,3.104285336468430231e-02,8.925716395153251437e-01,1.370876729660279800e+16,1.137330353957233947e-01,1.911471895960476118e-06
