r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
2.240769140911061667e-04,2.633344657079092599e+01,1.177156509061405121e+00,1.640707999035311665e-06,2.518547106087301731e+09,2.426586505956271290e-04,0.000000000000000000e+00,2.322092350197389022e-07,2.411502947634732441e-01,2.435443296790691442e-04,2.496182133292764984e-07,6.842107503317667039e-01,1.605005070144975825e-03,6.422016960137727041e-09,9.963633762912521563e-01,1.039116974766673950e+12,6.230509913028952317e-03,0.000000000000000000e+00
2.531870411256324001e-04,2.577700239892983447e+01,1.157212757371603118e+00,1.846372555941670972e-06,2.086984032575685501e+09,2.538911490859030863e-04,3.086508316154856161e-03,2.405248428685792162e-07,2.440094782286957309e-01,2.548178256320080297e-04,2.912210952873131371e-07,6.862606099706543006e-01,1.745116719532954167e-03,7.618709326246125094e-09,9.963633762912521563e-01,1.129828459702016846e+12,6.474703407645202372e-03,1.847846926924051313e-14
2.822971681601585793e-04,2.529608208215709908e+01,1.139740370075500886e+00,2.051995784835932538e-06,1.765383372217132568e+09,2.644476709229270353e-04,7.936008745309933166e-03,2.483103030339856273e-07,2.466006711293372289e-01,2.654128776865288418e-04,3.340665161033986759e-07,6.880524103610501374e-01,1.880628858376114185e-03,8.870624949913596897e-09,9.963633762912521563e-01,1.217562116360277100e+12,6.698943433355366087e-03,3.792058858826975727e-14
4.602331729610722728e-04,2.329659767164541506e+01,1.064617307057165840e+00,3.310927811880964362e-06,8.338780236771154404e+08,3.190544455948323387e-04,1.162577891447757056e-01,2.881976744592799843e-07,2.587436868816332391e-01,3.202189614620759594e-04,6.180798790886079289e-07,6.956863568719038327e-01,2.637553767607948504e-03,1.754196788450144827e-08,9.963633762912521563e-01,1.707612606814788330e+12,7.787166887950659928e-03,1.763676183135667289e-13
7.036560899118223314e-04,2.174759156769457036e+01,1.003554223845695148e+00,5.044819564653018984e-06,4.354347256724962592e+08,3.777281151708516147e-04,9.862888068625645932e-01,3.304736089563419991e-07,2.700021084489463430e-01,3.791067838892905406e-04,1.053418735845888430e-06,7.017586592045521598e-01,3.548541129024071483e-03,3.166686716521690200e-08,9.963633762912521563e-01,2.297406650867179199e+12,8.849393205286141054e-03,4.061390912210843069e-13
1.088166783758662791e-03,2.031328162661128545e+01,9.446298516059501438e-01,7.815522062460155469e-06,2.237958914661919773e+08,4.515374896510286097e-04,8.325729464114337119e+00,3.830310881521375319e-07,2.822722971678637838e-01,4.531855549847481996e-04,1.819258250589823403e-06,7.074519960257056317e-01,4.824747632371101554e-03,5.799584418806608526e-08,9.963633762912521563e-01,3.123651916756423828e+12,1.006523104289533573e-02,8.469898560961510972e-13
1.681122142472584033e-03,1.901878329797175482e+01,8.894039894216663189e-01,1.215909640806706963e-05,1.153622161818365306e+08,5.420978853050550245e-04,7.106747788352393513e+01,4.468173462456637823e-07,2.952592318038904096e-01,5.440764867561646715e-04,3.134922490853014584e-06,7.125955255150063783e-01,6.570803092550315562e-03,1.059309337746380397e-07,9.963633762912521563e-01,4.254088138613574219e+12,1.141783336796976973e-02,1.674719331522737538e-12
2.599673513469632092e-03,1.784008309634442213e+01,8.373940887756726736e-01,1.903041501780546025e-05,5.945694426645103842e+07,6.538636211375616026e-04,6.071541778689248758e+02,5.247667817291465309e-07,3.090502893609248791e-01,6.562501560137907943e-04,5.404075812423975132e-06,7.172324730394222803e-01,8.973935722105700480e-03,1.935149952043230390e-07,9.963633762912521563e-01,5.809931141502726562e+12,1.292822018321342602e-02,3.237937665473862227e-12
4.022336403842738384e-03,1.676341843525285924e+01,7.884480601229177932e-01,2.994480465002666262e-05,3.065333734787611291e+07,7.918894865893190155e-04,5.197271545731533479e+03,6.201796596527697715e-07,3.236678478793095781e-01,7.947798016592669788e-04,9.315778333909655672e-06,7.213832540047646624e-01,1.228432917586450707e-02,3.534130989291878914e-07,9.963633762912521563e-01,7.953155543059625000e+12,1.461267849609296926e-02,6.193450504732442370e-12
6.226832032989232726e-03,1.577607875579518470e+01,7.423780995411938255e-01,4.735796264037074420e-05,1.580703637939919531e+07,9.625657921729867915e-04,4.455471464960585581e+04,7.372292481426224711e-07,3.391471539819730929e-01,9.660790581804907032e-04,1.606074411358975819e-05,7.250784185268721593e-01,1.685111914868665101e-02,6.453005224005867381e-07,9.963633762912521563e-01,1.090979977380033203e+13,1.649078337005972436e-02,1.179034548847679848e-11
