r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
6.186923179563473454e-04,3.006853537456456849e+01,1.082995372141103640e+00,1.593053201949389473e-06,1.006621946578840137e+09,7.393793416318910402e-04,0.000000000000000000e+00,2.289100128891303989e-07,2.111948009461065978e-01,8.327409838748378286e-04,1.907816870465739711e-07,6.842107375075462405e-01,1.887478418032132940e-03,4.782569524807596354e-09,8.878863367472025203e-01,3.013970593737882324e+12,5.298073824031273270e-03,0.000000000000000000e+00
6.990674519137650292e-04,2.943316611809512651e+01,1.064646927422552292e+00,1.792744176644640730e-06,8.341332659009413719e+08,7.736046894563210295e-04,3.923732546674416760e-03,2.371074719418610334e-07,2.136988189118428638e-01,8.712879762182672424e-04,2.225590331790560833e-07,6.862605954379208395e-01,2.052249055824192838e-03,5.673763767604046231e-09,8.878863367472025203e-01,3.277080281389023438e+12,5.505722192818173107e-03,1.717312229848593341e-14
7.794425858711829299e-04,2.888403288634566124e+01,1.048572161856744067e+00,1.992395023459135081e-06,7.055947579750266075e+08,8.057703405567311766e-04,1.008867389193540860e-02,2.447823155701357383e-07,2.159681358822514163e-01,9.075151933396050823e-04,2.552821420372081273e-07,6.880523941112879349e-01,2.211610690284277359e-03,6.606083579325117633e-09,8.878863367472025203e-01,3.531552743401843750e+12,5.696403258958491859e-03,3.524182090992770745e-14
1.270736558667607359e-03,2.660094499961849124e+01,9.794582167471848066e-01,3.214761002827581580e-06,3.332873567420820594e+08,9.721568065391377302e-04,1.477930453297781888e-01,2.841029608061250677e-07,2.266027556050896063e-01,1.094911326263519951e-03,4.721312118409013605e-07,6.956863298854564226e-01,3.101750775782405236e-03,1.306375903130428764e-08,8.878863367472025203e-01,4.952949680377580078e+12,6.621767096276495214e-03,1.639087393300189236e-13
1.942845095465243251e-03,2.483222928717585276e+01,9.232795525550832050e-01,4.898292702131371598e-06,1.740360344404592216e+08,1.150935187739269292e-03,1.253823599100726716e+00,3.257782574237862799e-07,2.364626712245360141e-01,1.296264105105788536e-03,8.043657662118206948e-07,7.017586212530781964e-01,4.173068352723496507e-03,2.358278679387087457e-08,8.878863367472025203e-01,6.663655160560717773e+12,7.525025110072390729e-03,3.774489872429859802e-13
3.004506382790312572e-03,2.319447957329788679e+01,8.690685757046234805e-01,7.588519018649841577e-06,8.944751918478266895e+07,1.375831750843228623e-03,1.058411750536638607e+01,3.775889665876460374e-07,2.472086632357642921e-01,1.549558421952553552e-03,1.388533842794043063e-06,7.074519326108811290e-01,5.673880777442093411e-03,4.319036088002340542e-08,8.878863367472025203e-01,9.060188266107089844e+12,8.558904911415728470e-03,7.871573496092717009e-13
4.641697141847383849e-03,2.171637237550891086e+01,8.182602800957791134e-01,1.180592968330335311e-05,4.610839003627326339e+07,1.651768346241742598e-03,9.034472681147309459e+01,4.404688617049825809e-07,2.585823620211640250e-01,1.860337610659765478e-03,2.391530482360661259e-06,7.125954221147497991e-01,7.727231909439542974e-03,7.888830012490673524e-08,8.878863367472025203e-01,1.233902836903712891e+13,9.709081137265779954e-03,1.556414087767028448e-12
7.177874131722284876e-03,2.037048995030572840e+01,7.704107844618366396e-01,1.847764492921957947e-05,2.376400718638654798e+07,1.992316507711010438e-03,7.718435534971112020e+02,5.173104782494083268e-07,2.706602702714380748e-01,2.243886886479095916e-03,4.120317916778003517e-06,7.172323016835127074e-01,1.055329461691121781e-02,1.441132009635042646e-07,8.878863367472025203e-01,1.685175276101154492e+13,1.099342587156491163e-02,3.009198392614921017e-12
1.110589517414651423e-02,1.914112295945809450e+01,7.253803729720996740e-01,2.907487703933150615e-05,1.225173489487130381e+07,2.412875065015322642e-03,6.606929986140477013e+03,6.113665015822877315e-07,2.834619137998067862e-01,2.717549493840575297e-03,7.098348253521280057e-06,7.213829583416041524e-01,1.444625176266048014e-02,2.631899464003598425e-07,8.878863367472025203e-01,2.306811965976687891e+13,1.242578019949777332e-02,5.755886351991209463e-12
1.719236361744795605e-02,1.801377603202454125e+01,6.829969769822026304e-01,4.598140640178657824e-05,6.318011061144529842e+06,2.932901695987251249e-03,5.663644555134638358e+04,7.267479120025337027e-07,2.970178837569465435e-01,3.303240037156132160e-03,1.222905625665899849e-05,7.250778694462367557e-01,1.981652611237407977e-02,4.805510003289775642e-07,8.878863367472025203e-01,3.164350193471592578e+13,1.402275480985228952e-02,1.095710864024287635e-11
2.662428401410854226e-02,1.697637984349316653e+01,6.431103077677929880e-01,7.305379121329840409e-05,3.259222137555516325e+06,3.576464220490526130e-03,4.860107224674873869e+05,8.685341904372617683e-07,3.113566815736461546e-01,4.028065386829812917e-03,2.106741061210962813e-05,7.283502654440263679e-01,2.723183378842147784e-02,8.771474296321885795e-07,8.878863367472025203e-01,4.348444224195771094e+13,1.580251918306766618e-02,2.081692487668961829e-11
4.123266362544648206e-02,1.601899005002439225e+01,6.055928786157881438e-01,1.165231597655077444e-04,1.682527380442760885e+06,4.373085934494363482e-03,4.170528306448161136e+06,1.042949630866240306e-06,3.265016841920732604e-01,4.925276753908942352e-03,3.628189330275417645e-05,7.312346597575429819e-01,3.747362254053482333e-02,1.599998977721566961e-06,8.878863367472025203e-01,5.983877500213209375e+13,1.778447255239347033e-02,3.951207867680522459e-11
6.380038118665021241e-02,1.513423989097486633e+01,5.703691608418152148e-01,1.863425667141756269e-04,8.703424749981497880e+05,5.357613873163080687e-03,3.567514045066481829e+07,1.257327319315549749e-06,3.424532583145484255e-01,6.034121318716148888e-03,6.239910647982457447e-05,7.337638212318035036e-01,5.159508337718160531e-02,2.913177473360227690e-06,8.878863367472025203e-01,8.238826075818590625e+13,1.998666030816825812e-02,7.488037635579466835e-11
9.837715653950582229e-02,1.431866756412398445e+01,5.374802705619535770e-01,2.978273015186617295e-04,4.528575202854339732e+05,6.566581981590104491e-03,3.013017627916119099e+08,1.519321467728715841e-06,3.591403521339547322e-01,7.395746178105374116e-03,1.068370729906686109e-04,7.359646285448735448e-01,7.092964639733588539e-02,5.275966496603958614e-06,8.878863367472025203e-01,1.132621525223484844e+14,2.241773583896851732e-02,1.411926930449837130e-10
1.503335654680016675e-01,1.357374722629804964e+01,5.071369803872873838e-01,4.726980382967297940e-04,2.389746699994063820e+05,8.028249699294472477e-03,2.452412246726037979e+09,1.834778741484169811e-06,3.763503827338812169e-01,9.041979099156091659e-03,1.808792877242508112e-04,7.378564859188769809e-01,9.695035224988579614e-02,9.433535670023401385e-06,8.878863367472025203e-01,1.548126367655826250e+14,2.506293009740254499e-02,2.627747795371079788e-10
