r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
1.682382284413346397e-04,2.536863568047632000e+01,1.205208328889337599e+00,1.654373821716510253e-06,3.263301145087554455e+09,1.772384717619344757e-04,0.000000000000000000e+00,2.332085154762295259e-07,2.503216373185328525e-01,1.753631974115720828e-04,2.692837815853570909e-07,6.842107540790660636e-01,1.533428258321621130e-03,6.977421949263264023e-09,1.010693659662016630e+00,7.695012585531887207e+11,6.521335410203847952e-03,0.000000000000000000e+00
1.900942782680808594e-04,2.483257864900539147e+01,1.184789314644906000e+00,1.861751404765961534e-06,2.704121504512040615e+09,1.854427163023943971e-04,2.883646331322579741e-03,2.415599086574702403e-07,2.532895602529710577e-01,1.834806368176958779e-04,3.141735286887787640e-07,6.862606142166691736e-01,1.667291488837856694e-03,8.277609661024064542e-09,1.010693659662016630e+00,8.366761810167827148e+11,6.776927277357357865e-03,1.886842354273752956e-14
2.119503280948270790e-04,2.436927841177810450e+01,1.166900557781245462e+00,2.069087315649464268e-06,2.287421020201466084e+09,1.931532258584485874e-04,7.414411414088283719e-03,2.493788727570815007e-07,2.559793005011559708e-01,1.911095652099375445e-04,3.604055686140688164e-07,6.880524151083935447e-01,1.796760328731083047e-03,9.637796584520227737e-09,1.010693659662016630e+00,9.016459210099029541e+11,7.011634294552375642e-03,3.872083321915342872e-14
3.455456986040736237e-04,2.244305162124867792e+01,1.089987300907955703e+00,3.338505277996852609e-06,1.080462269266467571e+09,2.330381492617433737e-04,1.086166988277616624e-01,2.894378962248728156e-07,2.685841352840095952e-01,2.305724855735941244e-04,6.668995022465553193e-07,6.956863647539144324e-01,2.519929423481443234e-03,1.905907630280722763e-08,1.010693659662016630e+00,1.264544886473246094e+12,8.150653430157939541e-03,1.800895353697411583e-13
5.283089705088779174e-04,2.095079872244525987e+01,1.027469088272728426e+00,5.086838569575448546e-06,5.641962553983299732e+08,2.758935338845672344e-04,9.214643152902315393e-01,3.318957533349786080e-07,2.802707308353957205e-01,2.729744381465973378e-04,1.136770700921178485e-06,7.017586701826431517e-01,3.390290198892106140e-03,3.440555608561192410e-08,1.010693659662016630e+00,1.701307225004092773e+12,9.262461679627392169e-03,4.147098513108908550e-13
8.170017987525762674e-04,1.956903933905569914e+01,9.671405352452496773e-01,7.880618896382013050e-06,2.899741153696107864e+08,3.298040888516546600e-04,7.778514962013089118e+00,3.846794154814951606e-07,2.930075760848806499e-01,3.263145916656324695e-04,1.963499281027597351e-06,7.074520143509189785e-01,4.609583058830800904e-03,6.301158005479554784e-08,1.010693659662016630e+00,2.313169817972530273e+12,1.053505194518749091e-02,8.648639601253439710e-13
1.262196118345807697e-03,1.832196911731673694e+01,9.105986262336801529e-01,1.226037236948198758e-05,1.494757304874385893e+08,3.959496411296172099e-04,6.639652994935340757e+01,4.487401895418992054e-07,3.064884273333151610e-01,3.917602899201185146e-04,3.384040398190618757e-06,7.125955551561432566e-01,6.277771695460438936e-03,1.150923141357854662e-07,1.010693659662016630e+00,3.150296203523589355e+12,1.195079057974885069e-02,1.710061256172088516e-12
1.951850166049185669e-03,1.718645407639762723e+01,8.573492978722441205e-01,1.918892827537536981e-05,7.703880680008585751e+07,4.775836728739068322e-04,5.672490361659534983e+02,5.270251378884265110e-07,3.208039895829574162e-01,4.725305915480010983e-04,5.834608532517981864e-06,7.172325213842583036e-01,8.573735753220828454e-03,2.102510943508255004e-07,1.010693659662016630e+00,4.302451332041475586e+12,1.353167925968787148e-02,3.306269628313501753e-12
3.019996291485067472e-03,1.614923501230038383e+01,8.072367917035025986e-01,3.019425510832529210e-05,3.971771089501416683e+07,5.783983596651230295e-04,4.855694190371870718e+03,6.228488665433977990e-07,3.359775085630011260e-01,5.722786070099061644e-04,1.006008469957804505e-05,7.213833350070220085e-01,1.173650672046684142e-02,3.839783636804040623e-07,1.010693659662016630e+00,5.889585406690071289e+12,1.529476721011827599e-02,6.324162109682421281e-12
4.675160001284843145e-03,1.519806408900647376e+01,7.600686730007568670e-01,4.775262368934231127e-05,2.048117880623132363e+07,7.030618394685510383e-04,4.162687699956148572e+04,7.404032045382189372e-07,3.520456357458022212e-01,6.956230829662670258e-04,1.734815607514468105e-05,7.250785620494140105e-01,1.609967551451860213e-02,7.011128065925178874e-07,1.010693659662016630e+00,8.079100214495728516e+12,1.726055154435092095e-02,1.203923295126134974e-11
