r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
3.837697103571006203e-04,2.824707464224595554e+01,1.126265158447537384e+00,1.615329496656845328e-06,1.548891253283366680e+09,4.377375332188872302e-04,0.000000000000000000e+00,2.303881753783617139e-07,2.248133108012339842e-01,4.589878590583162379e-04,2.165124724490299183e-07,6.842107434551979450e-01,1.748688097425776626e-03,5.495025718379742767e-09,9.537017691861668922e-01,1.826460284583891846e+12,5.718572691562826861e-03,0.000000000000000000e+00
4.336257389141177010e-04,2.765019414760084970e+01,1.107183623679370177e+00,1.817812829882963279e-06,1.283482568412631035e+09,4.580000953539196040e-04,3.506018608067818388e-03,2.386385690781945035e-07,2.274787958040392077e-01,4.802340838108646714e-04,2.525852695437978037e-07,6.862606021783148602e-01,1.901342799633266812e-03,6.518980565160896241e-09,9.537017691861668922e-01,1.985904242169813721e+12,5.942701744124242146e-03,1.777077408287359850e-14
4.834817674711347816e-04,2.713432576003514285e+01,1.090466610193772778e+00,2.020255474222610853e-06,1.085700103924520969e+09,4.770432475503551804e-04,9.014650704194849054e-03,2.463629726487936986e-07,2.298944455482291871e-01,5.002017013740426427e-04,2.897333114286145872e-07,6.880524016482869598e-01,2.048986234315183178e-03,7.590187426774372966e-09,9.537017691861668922e-01,2.140114058158752441e+12,6.148516828532025677e-03,3.646829196957549624e-14
7.882273441866459408e-04,2.498954050191111520e+01,1.018591300265949906e+00,3.259714298597814133e-06,5.128299423644811511e+08,5.755496595517490058e-04,1.320592498364124567e-01,2.859375303869880900e-07,2.412148194790786349e-01,6.034901875487651843e-04,5.359378596405005158e-07,6.956863424040438115e-01,2.873672439272570000e-03,1.500985842108718757e-08,9.537017691861668922e-01,3.001477844425852539e+12,7.147325148912340304e-03,1.696130244037492673e-13
1.205130547114525779e-03,2.332796879865161088e+01,9.601681018009371460e-01,4.966786911214639935e-06,2.677896573824566007e+08,6.813924743449399114e-04,1.120343213808269178e+00,3.278819333893998585e-07,2.517105308598692193e-01,7.144712281769176245e-04,9.132240164447367440e-07,7.017586389352146181e-01,3.866213451360002613e-03,2.709589382261504098e-08,9.537017691861668922e-01,4.038161711644398926e+12,8.122272821304463500e-03,3.905847285342663800e-13
1.863670284246460567e-03,2.178942890215533268e+01,9.037911819129178514e-01,7.694631982739621716e-06,1.376330970763888359e+08,8.145388694144429587e-04,9.457346494805669579e+00,3.800272220754968706e-07,2.631494605558060695e-01,8.540813236715736169e-04,1.576750565589505092e-06,7.074519621764078225e-01,5.256668144653707346e-03,4.962439493552784738e-08,9.537017691861668922e-01,5.490456308120899414e+12,9.238209898091256575e-03,8.145516200689561708e-13
2.879206564771513450e-03,2.040086068407062214e+01,8.509528832073639526e-01,1.197101836460842074e-05,7.094706617344136536e+07,9.779027570972007987e-04,8.072679393856464003e+01,4.433132040682612133e-07,2.752565768889630449e-01,1.025375844622460541e-03,2.716282778680133297e-06,7.125954705113787258e-01,7.159032943951827363e-03,9.064024703147653080e-08,9.537017691861668922e-01,7.477428002972217773e+12,1.047967389574934113e-02,1.610580114894435694e-12
4.452379104442999620e-03,1.913650639989231905e+01,8.011915521256307571e-01,1.873604028081939199e-05,3.656568900017862767e+07,1.179519179050408581e-03,6.896759134769054072e+02,5.206511844278748820e-07,2.881133272792212319e-01,1.236779900342369152e-03,4.680949119928655932e-06,7.172323824952104854e-01,9.777294239636793657e-03,1.655818031586387427e-07,9.537017691861668922e-01,1.021213539777378516e+13,1.186595662314218237e-02,3.113926983900230051e-12
6.888915696236641920e-03,1.798160562834981846e+01,7.543617735488394871e-01,2.948153825760252916e-05,1.885168558154686168e+07,1.428505744563134941e-03,5.903624691133883971e+03,6.153152255064655863e-07,3.017405383206551717e-01,1.497853721905263811e-03,8.066372591592560284e-06,7.213830996604825296e-01,1.338401899542035652e-02,3.023984025263809304e-07,9.537017691861668922e-01,1.397926776034985156e+13,1.341200267488119185e-02,5.956228210395957599e-12
1.066440258856780725e-02,1.692253194936816385e+01,7.102842046980230029e-01,4.662494919648258932e-05,9.721370880718404427e+06,1.736386374452426233e-03,5.060890156500395824e+04,7.314444741003422432e-07,3.161709327262646196e-01,1.820680668270287933e-03,1.390110794805246375e-05,7.250781372736744279e-01,1.835953021056518572e-02,5.521469177525064171e-07,9.537017691861668922e-01,1.917606279963757812e+13,1.513576140804401976e-02,1.133862889424149643e-11
1.651550972625202493e-02,1.594791693477518280e+01,6.688012139548764612e-01,7.407861894239208087e-05,5.014658536825530231e+06,2.117428994887717540e-03,4.343298865723029594e+05,8.741582662866149294e-07,3.314354476319762988e-01,2.220221313728512006e-03,2.395693376645743506e-05,7.283508316659116355e-01,2.523019067254332615e-02,1.007872729022748325e-06,9.537017691861668922e-01,2.635229307257024609e+13,1.705692559839249584e-02,2.154272752479929967e-11
