r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
2.056570956429900688e-04,2.604081760690813852e+01,1.185482132788115539e+00,1.644787358868275473e-06,2.721566351846146584e+09,2.208807120322405003e-04,0.000000000000000000e+00,2.325060126655163226e-07,2.438601776533957655e-01,2.206309406621367864e-04,2.553475923423228271e-07,6.842107514471118535e-01,1.583233082775270008e-03,6.583488617736073700e-09,1.001132077710198409e+00,9.497706368937541504e+11,6.316189390428141905e-03,0.000000000000000000e+00
2.323742797988437704e-04,2.549055689322041474e+01,1.165397325821214025e+00,1.850963268089858650e-06,2.255215122937361240e+09,2.311051251090869669e-04,3.024365071155656667e-03,2.408322484483523483e-07,2.467514906814130271e-01,2.308437919976287739e-04,2.979079272302178870e-07,6.862606112344598053e-01,1.721444109698960128e-03,7.810269955659039674e-09,1.001132077710198409e+00,1.032682481331055908e+12,6.563740935211328717e-03,1.859420525892071811e-14
2.590914639546974449e-04,2.501498077984531321e+01,1.147801362358298993e+00,2.057097746566407378e-06,1.907690340583327532e+09,2.407142285619940107e-04,7.776226463908519904e-03,2.486276589922219100e-07,2.493718016494170242e-01,2.404420294998024213e-04,3.417398341415630497e-07,6.880524117740882684e-01,1.855118018747409659e-03,9.093663053702809024e-09,1.001132077710198409e+00,1.112872539961257568e+12,6.791064618910548113e-03,3.815809619011515046e-14
4.224005766168528655e-04,2.303771554381223297e+01,1.072146979782694576e+00,3.319159911058038564e-06,9.010966553831063509e+08,2.904201977942501094e-04,1.139170739228402979e-01,2.885660095884811404e-07,2.616512723945811358e-01,2.900917913433587593e-04,6.323010551286210857e-07,6.956863592180513312e-01,2.601775200985105042e-03,1.798303344281182152e-08,1.001132077710198409e+00,1.560787048084160156e+12,7.894252880546938356e-03,1.774722600173340354e-13
6.458133570234122090e-04,2.150592279377169191e+01,1.010652022171715236e+00,5.057362584073785749e-06,4.705349944890202284e+08,3.438280662259800106e-04,9.664309495683258699e-01,3.308959735647102834e-07,2.730362077789343367e-01,3.434392662878086601e-04,1.077696892175431770e-06,7.017586624767198078e-01,3.500404908029384685e-03,3.246308016631573639e-08,1.001132077710198409e+00,2.099868828572852051e+12,8.971086427500846866e-03,4.086828396788293810e-13
9.987160779529199138e-04,2.008755153514020364e+01,9.513108968816786915e-01,7.834954005881772593e-06,2.418360116184730828e+08,4.110132575545355363e-04,8.158099811674148327e+00,3.835206271853407950e-07,2.854442808450359248e-01,4.105484847659762217e-04,1.861267123983187706e-06,7.074520014880329999e-01,4.759299617467547400e-03,5.945405803994601043e-08,1.001132077710198409e+00,2.855071106098136719e+12,1.020364397756053434e-02,8.522947795102885484e-13
1.542928683041091837e-03,1.880743823736959897e+01,8.956944392066104044e-01,1.218932813451694517e-05,1.246615273525576890e+08,4.934461166472748793e-04,6.963661452864744206e+01,4.473884143669349394e-07,2.985771544685520418e-01,4.928881289828320389e-04,3.207466840902498133e-06,7.125955343590639757e-01,6.481669823844268645e-03,1.085944018524739676e-07,1.001132077710198409e+00,3.888309146456496582e+12,1.157484676000618620e-02,1.685208598652618753e-12
2.385972445026862676e-03,1.764183616484152850e+01,8.433166829142932919e-01,1.907773263566002524e-05,6.424974320582631230e+07,5.951812140982257670e-04,5.949299453939635214e+02,5.254374952039814595e-07,3.125231890374297050e-01,5.945081846338712284e-04,5.529431555485361060e-06,7.172324874932212158e-01,8.852204324012602141e-03,1.983806453614887976e-07,1.001132077710198409e+00,5.310376488592168945e+12,1.310600399241040014e-02,3.258218192178518185e-12
3.691689072921721781e-03,1.657713538873104042e+01,7.940244488855128235e-01,3.001926826521671704e-05,3.312427727413607389e+07,7.208197431258701231e-04,5.092635721285475483e+03,6.209723963183417597e-07,3.273050191851414881e-01,7.200046419195136379e-04,9.532459585825116854e-06,7.213832783146748584e-01,1.211769465901406211e-02,3.622992765430505332e-07,1.001132077710198409e+00,7.269321680545923828e+12,1.481362726333911202e-02,6.232245065420627525e-12
5.714974425234015803e-03,1.560076563201237576e+01,7.476285566376006386e-01,4.747577560867679371e-05,1.708120409980111197e+07,8.761787532269352773e-04,4.365783691906287277e+04,7.381719088296238108e-07,3.429583074184517910e-01,8.751879724311122316e-04,1.643546670542222077e-05,7.250784618731649367e-01,1.662254872543224293e-02,6.615267381634859822e-07,1.001132077710198409e+00,9.971752650643792969e+12,1.671756337759559494e-02,1.186421487400180381e-11
