r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
2.783933970069684674e-04,2.708896681704042564e+01,1.156353488494875403e+00,1.630426981938531805e-06,2.070000974714396954e+09,3.078505124894871832e-04,0.000000000000000000e+00,2.314665507439753216e-07,2.344245327844022009e-01,3.134624706203051250e-04,2.356915710789236673e-07,6.842107475331015154e-01,1.661464580574617978e-03,6.030759816115518062e-09,9.820968739265261149e-01,1.304570033869897461e+12,6.018786146221364805e-03,0.000000000000000000e+00
3.145598498872483138e-04,2.651655796485787064e+01,1.136762187978266336e+00,1.834802801851695534e-06,1.715298065389807463e+09,3.221006962452620422e-04,3.249419404990126423e-03,2.397555622518123791e-07,2.372039726592095887e-01,3.279724279718656795e-04,2.749676250568567099e-07,6.862606067993788361e-01,1.806504958409850406e-03,7.154544494261368093e-09,9.820968739265261149e-01,1.418454694931749268e+12,6.254681515548917575e-03,1.818925288944029980e-14
3.507263027675281059e-04,2.602183978667880737e+01,1.119598577254520055e+00,2.039137552666453935e-06,1.450973574166391850e+09,3.354932976990835053e-04,8.354884609308152466e-03,2.475161216549353972e-07,2.397228963151498138e-01,3.416091697326621040e-04,3.154157454023444334e-07,6.880524068152481520e-01,1.946784027902677362e-03,8.330187990857218535e-09,9.820968739265261149e-01,1.528600810942361328e+12,6.471301470353401676e-03,3.732707321802875368e-14
5.717941840872371338e-04,2.396498909209368477e+01,1.045803108672172854e+00,3.290180842775758118e-06,6.853666989666537046e+08,4.047705437576802558e-04,1.223940707696623692e-01,2.872759180116817801e-07,2.515272392047592231e-01,4.121493047211984700e-04,5.835185692746786206e-07,6.956863509843513871e-01,2.730335391818836024e-03,1.647323511870067281e-08,9.820968739265261149e-01,2.143839703973340332e+12,7.522545178343490423e-03,1.736071937110722261e-13
8.742231307848495657e-04,2.237154091796968203e+01,9.858191392198275560e-01,5.013207977020827855e-06,3.578849921617787480e+08,4.792072940715660836e-04,1.038347002997792590e+00,3.294166439116282552e-07,2.624716612105985614e-01,4.879429991011427991e-04,9.944240965699181930e-07,7.017586509756673641e-01,3.673368844429627557e-03,2.973758704366537763e-08,9.820968739265261149e-01,2.884302785519998047e+12,8.548675354419232181e-03,3.997824348007464692e-13
1.351939622357082238e-03,2.089607990280286742e+01,9.279360971337461406e-01,7.766548633060626182e-06,1.839384609212769568e+08,5.728460382320189068e-04,8.765177511516521136e+00,3.818060193252870824e-07,2.743996294793049628e-01,5.832887299006669826e-04,1.717194599719381952e-06,7.074519822870428687e-01,4.994468597419003328e-03,5.446248940776004146e-08,9.820968739265261149e-01,3.921620805809543457e+12,9.723196870212809720e-03,8.337332083485205157e-13
2.088627915010517894e-03,1.956444178619696217e+01,8.736862063198598261e-01,1.208290472600372309e-05,9.481652985300804675e+07,6.877360611614021044e-04,7.481854356330983080e+01,4.453882504593282305e-07,2.870243524435464044e-01,7.002731394630768921e-04,2.958701097413973165e-06,7.125955032341428907e-01,6.801945052180802427e-03,9.947716272411180720e-08,9.820968739265261149e-01,5.340838312686599609e+12,1.102983532557676866e-02,1.648507345614361998e-12
3.229836480844672057e-03,1.835192440226181532e+01,8.225954587247766847e-01,1.891116220233369645e-05,4.886784293649981171e+07,8.295283100355408095e-04,6.392004449578420235e+02,5.230883202032367690e-07,3.004307662024831016e-01,8.446501888545880675e-04,5.099626831714816905e-06,7.172324365049833617e-01,9.289611580713924566e-03,1.817251791473232049e-07,9.820968739265261149e-01,7.294136171292207031e+12,1.248889601591569865e-02,3.187257895304450578e-12
4.997350440404289655e-03,1.724437110992737132e+01,7.745144899863363186e-01,2.975713500649085328e-05,2.519409743977414072e+07,1.004635358650850805e-03,5.471576637045440293e+03,6.181958190821380993e-07,3.146406110847114745e-01,1.022949349827592235e-03,8.789644829439476664e-06,7.213831921751108212e-01,1.271644783650514865e-02,3.318812444703548453e-07,9.820968739265261149e-01,9.984863342098345703e+12,1.411611088045497744e-02,6.096504825510530060e-12
7.736195328573406728e-03,1.622870943530604038e+01,7.292589445715079721e-01,4.706103010243776341e-05,1.299191576944439486e+07,1.221163354296841801e-03,4.690585292076056794e+04,7.348701505829768616e-07,3.296880983377943330e-01,1.243424540610238351e-03,1.515108900254814742e-05,7.250783071561937021e-01,1.744384731056059304e-02,6.059831324968034680e-07,9.820968739265261149e-01,1.369678339389512305e+13,1.593038308656951133e-02,1.160574625485354460e-11
