r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
1.870518279899089037e-04,2.572119602265903637e+01,1.194755071373232447e+00,1.649307518517748240e-06,2.965114680354423523e+09,1.990750707560870253e-04,0.000000000000000000e+00,2.328363400655988078e-07,2.468904792769427148e-01,1.979057388328247103e-04,2.618350730317811412e-07,6.842107526862115652e-01,1.559514871173022735e-03,6.766668195208813149e-09,1.005908529637182802e+00,8.599187342439564209e+11,6.412250492025308932e-03,0.000000000000000000e+00
2.113519773166446620e-04,2.517768914039774231e+01,1.174513159430253806e+00,1.856050034802377706e-06,2.457030476557574272e+09,2.082901160738866403e-04,2.957100874615930727e-03,2.411744052360158042e-07,2.498177208931750826e-01,2.070666565965137852e-04,3.054796926189304165e-07,6.862606126384698246e-01,1.695655376692136590e-03,8.027583604781428623e-09,1.005908529637182802e+00,9.349868040323978271e+11,6.663566975694087263e-03,1.872310853648789354e-14
2.356521266433804203e-04,2.470795018930725107e+01,1.156779558927951035e+00,2.062751006508309039e-06,2.078406294995157957e+09,2.169505959682189360e-04,7.603277227357104796e-03,2.489808910164860665e-07,2.524705928723275372e-01,2.156762663564151274e-04,3.504287879817555913e-07,6.880524133438717937e-01,1.827326734361326300e-03,9.346685944462298006e-09,1.005908529637182802e+00,1.007590579293551270e+12,6.894347958506125487e-03,3.842262504076666810e-14
3.841870848054602613e-04,2.275495366417289489e+01,1.080533401637660651e+00,3.328281538964671122e-06,9.817342587909773588e+08,2.617495256103216823e-04,1.113834705867173119e-01,2.889759838141208709e-07,2.649026531591742728e-01,2.602120549715699477e-04,6.484059000702876648e-07,6.956863618243560587e-01,2.562798345042433239e-03,1.848339495296765286e-08,1.005908529637182802e+00,1.413130679115461670e+12,8.014314285086978143e-03,1.787025768511378024e-13
5.873882695672507856e-04,2.124196205900097567e+01,1.018557429739919806e+00,5.071260950767428005e-06,5.126423928980048299e+08,3.098848947286241603e-04,9.449366939567827028e-01,3.313660850894961989e-07,2.764290614342951868e-01,3.080646854047408676e-04,1.105193102109142301e-06,7.017586661072718890e-01,3.447965731844799056e-03,3.336633435666061612e-08,1.005908529637182802e+00,1.901213244356143799e+12,9.107524990039132795e-03,4.115159900313935085e-13
9.083647906809224747e-04,1.984099969635555993e+01,9.587521319883592907e-01,7.856485683672954044e-06,2.634775131519181728e+08,3.704374762538769836e-04,7.976656532136344069e+00,3.840655069398191341e-07,2.889913223999927561e-01,3.682615917249341237e-04,1.908848814535856001e-06,7.074520075483299308e-01,4.688001123664662512e-03,6.110831106830817483e-08,1.005908529637182802e+00,2.584970535974262695e+12,1.035882814815574163e-02,8.582032431354508217e-13
1.403343900280169245e-03,1.857659833399421956e+01,9.027006358078331072e-01,1.222282656027419885e-05,1.358172766059314609e+08,4.447324591670239933e-04,6.808783960925562440e+01,4.480240395843247238e-07,3.022873909245319402e-01,4.421201789862869483e-04,3.289643656571404815e-06,7.125955441624405307e-01,6.384568815148421173e-03,1.116159408020880084e-07,1.005908529637182802e+00,3.520460391689812012e+12,1.175088516669888991e-02,1.696891225133849125e-12
2.170119822478378240e-03,1.742530259723198327e+01,8.499131685480310061e-01,1.913016309657851778e-05,6.999933700804772973e+07,5.364241550727440059e-04,5.816983531009975650e+02,5.261840294089461516e-07,3.164067270043267599e-01,5.332732940103656564e-04,5.671449408980232375e-06,7.172325034853236359e-01,8.719591162939582460e-03,2.039004223112141868e-07,1.005908529637182802e+00,4.807995059591772461e+12,1.330532951555322106e-02,3.280806007351583997e-12
3.357712626238804846e-03,1.637366931567496309e+01,8.002353382112564750e-01,3.010177750940056356e-05,3.608849490296337008e+07,6.496595753391963372e-04,4.979376851193905168e+03,6.218547438998392837e-07,3.313722519878724571e-01,6.458435893505341981e-04,9.777975656712030312e-06,7.213833051183736744e-01,1.193616425461569222e-02,3.723800874833766108e-07,1.005908529637182802e+00,6.581618070648275391e+12,1.503892455027444099e-02,6.275453108554631269e-12
5.197962400216768995e-03,1.540928149738550701e+01,7.534764333196392050e-01,4.760631552972601578e-05,1.860973515318387374e+07,7.896817412636975356e-04,4.268703688370701275e+04,7.392211107996605925e-07,3.472200926390395792e-01,7.850432897199159437e-04,1.686012147374307661e-05,7.250785093908413970e-01,1.637354500233681107e-02,6.799343381648449870e-07,1.005908529637182802e+00,9.028396172269531250e+12,1.697182164362725371e-02,1.194648722297156284e-11
8.050130198332597700e-03,1.452175702212814556e+01,7.094676735966004566e-01,7.564049921136061839e-05,9.599144227580521256e+06,9.629889380194278821e-04,3.663832663775960100e+05,8.834647189119153662e-07,3.639849463736686275e-01,9.573325105084500497e-04,2.907543559180132572e-05,7.283515747853500644e-01,2.250153802893939750e-02,1.241188058517949168e-06,1.005908529637182802e+00,1.240738030656525586e+13,1.912620223667812341e-02,2.269873977546956408e-11
1.246991099486570095e-02,1.370240300667109246e+01,6.680586870941757072e-01,1.206780367482511288e-04,4.953755399998665787e+06,1.177608404579763915e-03,3.146310303769746330e+06,1.060980874379298769e-06,3.816992026850105635e-01,1.170691340100785171e-03,5.014085709419400957e-05,7.312376585136409757e-01,3.096935980777520622e-02,2.264735827862389806e-06,1.005908529637182802e+00,1.707654936705831445e+13,2.152628912570725764e-02,4.309824051129305163e-11
1.930957049799937597e-02,1.294436069529747613e+01,6.291367395797459183e-01,1.931446088250251907e-04,2.559583528116472997e+06,1.443240671345299595e-03,2.698291606315722317e+07,1.279488388821132169e-06,4.003806238134004492e-01,1.434763329689486139e-03,8.641975613353294352e-05,7.337712613103265502e-01,4.266343204143088069e-02,4.127748558070371130e-06,1.005908529637182802e+00,2.352467755050986719e+13,2.419662913152805656e-02,8.176829702554475736e-11
2.984196091637513273e-02,1.224332201935058961e+01,5.926753144685095176e-01,3.094618148503389208e-04,1.327269188822062220e+06,1.770819997655982648e-03,2.297834824838357568e+08,1.547665379873597496e-06,4.199952718046127687e-01,1.760418512699850379e-03,1.485836313860385688e-04,7.359830250150256603e-01,5.874906920110371106e-02,7.498861278810502785e-06,1.005908529637182802e+00,3.239432092585589062e+13,2.715591310298153330e-02,1.547003269259616557e-10
4.584232653624627923e-02,1.159885275390948323e+01,5.588148338356825340e-01,4.939962390843711344e-04,6.948978566134885186e+05,2.170438132604171795e-03,1.911863362493537426e+09,1.873466716097410594e-06,4.403772023433826788e-01,2.157689361066476592e-03,2.535877863177190498e-04,7.378962133241250276e-01,8.061338045969854149e-02,1.350468465680608217e-05,1.005908529637182802e+00,4.445033347831380469e+13,3.040167837591498112e-02,2.901590214094715994e-10
6.954320649076185801e-02,1.101334943387424481e+01,5.278168416521051842e-01,7.797334422985158567e-04,3.709278701988601242e+05,2.648346917479252067e-03,1.504600478690550995e+10,2.261727990834976682e-06,4.611942732973415282e-01,2.632790993863501783e-03,4.261898529609926844e-04,7.395312132275575490e-01,1.096768315183500875e-01,2.389633353949031436e-05,1.005908529637182802e+00,6.047596203055607031e+13,3.389829532123850991e-02,5.343972496895882612e-10
1.037161255890110823e-01,1.048551131838060790e+01,4.997187962886996959e-01,1.210417966197795906e-03,2.032152626944985241e+05,3.209162586200911375e-03,1.087001436949989014e+11,2.716004250185919370e-06,4.821572040321834840e-01,3.190312530065145692e-03,7.014705427851068362e-04,7.409223974749745700e-01,1.474412843508996485e-01,4.129589242672196842e-05,1.005908529637182802e+00,8.129933542664001562e+13,3.760669975950443888e-02,9.601772250032640875e-10
1.521345657847966715e-01,1.000800406559343259e+01,4.742058109887068440e-01,1.848024803408919664e-03,1.141850833795664803e+05,3.861636822167672806e-03,7.194110103174387207e+11,3.243237335681998468e-06,5.032045870963538503e-01,3.838954247222171878e-03,1.131374322077584533e-03,7.421188286477490292e-01,1.958843617290315364e-01,6.974209544862698619e-05,1.005908529637182802e+00,1.080109176961645938e+14,4.152084436400987205e-02,1.684215567031545445e-09
2.201353521300196403e-01,9.571813996487165355e+00,4.508460780498630416e-01,2.783166845557879902e-03,6.550659756360297615e+04,4.620082432237902770e-03,4.431601420647543945e+12,3.854864920691151723e-06,5.244256223968680741e-01,4.592944881284884324e-03,1.794836648878699210e-03,7.431696144312982533e-01,2.577329004551208169e-01,1.155794829072438957e-04,1.005908529637182802e+00,1.421142905586323750e+14,4.566232015377987702e-02,2.896637835128645621e-09
3.153184587449303633e-01,9.168906784792705267e+00,4.292410666007316355e-01,4.149544705763881167e-03,3.816697187225776725e+04,5.504297249781723092e-03,2.589815488150472656e+13,4.566732824082766446e-06,5.459688526146130316e-01,5.471965976635118772e-03,2.813080248695990371e-03,7.441181752038693586e-01,3.366865285530357133e-01,1.888648135272720909e-04,1.005908529637182802e+00,1.856494342067717188e+14,5.006816773673482962e-02,4.909680185715914733e-09
4.484847235728155468e-01,8.793007976934573477e+00,4.090741191828979328e-01,6.144706938408879895e-03,2.247997527621811241e+04,6.539453184543055943e-03,1.459559405531397812e+14,5.399001564964028162e-06,5.679903018644480994e-01,6.501041587649868808e-03,4.373004754815070470e-03,7.450029858764524171e-01,4.376678519176124271e-01,3.055931874684239221e-04,1.005908529637182802e+00,2.413306805834934062e+14,5.478239945390898924e-02,8.238126351702080076e-09
6.349152545479240795e-01,8.439560980083186337e+00,3.901124377620585060e-01,9.060079070936801968e-03,1.333710444300032214e+04,7.756216174163861957e-03,8.031011316659043750e+14,6.376258118314991387e-06,5.906291968249395286e-01,7.710657525651384500e-03,6.763015818358353998e-03,7.458606706205699322e-01,5.671304110060990666e-01,4.912083474418295695e-04,1.005908529637182802e+00,3.127165211427550000e+14,5.985092528920069738e-02,1.373169202703163498e-08
8.961546315801975915e-01,8.105386644578278066e+00,3.721910494090884813e-01,1.332493056098765435e-02,7.950582697029119117e+03,9.191303663745873861e-03,4.351498638488222000e+15,7.527999526131245153e-06,6.140014078286883947e-01,9.137315563932090282e-03,1.042834447196735147e-02,7.467299014959823955e-01,7.334662533813518515e-01,7.861482632550031600e-04,1.005908529637182802e+00,4.044343429337986250e+14,6.531920045557638999e-02,2.279328536032873149e-08
1.262520391244259521e+00,7.788310407472756047e+00,3.551937483685277952e-01,1.957119306833124753e-02,4.754361850655942362e+03,1.088855804654009773e-02,2.335043829449693200e+16,8.889555364716704070e-06,6.382017678756453094e-01,1.082460057324242941e-02,1.605698759869252090e-02,7.476557373029196762e-01,9.475551331488296647e-01,1.254615285860037621e-03,1.005908529637182802e+00,5.224832579575341875e+14,7.123147801799858958e-02,3.773965630553473868e-08
1.776644177157097992e+00,7.486861961483830541e+00,3.390371775597181281e-01,2.872928472327672053e-02,2.849012464139522763e+03,1.290059065278787928e-02,1.245435255972112000e+17,1.050349261247949539e-05,6.633091464547911098e-01,1.282481485413086535e-02,2.471381985838831674e-02,7.486947560377428257e-01,1.223503253546951219e+00,1.998437030117184397e-03,1.005908529637182802e+00,6.746414468892412500e+14,7.763067663667734541e-02,6.239853558108953216e-08
2.498469445459289062e+00,7.200068693758455041e+00,3.236595790705827369e-01,4.216956522479640979e-02,1.709806251756206620e+03,1.529111275722618360e-02,6.617733011026598400e+17,1.242153657903653530e-05,6.893894994229833317e-01,1.520129545252138850e-02,3.805056880794564084e-02,7.499222342941888053e-01,1.579634714852873545e+00,3.178916041936341932e-03,1.005908529637182802e+00,8.710128448742383750e+14,8.455813905179765388e-02,1.030994179210664785e-07
3.512308766298038343e+00,6.927325506199902172e+00,3.090140307914234219e-01,6.190783884666320458e-02,1.027386785033495471e+03,1.813823875024430862e-02,3.508049685117760000e+18,1.470676985191923272e-05,7.164866696469677221e-01,1.803169792862430523e-02,5.863456294289408344e-02,7.514459079472355363e-01,2.039830135584475013e+00,5.051050580341983308e-03,1.005908529637182802e+00,1.124765259176467125e+15,9.205274153991659103e-02,1.703226252788606357e-07
4.936834760499910324e+00,6.668297186600111282e+00,2.950671702750448100e-01,9.087573392929843008e-02,6.181638376727419200e+02,2.153947466085948462e-02,1.856639508322479309e+19,1.743362904083508696e-05,7.445518007280107486e-01,2.141295557820597703e-02,9.045286635583124624e-02,7.534473405516557420e-01,2.635372147872323989e+00,8.015946132032315125e-03,1.005908529637182802e+00,1.453147977970591500e+15,1.001485539318938411e-01,2.814621446084396766e-07
6.939361412110244487e+00,6.422717845322546637e+00,2.818127156345182072e-01,1.330525064376584521e-01,3.728552138750528684e+02,2.562083043049505696e-02,9.811506443310710784e+19,2.066855730238491390e-05,7.730502685630448179e-01,2.547033818247483594e-02,1.395738663729611806e-01,7.563573877553640967e-01,3.407661574816675198e+00,1.269281231041416956e-02,1.005908529637182802e+00,1.878989474428047500e+15,1.088682126381267656e-01,4.655516429920466922e-07
9.757047200409568077e+00,6.189604408239993028e+00,2.693441370881800578e-01,1.917386037797641496e-01,2.266504459295863683e+02,3.056145900482059447e-02,5.167934433104977592e+20,2.433093854159989859e-05,7.990042987678195319e-01,3.038194637423314096e-02,2.140650383685861191e-01,7.616658110341743004e-01,4.413126205419481529e+00,1.995668683658262388e-02,1.005908529637182802e+00,2.433404112247238000e+15,1.181979928391652113e-01,7.720220709207968034e-07
1.373022352839803339e+01,5.966021799603689502e+00,2.580808139029173165e-01,2.578001070341790490e-01,1.416728733942796339e+02,3.668373581452519933e-02,2.687844936126212080e+21,2.757210436943321745e-05,8.106616495629939134e-01,3.646826200763653159e-02,3.175566761506145030e-01,7.746178142113526732e-01,5.735558121472911886e+00,3.059190423240277026e-02,1.005908529637182802e+00,3.162594965375248000e+15,1.279793693671090749e-01,1.290948973217955854e-06
1.870518279899089009e+01,5.778438104598691005e+00,2.494283997871472036e-01,2.945839901675545436e-01,9.735957993633324747e+01,4.379147036281728217e-02,1.155181238524285498e+22,2.850771969962968876e-05,7.958475694056728056e-01,4.353424697433697782e-02,4.262559369412407539e-01,7.994820296665223758e-01,7.314351799312209579e+00,4.302339746902180545e-02,1.005908529637182802e+00,4.033144061235267500e+15,1.367175147487482145e-01,2.090788483134758071e-06
