r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
1.491873275286997793e-04,2.497491391018109397e+01,1.217171398544712790e+00,1.660134327148555712e-06,3.637834277762474060e+09,1.553668102508971274e-04,0.000000000000000000e+00,2.336343011291685998e-07,2.542678805735111847e-01,1.529970934501394850e-04,2.779863799275098754e-07,6.842107556679642988e-01,1.504391150870181470e-03,7.224217135496698647e-09,1.015488639341569632e+00,6.784425608719074707e+11,6.647207406275770433e-03,0.000000000000000000e+00
1.685684497228225835e-04,2.444717649972601592e+01,1.196549702298578932e+00,1.868233995985074258e-06,3.014476895319285870e+09,1.625586309864967877e-04,2.802537323850990206e-03,2.420009421628854935e-07,2.572825919029941844e-01,1.600792216561849532e-04,3.243311103559829566e-07,6.862606160169640868e-01,1.635719537959749986e-03,8.570393186326445981e-09,1.015488639341569632e+00,7.376683594288099365e+11,6.907732595631287977e-03,1.903474122274329883e-14
1.879495719169453605e-04,2.399106669632687883e+01,1.178483379126423092e+00,2.076291847586270991e-06,2.549951178783233643e+09,1.693176448500336058e-04,7.205864495517922026e-03,2.498341820289375943e-07,2.600147350823804882e-01,1.667351443338815659e-04,3.720623683568815810e-07,6.880524171212081264e-01,1.762736746977907037e-03,9.978690652481251705e-09,1.015488639341569632e+00,7.949499251381240234e+11,7.146969824592260337e-03,3.906214203285707174e-14
3.064169174102136621e-04,2.209473500741226459e+01,1.100806670407569854e+00,3.350129908790593004e-06,1.204468270536395788e+09,2.042806716316526261e-04,1.055616105020177331e-01,2.899663450999994638e-07,2.728182812580009498e-01,2.011649010313948003e-04,6.885097272268202608e-07,6.956863680955658324e-01,2.472211864627020788e-03,1.973320610046938192e-08,1.015488639341569632e+00,1.114905353893699463e+12,8.307973805717950438e-03,1.816769538308774559e-13
4.684844889020553646e-04,2.062564205982872068e+01,1.037667898867084659e+00,5.104550682680733954e-06,6.289498014510164261e+08,2.418475940969227295e-04,8.955459554852926995e-01,3.325017179194306806e-07,2.846891113529265716e-01,2.381588377529597286e-04,1.173673976960335380e-06,7.017586748244668549e-01,3.326091344614460002e-03,3.562249715223851793e-08,1.015488639341569632e+00,1.499983517071914795e+12,9.441241571356661158e-03,4.183653271238912771e-13
7.244864203024641534e-04,1.926532760516512610e+01,9.767405144233544112e-01,7.908058915254454496e-06,3.232548213087268472e+08,2.891054571591713087e-04,7.559725685762940017e+00,3.853817547397086158e-07,2.976267494621063214e-01,2.846959049651443907e-04,2.027374917484824107e-06,7.074520220990013764e-01,4.522295611686830488e-03,6.524033078211426415e-08,1.015488639341569632e+00,2.039441546859617188e+12,1.073839481557809124e-02,8.724873623610243102e-13
1.119267995783580121e-03,1.803761193991897116e+01,9.196373601900845740e-01,1.230306279880434496e-05,1.666312504433104694e+08,3.470884923511119284e-04,6.452897376248080263e+01,4.495594973168607702e-07,3.113201229601711972e-01,3.417945596872062224e-04,3.494387486548266723e-06,7.125955676653802362e-01,6.158895404417000057e-03,1.191631886514214217e-07,1.015488639341569632e+00,2.777506879044028320e+12,1.218145942323677240e-02,1.725134771159950595e-12
1.730827378700198690e-03,1.691972000767643181e+01,8.658594626105159398e-01,1.925574549255568198e-05,8.588063931562221050e+07,4.186487064125690998e-04,5.512939823624493556e+02,5.279874025344430654e-07,3.258613686799422537e-01,4.122633087101947296e-04,6.025367946332869047e-06,7.172325417084872701e-01,8.411383480921772599e-03,2.176878057936489779e-07,1.015488639341569632e+00,3.793322332407597656e+12,1.379286193131457235e-02,3.335413517246033411e-12
2.678020032025067634e-03,1.589859807578364048e+01,8.152495003830105835e-01,3.029940340763710444e-05,4.427613882827746123e+07,5.070226990933084012e-04,4.719122321556469615e+03,6.239861803803539288e-07,3.412741051055828145e-01,4.992893858685171346e-04,1.038997661720401449e-05,7.213833688109952957e-01,1.151426685081636397e-02,3.975600750568043341e-07,1.015488639341569632e+00,5.192644668450638672e+12,1.558998138787327792e-02,6.379910864041053352e-12
4.145762112050507646e-03,1.496218730110201811e+01,7.676130698362436666e-01,4.791897450519521902e-05,2.283177907340439409e+07,6.163027591451370477e-04,4.045622150772449822e+04,7.417555397617610918e-07,3.575955860059199520e-01,6.069026626873346786e-04,1.791897160011689328e-05,7.250786212065548630e-01,1.579482881480200052e-02,7.259129938555889571e-07,1.015488639341569632e+00,7.123070421844279297e+12,1.759371370440065280e-02,1.214538171626220713e-11
