r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
5.361692418034648064e-04,2.951006643968084120e+01,1.095784971939486763e+00,1.599704006506674394e-06,1.145387729917588949e+09,6.318409790387745795e-04,0.000000000000000000e+00,2.293433680721505336e-07,2.151915979027918258e-01,6.933137276633165183e-04,1.981583807231459567e-07,6.842107392746272776e-01,1.844720418255558223e-03,4.986029215188963533e-09,9.113348745715388333e-01,2.593718476189547363e+12,5.420875651962698584e-03,0.000000000000000000e+00
6.058236942378420354e-04,2.888649802938164157e+01,1.077219841879545115e+00,1.800228667019486684e-06,9.491209798404542208e+08,6.610884522692061322e-04,3.793689797884422423e-03,2.375563460585963340e-07,2.177430036493701038e-01,7.254067310658058199e-04,2.311669390055226664e-07,6.862605974406007503e-01,2.005758424212223789e-03,5.915136570038842467e-09,9.113348745715388333e-01,2.820141541324538086e+12,5.633337013774808964e-03,1.734959592659863223e-14
6.754781466722191560e-04,2.834756396463172123e+01,1.060955241913666969e+00,2.000713032157313514e-06,8.028630624240379333e+08,6.885757995373685764e-04,9.754308876344272919e-03,2.452457192532091020e-07,2.200552667562435671e-01,7.555683632332190836e-04,2.651583326382888352e-07,6.880523963506973706e-01,2.161509959788573097e-03,6.887119053760231338e-09,9.113348745715388333e-01,3.039131709981795410e+12,5.828437794865861180e-03,3.560397125111268906e-14
1.101241825873794898e-03,2.610688035303295607e+01,9.910250979224409784e-01,3.228182246773301734e-06,3.792319956040602922e+08,8.307623386291117023e-04,1.428947987739051795e-01,2.846408044223357540e-07,2.308911434698692200e-01,9.115884421955123716e-04,4.904205267200419784e-07,6.956863336053914493e-01,3.031485260227019182e-03,1.361951640187100667e-08,9.113348745715388333e-01,4.262336586040770020e+12,6.775250243874019959e-03,1.655930911689845671e-13
1.683702409568283180e-03,2.437101552530250359e+01,9.341829983675581373e-01,4.918742323055753740e-06,1.980274230468420684e+08,9.835384498323603269e-04,1.212268471679465165e+00,3.263949954809323510e-07,2.409376541958877793e-01,1.079228368490526288e-03,8.355647165291167132e-07,7.017586265228669129e-01,4.078533651220137349e-03,2.458604251786554405e-08,9.113348745715388333e-01,5.734510217507108398e+12,7.699444399137463264e-03,3.813276883811803299e-13
2.603756089054900212e-03,2.276368403079997904e+01,8.793318161502707841e-01,7.620200098133331927e-06,1.017781247475194335e+08,1.175725151376245817e-03,1.023333108945169556e+01,3.783037940999909071e-07,2.518870114450415532e-01,1.290113200078082424e-03,1.442469494801312057e-06,7.074519414274917928e-01,5.545347489246976215e-03,4.502776051846441433e-08,9.113348745715388333e-01,7.796883526313656250e+12,8.757288081675557168e-03,7.952462880024985368e-13
4.022573540164340114e-03,2.131302991170006322e+01,8.279234956249158506e-01,1.185521861022172270e-05,5.246456418059342355e+07,1.411528446788720605e-03,8.735047351922690950e+01,4.413027434562814139e-07,2.634759557014156317e-01,1.548858148825201257e-03,2.484577345716704416e-06,7.125954365880675656e-01,7.552183360125306819e-03,8.224436338166651962e-08,9.113348745715388333e-01,1.061853998192945117e+13,9.934123859078481528e-03,1.572408161140570579e-12
6.220468865865224836e-03,1.999214435954814562e+01,7.795089016724404685e-01,1.855479186014465746e-05,2.703993573734293878e+07,1.702546080743239446e-03,7.462632010951327857e+02,5.182898844312012002e-07,2.757824410566744877e-01,1.868189321234618684e-03,4.280919567439931442e-06,7.172323259816150154e-01,1.031422758423795362e-02,1.502441008972635336e-07,9.113348745715388333e-01,1.450203639972707617e+13,1.124823845299744059e-02,3.040122590400455558e-12
9.624566587644880003e-03,1.878560887960601278e+01,7.339466311148774569e-01,2.919629236541681182e-05,1.394065183673617989e+07,2.061937677738692222e-03,6.387979608478963200e+03,6.125241814882814674e-07,2.888263759273642650e-01,2.262546661245796661e-03,7.375599064059321260e-06,7.213830012335651354e-01,1.411900428259293960e-02,2.743869205500880327e-07,9.113348745715388333e-01,1.985163817278646484e+13,1.271379531327276879e-02,5.815043699952863574e-12
1.489924952038581586e-02,1.767919420273640796e+01,6.910624561716510739e-01,4.617355730821198957e-05,7.188927093802896328e+06,2.506332948931505860e-03,5.476003329531456257e+04,7.281249245712229846e-07,3.026389801635002708e-01,2.750177809347908921e-03,1.270784079466026988e-05,7.250779518627772369e-01,1.936766615126725086e-02,5.009971154359538452e-07,9.113348745715388333e-01,2.723137503119107812e+13,1.434779644646491485e-02,1.106976820019269650e-11
