r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
9.015663431377055807e-05,2.339187688108977881e+01,1.268632348571461010e+00,1.684468880318937030e-06,5.736769214358345032e+09,8.947758006886426371e-05,0.000000000000000000e+00,2.354673159706954740e-07,2.714753711794901103e-01,8.687557300015178656e-05,3.176418424852335067e-07,6.842107624410158628e-01,1.388679669562121327e-03,8.355807266344532489e-09,1.029950962956042160e+00,4.002431916843114014e+11,7.201084756395405469e-03,0.000000000000000000e+00
1.018690013954153824e-04,2.289759016859120777e+01,1.247138785111238546e+00,1.895618912526556020e-06,4.753750984949941635e+09,9.361943468689517493e-05,2.486278447196366061e-03,2.438995992798230332e-07,2.746941020842721404e-01,9.089698253031373311e-05,3.706200594324936150e-07,6.862606236907312640e-01,1.509906827039064064e-03,9.912846223144122879e-09,1.029950962956042160e+00,4.351831029474233398e+11,7.483318152897480355e-03,1.975061077405568216e-14
1.135813684770602068e-04,2.247039094048002283e+01,1.228308633669283445e+00,2.106726514674712908e-06,4.021206122835302830e+09,9.751203073302117368e-05,6.392701861156259782e-03,2.517942965737423458e-07,2.776111421386306399e-01,9.467638192516835706e-05,4.251870818761865609e-07,6.880524257005774524e-01,1.627154404468462425e-03,1.154173719231809507e-08,1.029950962956042160e+00,4.689760255603057251e+11,7.742489773148450612e-03,4.053121367593335369e-14
1.851733555788796380e-04,2.069425847801849017e+01,1.147347821622722641e+00,3.399236744919839543e-06,1.899414878238433599e+09,1.176476520820371100e-04,9.364926098410172872e-02,2.922413269327639783e-07,2.912811641651276706e-01,1.142264596213191406e-04,7.870296388550788976e-07,6.956863823380441403e-01,2.282059679011965055e-03,2.282418462499889602e-08,1.029950962956042160e+00,6.577318510249600830e+11,9.000234157006615360e-03,1.885095680904713634e-13
2.831137098069376576e-04,1.931828474411977581e+01,1.081539624186982573e+00,5.179373294587618752e-06,9.918376124712040424e+08,1.392828791627664714e-04,7.944855333967565381e-01,3.351104056360336795e-07,3.039553437345526854e-01,1.352325345305891119e-04,1.341970362671932478e-06,7.017586945317317859e-01,3.070261984787269870e-03,4.120233922935191795e-08,1.029950962956042160e+00,8.849063488383516846e+11,1.022793065477923050e-02,4.340993271144646406e-13
4.378203610137146968e-04,1.804419392058555616e+01,1.018036276292594966e+00,8.023975826639466612e-06,5.097644874015334845e+08,1.664992464009336121e-04,6.706626221633033680e+00,3.884053364032331488e-07,3.177685338167768325e-01,1.616574501013789663e-04,2.318790735870101565e-06,7.074520549991030194e-01,4.174459295107824618e-03,7.545945919440348297e-08,1.029950962956042160e+00,1.203156457498245850e+12,1.163316890177833879e-02,9.053002192677004727e-13
6.763941140570292046e-04,1.689429716202133136e+01,9.585188430913613722e-01,1.248340293603127018e-05,2.627731515743969381e+08,1.998923739268138185e-04,5.724702546489435662e+01,4.530866270510965573e-07,3.323886045494721664e-01,1.940795058369639459e-04,3.998036614741226387e-06,7.125956206564874051e-01,5.685178957264726621e-03,1.378287053864999409e-07,1.029950962956042160e+00,1.638573834575986816e+12,1.319647652017267615e-02,1.790014565104587349e-12
1.045970918757290098e-03,1.584726261525875657e+01,9.024672317226771767e-01,1.953800492412446771e-05,1.354314865581480861e+08,2.411047917866256725e-04,4.890821256469097875e+02,5.321299496318307420e-07,3.479139354241394533e-01,2.340934670274354655e-04,6.896467514645556481e-06,7.172326273732870794e-01,7.764416843354586366e-03,2.517861331131525456e-07,1.029950962956042160e+00,2.237848689706512207e+12,1.494214947065284835e-02,3.460855078955068216e-12
1.618378613570530715e-03,1.489086294704011593e+01,8.497174084451221132e-01,3.074358026163031041e-05,6.982218905369506776e+07,2.920005932169434998e-04,4.186597721513961915e+03,6.288822545053176492e-07,3.643697668445791127e-01,2.835092190980416154e-04,1.189726671335063549e-05,7.213835099043781618e-01,1.062864861426216292e-02,4.598339865727565475e-07,1.029950962956042160e+00,3.063373316327664551e+12,1.688901770028419097e-02,6.619863586378082654e-12
2.505373041556845180e-03,1.401380005318553579e+01,8.000665336956721552e-01,4.862165158993622330e-05,3.600484416448070854e+07,3.549370053951724207e-04,3.589143734512739320e+04,7.475770111599742272e-07,3.817959661721820330e-01,3.446154410851509273e-04,2.052870909674059524e-05,7.250788639788414702e-01,1.458001455705636162e-02,8.396246509268709148e-07,1.029950962956042160e+00,4.202230139194034668e+12,1.905973034279370010e-02,1.260225250644720258e-11
