r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
3.315490039303398248e-04,2.771325912962755567e+01,1.139875583675301840e+00,1.622192649188295236e-06,1.767688546625729322e+09,3.728659050874896580e-04,0.000000000000000000e+00,2.308767214164023800e-07,2.291436871300618627e-01,3.852400364197673937e-04,2.250488108703440001e-07,6.842107453042656218e-01,1.708382733918476599e-03,5.733011128976521678e-09,9.678794253907853085e-01,1.566816704959505615e+12,5.853489268802922543e-03,0.000000000000000000e+00
3.746209717267536292e-04,2.712765853665554516e+01,1.120563456892941012e+00,1.825536286272828943e-06,1.464788074806232691e+09,3.901256054277426710e-04,3.386710236464395615e-03,2.391446104871689910e-07,2.318605149777563379e-01,4.030725265910346995e-04,2.625471687548260282e-07,6.862606042737064982e-01,1.857518911280840561e-03,6.801312683506091781e-09,9.678794253907853085e-01,1.703594634966556396e+12,6.082906129655344524e-03,1.796010693725790651e-14
4.176929395231674335e-04,2.662153907716962919e+01,1.103644425604073165e+00,2.028839061630402242e-06,1.239066743002144337e+09,4.063466094060874710e-04,8.707885844926210872e-03,2.468853940578939906e-07,2.343226952154367770e-01,4.198318496562971551e-04,3.011638325625645110e-07,6.880524039912347956e-01,2.001759325469491726e-03,7.918912701041478230e-09,9.678794253907853085e-01,1.835882491776423584e+12,6.293576946273055084e-03,3.685683137106647797e-14
6.809708635932416572e-04,2.451728617123443144e+01,1.030900533875747538e+00,3.273564058086626214e-06,5.852726041181954145e+08,4.902546146362843317e-04,1.275653280764506847e-01,2.865438721038709492e-07,2.458611233872698976e-01,5.065244717216113753e-04,5.571131390364652400e-07,6.956863462949212096e-01,2.807437414573029852e-03,1.565992401591822552e-08,9.678794253907853085e-01,2.574797644548926270e+12,7.315949843708324102e-03,1.714201110778576200e-13
1.041144744355383678e-03,2.288711516736760032e+01,9.717713221129704593e-01,4.987889426867679058e-06,3.056178028590260148e+08,5.804117774974580949e-04,1.082218253504439787e+00,3.285772170889369881e-07,2.565590032501706141e-01,5.996736393720885879e-04,9.493586524716791965e-07,7.017586444025175618e-01,3.777101337999299278e-03,2.826939479768527403e-08,9.678794253907853085e-01,3.464109859696467773e+12,8.313899047823742824e-03,3.947460581849611489e-13
1.610074994085926173e-03,2.137765070102198450e+01,9.147131093492253395e-01,7.727324519604481052e-06,1.570752364286698997e+08,6.938262124747678495e-04,9.135515605136657058e+00,3.808330866527317159e-07,2.682182713317634581e-01,7.168519076584695549e-04,1.639244052479982060e-06,7.074519713097612295e-01,5.135507612433671577e-03,5.177358794680155836e-08,9.678794253907853085e-01,4.709951087571547852e+12,9.456164100228642636e-03,8.232299702128144874e-13
2.487424266657126733e-03,2.001532370346465584e+01,8.612362781676095036e-01,1.202188072946792802e-05,8.096908960616670549e+07,8.329799973245236066e-04,7.797969465223272323e+01,4.442532814549388164e-07,2.805585975528795961e-01,8.606237259235100271e-04,2.824141873319134433e-06,7.125954853898777142e-01,6.994025202030054213e-03,9.456580872894130076e-08,9.678794253907853085e-01,6.414461644852586914e+12,1.072691764743438289e-02,1.627739584612955135e-12
3.846531103713278672e-03,1.877486297457784303e+01,8.108735861415727886e-01,1.881564901262549087e-05,4.173096970476558059e+07,1.004717452782229485e-03,6.662068706460651129e+02,5.217553041604049520e-07,2.936630012657184263e-01,1.038060554264360691e-03,4.867211834716744147e-06,7.172324071086111363e-01,9.551939666024944139e-03,1.727530639966878951e-07,9.678794253907853085e-01,8.760413188656929688e+12,1.214590697213572580e-02,3.147104223124710269e-12
5.951524682252158985e-03,1.764178635847770238e+01,7.634778305009385369e-01,2.960682269517645292e-05,2.151466182626149431e+07,1.216805196671125839e-03,5.702740636259476560e+03,6.166202565541369488e-07,3.075527211357724222e-01,1.257186757720194078e-03,8.388106564176545262e-06,7.213831419959555458e-01,1.307553960718940179e-02,3.154953686714478533e-07,9.678794253907853085e-01,1.199202817738243359e+13,1.372843054845700184e-02,6.019694040897476020e-12
9.213292020637708218e-03,1.660272264035838674e+01,7.188673969700147826e-01,4.682319329409076431e-05,1.109456929043489881e+07,1.479060283063680491e-03,4.888716351842476433e+04,7.329964823616333675e-07,3.222611519585647510e-01,1.528145184475332647e-03,1.445706518907958200e-05,7.250782155163573162e-01,1.793640200148605146e-02,5.760622577971308146e-07,9.678794253907853085e-01,1.645009266649409180e+13,1.549286655096016735e-02,1.145948321622076522e-11
