r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
4.522033921219094127e-04,2.885930735712722850e+01,1.111199283255134507e+00,1.607650705985820661e-06,1.335627229780817986e+09,5.240881816817199350e-04,0.000000000000000000e+00,2.298632375797017898e-07,2.200440323335455806e-01,5.606151723395242552e-04,2.073093048730641338e-07,6.842107413956738382e-01,1.795122985961713439e-03,5.239326333148167448e-09,9.348448053851768913e-01,2.169387252838548584e+12,5.570648962885756464e-03,0.000000000000000000e+00
5.109497304215611423e-04,2.824948994946831604e+01,1.092372999184137772e+00,1.809171494193248145e-06,1.106762184145059586e+09,5.483478542302720488e-04,3.644526664735600260e-03,2.380948326749299756e-07,2.226529706749714455e-01,5.865656535411142847e-04,2.418454720384350176e-07,6.862605998443591648e-01,1.951831300250301410e-03,6.215633612266879911e-09,9.348448053851768913e-01,2.358767602870304199e+12,5.788980415601902713e-03,1.756211529167859104e-14
5.696960687212127093e-04,2.772244052164980133e+01,1.075879606561161994e+00,2.010651786896146765e-06,9.362120276012747288e+08,5.711475689269670999e-04,9.370781660818434597e-03,2.458016360953419717e-07,2.250173738615739716e-01,6.109544232763229870e-04,2.774105176601619313e-07,6.880523990385440936e-01,2.103395277087229554e-03,7.236994134658331975e-09,9.348448053851768913e-01,2.541931075184374512e+12,5.989471632199126934e-03,3.604009284850511267e-14
9.287837700490909811e-04,2.553116873109480167e+01,1.004965761456375173e+00,3.244218591089550434e-06,4.422193180593090057e+08,6.890859252255234543e-04,1.372763551010456884e-01,2.852860222672586990e-07,2.360975928243151389e-01,7.371126429285818462e-04,5.131123853878557937e-07,6.956863380697718702e-01,2.949980297904457229e-03,1.431140647355267548e-08,9.348448053851768913e-01,3.565020171010882812e+12,6.962443541457720257e-03,1.676214814026469262e-13
1.420029068443745199e-03,2.383358358506284702e+01,9.473240750831084522e-01,4.943176499182433892e-06,2.309181691608613431e+08,8.158079183274444604e-04,1.164603429182530459e+00,3.271348579697119400e-07,2.463706450251945679e-01,8.726666860937558334e-04,8.742780129909233103e-07,7.017586328296138154e-01,3.968877479773291403e-03,2.583504547859279968e-08,9.348448053851768913e-01,4.796346701607997070e+12,7.912172124051122107e-03,3.859986347212081457e-13
2.195999366637759777e-03,2.226169709818007902e+01,8.917013031858109784e-01,7.658054143209183033e-06,1.186826406717442125e+08,9.752195301537735714e-04,9.830967941348522032e+00,3.791613282453926065e-07,2.575669040813326482e-01,1.043188692428965742e-03,1.509404122174778499e-06,7.074519519727782146e-01,5.396254417145658795e-03,4.731523070489677978e-08,9.348448053851768913e-01,6.521316721571511719e+12,8.999242971948524447e-03,8.049874336552738237e-13
3.392625569297868637e-03,2.084303285534420169e+01,8.395698198300490800e-01,1.191411126995258691e-05,6.117849509378600866e+07,1.170809486154830454e-03,8.391596761401065407e+01,4.423030985608657230e-07,2.694171735994805306e-01,1.252410538530436416e-03,2.600065636461593318e-06,7.125954538517137449e-01,7.349134549249231388e-03,8.642249301995481862e-08,9.348448053851768913e-01,8.881351826708041016e+12,1.020859363419041044e-02,1.591669093373440268e-12
5.246324594372229512e-03,1.955127512046869143e+01,7.904741586961608890e-01,1.864697014856592396e-05,3.153103548049512878e+07,1.412197777538825878e-03,7.169216332887810950e+02,5.194648116122380637e-07,2.820011695480005298e-01,1.510622693097138152e-03,4.480287440722852283e-06,7.172323548139508675e-01,1.003691987849703732e-02,1.578767600468646466e-07,9.348448053851768913e-01,1.212951213507424023e+13,1.155901651158582066e-02,3.077363103786750750e-12
8.117337009154625485e-03,1.837134441876453650e+01,7.442708861319934366e-01,2.934136214876704540e-05,1.625605372036120482e+07,1.710300235799830501e-03,6.136833586930787533e+03,6.139129524588368318e-07,2.953392638765470202e-01,1.829501780346470038e-03,7.719834340521811923e-06,7.213830516720829422e-01,1.373940998759370577e-02,2.883265706513591649e-07,9.348448053851768913e-01,1.660393250027947461e+13,1.306506810816188829e-02,5.886283447145482312e-12
1.256603003524471227e-02,1.728932192523958733e+01,7.007831824604356941e-01,4.640313124018240713e-05,8.382897711167817935e+06,2.078912428006294069e-03,5.260763574610470096e+04,7.297767272450668013e-07,3.094634361187941218e-01,2.223804866894174732e-03,1.330241886151282723e-05,7.250780475054379171e-01,1.884700133609079273e-02,5.264513764394060385e-07,9.348448053851768913e-01,2.277640293867781250e+13,1.474422726088621231e-02,1.120543364530509726e-11
