r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3, Menv, j, J_M, M_wind
1.102089087462225313e-04,2.401036369018997974e+01,1.247852843512897048e+00,1.674728453133418716e-06,4.783776585966674805e+09,1.114950953804887200e-04,0.000000000000000000e+00,2.347265165905026128e-07,2.644823930275357893e-01,1.087635227631167866e-04,3.011897026630322349e-07,6.842107597181269485e-01,1.433686974462431091e-03,7.885014257281131155e-09,1.025114786170738590e+00,4.939741534582960815e+11,6.975023263881961755e-03,0.000000000000000000e+00
1.245262932123187844e-04,2.350300791173357240e+01,1.226711332804358401e+00,1.884657511940597755e-06,3.964057432203106403e+09,1.166561253076851834e-04,2.607955927914792655e-03,2.431322710603567752e-07,2.676182121080858400e-01,1.137981101057452242e-04,3.514151373361217792e-07,6.862606206058169400e-01,1.558843120811941691e-03,9.354324646226449038e-09,1.025114786170738590e+00,5.370964685412543945e+11,7.248396594790736461e-03,1.946143520694877933e-14
1.388436776784150240e-04,2.306451342707848085e+01,1.208189608884199240e+00,2.094544385983597937e-06,3.353202987909367561e+09,1.215065622472910953e-04,6.705558157241643669e-03,2.510021307901295998e-07,2.704601116413067330e-01,1.185297138295822932e-04,4.031453146489574179e-07,6.880524222516545274e-01,1.679890708268675552e-03,1.089143867629632289e-08,1.025114786170738590e+00,5.788031873768143311e+11,7.499432121031514992e-03,3.993778205864693623e-14
2.263588651019847215e-04,2.124141956436106682e+01,1.128554890532474042e+00,3.379580679805182015e-06,1.583883898961766720e+09,1.465969027994372354e-04,9.823241997274920201e-02,2.913219098682956783e-07,2.837780052324951341e-01,1.430053539146012426e-04,7.461464388452039290e-07,6.956863766127269200e-01,2.356021547958388543e-03,2.153819684899737578e-08,1.025114786170738590e+00,8.117627978859385986e+11,8.717692529798511461e-03,1.857495329582741737e-13
3.460827409744740503e-04,1.982906449188216769e+01,1.063824584776154047e+00,5.149423948217588613e-06,8.270733631474890709e+08,1.735558575109154256e-04,8.333675309570574008e-01,3.340561239240468569e-07,2.961257104782611393e-01,1.693038280710241735e-04,1.272120488782646223e-06,7.017586866240150822e-01,3.169769742561303477e-03,3.888087117239472097e-08,1.025114786170738590e+00,1.092138209476682007e+12,9.906848556149927543e-03,4.277435781415737516e-13
5.351986234642722553e-04,1.852128640731489639e+01,1.001361389523407919e+00,7.977577614675277506e-06,4.250823241764899492e+08,2.074692824799742824e-04,7.034847814978249403e+00,3.871833785095407443e-07,3.095830836761585547e-01,2.023863915327615988e-04,2.197818700781968553e-06,7.074520417960870056e-01,4.309754215472878965e-03,7.120783704852663907e-08,1.025114786170738590e+00,1.484917717830130859e+12,1.126797260529893534e-02,8.920454666286470839e-13
8.268349821493836639e-04,1.734098607677033499e+01,9.428188217806966476e-01,1.241121799536574884e-05,2.191212358821643293e+08,2.490793638544441108e-04,6.004868398867319712e+01,4.516611645592356591e-07,3.238265526043766496e-01,2.429770472679130416e-04,3.788918669837666575e-06,7.125955994129731241e-01,5.869436413429080478e-03,1.300630020409487213e-07,1.025114786170738590e+00,2.022303288824992676e+12,1.278220382355229126e-02,1.763806381796600853e-12
1.278611452284027531e-03,1.626626777913961419e+01,8.876853160206243931e-01,1.942502484828627498e-05,1.129336021708652973e+08,3.004327928727609895e-04,5.130175553859811544e+02,5.304557733689198194e-07,3.389519599335856226e-01,2.930723436299378882e-04,6.534695785772276089e-06,7.172325931082697004e-01,8.016062032103022511e-03,2.375996813705180367e-07,1.025114786170738590e+00,2.761919112686366699e+12,1.447307519622481609e-02,3.410183029088904870e-12
1.978330952619938594e-03,1.528458126292860442e+01,8.357995470634226320e-01,3.056579062611552359e-05,5.822335564253076166e+07,3.638523110325934647e-04,4.391482359024886136e+03,6.269035571058420286e-07,3.549838875573760322e-01,3.549381161418462037e-04,1.127111258720943863e-05,7.213834537179313333e-01,1.097312050559910365e-02,4.339252259758745582e-07,1.025114786170738590e+00,3.780768054045835449e+12,1.635882457252528857e-02,6.522935157365872203e-12
3.062602215230634303e-03,1.438433105176361160e+01,7.869620756121098459e-01,4.834039931350627334e-05,3.002379790480009094e+07,4.422749862491249444e-04,3.764772614345498005e+04,7.452243701598160279e-07,3.719611429779707823e-01,4.314394760622071120e-04,1.944424627639963931e-05,7.250787680544192870e-01,1.505253313061326141e-02,7.923155409352819860e-07,1.025114786170738590e+00,5.186322009646245117e+12,1.846138581081170280e-02,1.241770273176364609e-11
