r, v_phi_cs, cs, vr_cs, sigma, Mdisk, Ew, Mdot_acc, Qtoomre, Mdisk_Menv, Rcj, dlnJ_dlnx, J, factor3
8.911624047694980061e-04,4.265567605596387324e+01,1.123997004533197952e+00,1.473949489077629550e-06,1.514922717043693066e+09,2.308637053703997948e-03,0.000000000000000000e+00,4.764988758934978997e-07,1.488739316608556351e-01,1.847830613500519442e-03,9.425586554214883151e-08,6.842107071087868420e-01,2.893971358723901668e-03,2.198793795175888856e-09
1.006934485832578722e-03,4.175433154893205767e+01,1.104953896821703863e+00,1.658710678626622566e-06,1.255334667234040022e+09,2.415502213549366919e-03,2.044186689604697918e-03,4.935626947663426951e-07,1.506390460329664616e-01,1.933365372445013889e-03,1.099400002561008389e-07,6.862605609726574185e-01,3.146605495032050743e-03,2.608521751237650529e-09
1.122706566895659546e-03,4.097532276562949960e+01,1.088270548544709282e+00,1.843434739880988720e-06,1.061889738268414021e+09,2.515936177566027287e-03,5.255998642537078672e-03,5.095386375452819341e-07,1.522387166554197702e-01,2.013752609168707828e-03,1.260883018397716685e-07,6.880523555633040189e-01,3.390946289225983592e-03,3.037157256920491448e-09
1.830364761094466436e-03,3.773649938649134583e+01,1.016539985744769670e+00,2.974411119056060928e-06,5.015831236571227908e+08,3.035460864781692678e-03,7.699718151990705972e-02,5.913884179497586466e-07,1.597351959428380541e-01,2.429579609764650518e-03,2.330478703898861835e-07,6.956862657466496014e-01,4.755751037966327033e-03,6.006083664910326275e-09
2.798468648659576275e-03,3.522736982343116807e+01,9.582343762307583557e-01,4.532075963639099417e-06,2.619165865218866169e+08,3.593678450984641882e-03,6.532178271265971503e-01,6.781396945290610252e-07,1.666855822274634635e-01,2.876376365073260184e-03,3.967993712763236947e-07,7.017585269585846497e-01,6.398347156746710639e-03,1.084222890115625680e-08
4.327679241214052279e-03,3.290403619570344773e+01,9.019710929297881652e-01,7.021164127846212809e-06,1.346147337842870057e+08,4.295893333859383129e-03,5.514112497997724738e+00,7.859885079980284249e-07,1.742605553421863740e-01,3.438428401684987239e-03,6.844942442656238675e-07,7.074517726787050709e-01,8.699459010713660526e-03,1.985682688202700623e-08
6.685865328732523011e-03,3.080718062446884531e+01,8.492395083489497898e-01,1.092323149805600878e-05,6.939143655357192457e+07,5.157470505578781034e-03,4.706738971476678302e+01,9.168781469953868371e-07,1.822779708932572296e-01,4.128033842800991025e-03,1.178011753512062073e-06,7.125951478757954760e-01,1.184773026465688398e-02,3.626887952033254119e-08
1.033886098940586112e-02,2.889792557631933434e+01,7.995794279469690125e-01,1.709595721816665025e-05,3.576444712603175640e+07,6.220769283957837403e-03,4.020996149728810565e+02,1.076827249174314789e-06,1.907916537587576178e-01,4.979097040818275012e-03,2.027780555480444464e-06,7.172318051150883278e-01,1.618066493270175696e-02,6.625519294544680863e-08
1.599617550647134193e-02,2.715404382331456290e+01,7.528474954047331691e-01,2.689984001161467732e-05,1.843957448665893823e+07,7.533799322694018086e-03,3.441576330599985795e+03,1.272595998317266343e-06,1.998149800712813173e-01,6.030044870893937724e-03,3.489846785763605512e-06,7.213819727942172300e-01,2.214894646679742285e-02,1.209945871230856562e-07
2.475980650631433994e-02,2.555516274194585691e+01,7.088706167833325189e-01,4.253633994551801148e-05,9.510656793269133195e+06,9.157002579572765671e-03,2.949080138368643020e+04,1.512695935853937018e-06,2.093680629592109266e-01,7.329255010998908179e-03,6.004887838754143951e-06,7.250756754102025692e-01,3.038003436840834917e-02,2.208850343931539158e-07
3.832750096239387338e-02,2.408477276255139898e+01,6.675107038249653568e-01,6.755063991618869815e-05,4.909241106816919520e+06,1.116418221618393700e-02,2.527225749715034035e+05,1.807504377766859110e-06,2.194656722392079873e-01,8.935799432251409491e-03,1.032691445942571982e-05,7.283448298073834648e-01,4.173560169923962865e-02,4.029523558015624300e-07
